year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2011,163402.OF,Random_with_alpha,50276819.29458657,56740615.09058657,74940968.12458658,1733677166.2350852,694910241.5818781,85665178.95766537,562485387.5085257,969312879.5221289
2012,163402.OF,Random_with_alpha,175116937.47099197,175116937.47099197,163525524.71192187,3166493044.749076,2152048755.472073,207724731.74312416,1440795565.6004076,2518202195.0023375
2013,163402.OF,Random_with_alpha,47523927.859200045,46017416.741200045,45433998.03678267,809758884.7365924,642066481.9725928,53000978.19619462,799254446.2153575,687186298.7139125
2014,163402.OF,Random_with_alpha,109092325.85193017,105368758.66566232,101561689.25666232,5278557535.136312,1452730280.5319815,154448819.46855548,565689469.1093953,933967643.5755949
2015,163402.OF,Random_with_alpha,84176223.46690689,84166560.34090689,72516860.22356614,2262109159.642765,1110767355.4420137,140330124.1745677,124226598.33232416,2014089875.9886932
2007,519005.OF,Random_with_alpha,972234.5410000001,423848.46699999995,7904219.250536387,165707623.14915103,-316219504.99429816,15149332.23905661,82602782.07410894,118714926.72924316
2008,519005.OF,Random_with_alpha,18308646.026,21539510.96,19487665.903,185967940.96806353,-105708503.95943362,66765450.17859919,16547230.482031392,375889569.5515698
2009,519005.OF,Random_with_alpha,0.0,0.0,8699537.93233215,146159135.27598393,-164332735.41683918,20389199.070976615,11539758.454424117,142172088.6570961
2010,519005.OF,Random_with_alpha,5526414.448,3288629.506,6736358.764,145074077.11197987,-219918568.2386444,93633504.13032421,-357480573.9347178,680442399.8534032
2011,519005.OF,Random_with_alpha,3539645.088385882,3539645.088385882,3539645.088385882,197058775.42671853,-107624844.32881235,25995601.746074453,79070605.81385566,117988169.61286274
2012,519005.OF,Random_with_alpha,4415400.322621239,4415400.322621239,4415400.322621239,192319947.29976943,-136350244.2532571,24418466.34548927,107628968.0584133,147180010.7540413
2013,519005.OF,Random_with_alpha,16601442.1736905,5259738.2396905,6287242.6996905,288569901.5678126,57358154.16426444,31922089.011184856,158144225.6447963,130425675.92301668
2014,519005.OF,Random_with_alpha,6685907.78589987,5125826.13893493,5205114.51293493,228094695.97004637,-304524977.75369024,26077909.336465225,19012259.7280994,52002721.565497994
2015,519005.OF,Random_with_alpha,7700911.814178833,7700911.814178833,1482334.234,194177843.93216714,-311877683.3925297,51747984.93741945,-4463080.03860683,187479503.97567347
