year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,161005.OF,Random_with_alpha,0.0,0.0,-751232.9397924292,266690166.1963502,-420505520.0924853,-751232.9397924292,579489117.5007445,-25041097.993080974
2008,161005.OF,Random_with_alpha,135679326.52941903,135679326.52941903,135679326.52941903,10548355822.762842,3224368431.8308287,135679326.52941903,3942311033.62183,4522644217.647302
2009,161005.OF,Random_with_alpha,0.0,2103767.219,2694140.2203285596,389320103.67479897,-89956802.03640836,2694140.2203285596,128631492.40710056,89804674.010952
2010,161005.OF,Random_with_alpha,3172587.399,34369511.532,32284611.821,1520404696.6621993,31725873.986941308,49037582.58298563,-106437015.11663267,1634586086.0995212
2011,161005.OF,Random_with_alpha,8547821.878,8014187.376,10302037.681,2406781575.133711,85478218.78012674,16173295.03072536,-10476100.082082301,539109834.357512
2012,161005.OF,Random_with_alpha,0.0,0.0,0.0,524067070.34708697,-81760748.75843018,14219943.674646303,234902215.57179302,473998122.48821014
2013,161005.OF,Random_with_alpha,95716833.6015252,95716833.6015252,70564253.436,5475147972.453381,1591229889.3384905,95716833.6015252,2562138526.581356,3190561120.0508404
2014,161005.OF,Random_with_alpha,20469576.209,44038596.966,31952152.108,8386882885.887107,204695762.09288812,47738620.823163785,1141015160.64084,1591287360.7721262
2015,161005.OF,Random_with_alpha,141824376.232,180882235.29050124,109966886.805,5981458656.816704,1418243762.321735,180882235.29050124,2358797378.1276646,6029407843.016708
2016,161005.OF,Random_with_alpha,0.0,0.0,0.0,230114821.78773648,-103379843.73380667,15654041.116494052,-259944256.09165806,521801370.54980177
2017,161005.OF,Random_with_alpha,2687583.119,10986398.183,4322543.27,2097412572.030061,26875831.187839806,17102635.946299918,226008624.2602573,570087864.8766639
2018,161005.OF,Random_with_alpha,69091352.1771191,69091352.1771191,44475928.18,1339720595.5511258,697042653.7442322,69091352.1771191,1321244434.2641113,2303045072.5706367
2019,161005.OF,Random_with_alpha,8863833.560651833,8863833.560651833,8863833.560651833,1058842955.1047456,556397144.4510827,8863833.560651833,996510137.0973333,295461118.6883944
2007,340006.OF,Random_with_alpha,0.0,0.0,-6418149.124710181,334857132.8927369,-156357161.9691522,-6418149.124710181,929283960.1212959,-213938304.15700603
2008,340006.OF,Random_with_alpha,35510159.817,66831606.97614163,66831606.97614163,10818688980.608507,355101598.169919,66831606.97614163,3012023169.3062825,2227720232.5380545
2009,340006.OF,Random_with_alpha,0.0,741135.634,882684.7732089865,262465451.13667616,-70160333.01881099,882684.7732089865,336036896.08825266,29422825.773632884
2010,340006.OF,Random_with_alpha,65218163.785,62430998.654,94404776.44932278,1501359111.9195771,652181637.8514954,94404776.44932278,256203948.36305213,3146825881.6440926
2011,340006.OF,Random_with_alpha,18377147.47686372,16838274.33,18193221.606,1626344035.428213,218294204.10832092,18377147.47686372,52970152.976564564,612571582.562124
2012,340006.OF,Random_with_alpha,0.0,0.0,0.0,1320811184.6055725,-234738851.21952945,13872900.166308466,271878415.40471417,462430005.5436156
2013,340006.OF,Random_with_alpha,15660637.764101123,15660637.764101123,15660637.764101123,1537555586.8543696,329587546.53720427,15660637.764101123,1302342029.9518828,522021258.8033708
2014,340006.OF,Random_with_alpha,0.0,8377956.372,27872838.808370315,1484278974.2622108,-579284284.7481632,27872838.808370315,1627473183.8710012,929094626.9456772
2015,340006.OF,Random_with_alpha,0.0,109324087.56,0.0,7580146956.672622,-2240836934.3491955,314328439.3232892,-999268730.3477777,10477614644.10964
2016,340006.OF,Random_with_alpha,0.0,0.0,0.0,125149885.74446772,-53834834.82783294,12512946.763406385,-234039627.54353946,417098225.4468795
2017,340006.OF,Random_with_alpha,0.0,0.0,0.0,200105774.3706001,-111760940.69301978,8044205.3752535535,-3072111.323230952,268140179.17511845
2018,340006.OF,Random_with_alpha,0.0,31772016.917110473,0.0,582082457.556179,-90675134.30021274,31772016.917110473,7400663.844127417,1059067230.5703491
2019,340006.OF,Random_with_alpha,88478221.86251254,88478221.86251254,78598132.043,12921054964.960989,1027472489.1084137,88478221.86251254,3379900917.0813713,2949274062.0837517
2007,163402.OF,Random_with_alpha,0.0,1439635.115711857,1439635.115711857,1645015825.0859478,-110214528.02260661,1439635.115711857,1569135030.104046,47987837.190395236
2008,163402.OF,Random_with_alpha,61711662.727,178496334.40400827,178496334.40400827,13317426404.396952,617116627.2723923,178496334.40400827,3321914372.5882483,5949877813.466943
2009,163402.OF,Random_with_alpha,0.0,24910.153,537712.9836669946,158529592.62799972,-144753555.68070567,537712.9836669946,366522256.13315225,17923766.122233152
2010,163402.OF,Random_with_alpha,7275069.816,5094197.899,3569444.2,814301651.5506581,72750698.16291745,14987760.881482027,-95510903.24453597,499592029.38273424
2011,163402.OF,Random_with_alpha,1648027.26,5562783.424,5983510.372,295472209.50612897,16480272.60052175,11682683.98238427,-22148404.911103867,389422799.412809
2012,163402.OF,Random_with_alpha,0.0,0.0,0.0,198509214.31766477,-1212615.182295978,15095858.305410312,96253466.21034873,503195276.84701043
2013,163402.OF,Random_with_alpha,19924978.47747013,19924978.47747013,0.0,3220519220.1240516,414797826.2784889,19924978.47747013,360278684.3593538,664165949.2490044
2014,163402.OF,Random_with_alpha,0.0,44760392.09278196,44760392.09278196,8539058445.998975,-556820390.078579,44760392.09278196,9691973514.51592,1492013069.7593987
2015,163402.OF,Random_with_alpha,67269728.815,163533890.2269189,163533890.2269189,3660280048.8003116,672697288.1469927,163533890.2269189,2975313648.082988,5451129674.23063
2016,163402.OF,Random_with_alpha,19214706.403,14765063.722,29005036.514268104,354185812.3078187,192147064.0301215,29005036.514268104,341219988.13354707,966834550.4756035
2017,163402.OF,Random_with_alpha,41803455.645,38649111.487,25400873.004,2915331691.942608,418034556.4468415,76372704.0701376,1070236511.6533935,2545756802.33792
2018,163402.OF,Random_with_alpha,10199655.572,13762383.457944034,0.0,155542332.6822658,101996555.71939188,13762383.457944034,31869414.831320047,458746115.26480114
2019,163402.OF,Random_with_alpha,35106457.075,48296463.318519235,48296463.318519235,8208800779.627163,351064570.7547641,48296463.318519235,1903307295.3720722,1609882110.617308
2007,519005.OF,Random_with_alpha,0.0,-3308390.3637725115,-3308390.3637725115,115852284.95812158,-264166873.41078478,-3308390.3637725115,382213147.8549258,-110279678.79241705
2008,519005.OF,Random_with_alpha,10432698.522,10477998.697,0.0,1056092800.2494599,104326985.2172957,19883606.70457723,-314691795.679153,662786890.1525743
2009,519005.OF,Random_with_alpha,0.0,-2851441.0654393956,-2851441.0654393956,113378984.0380048,-108988730.37224948,-2851441.0654393956,563487744.4418048,-95048035.51464653
2010,519005.OF,Random_with_alpha,0.0,6828039.179,0.0,4514583264.027869,-1068412818.6527333,273817277.8249422,-3614715889.213952,9127242594.16474
2011,519005.OF,Random_with_alpha,0.0,0.0,0.0,128968881.74807249,-40630498.5793547,7770753.438303351,-79742056.55527008,259025114.6101117
2012,519005.OF,Random_with_alpha,0.0,0.0,0.0,462057863.09175646,-372151622.34414136,20729069.269773412,161644954.53750187,690968975.6591138
2013,519005.OF,Random_with_alpha,9862048.229612006,789682.858,1335137.957,942091456.0868442,131882726.13753504,9862048.229612006,204632811.73673427,328734940.98706686
