year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,161005.OF,Random_without_alpha,24765910.328,27261243.902000003,29826440.461,915437689.0562756,127998797.72376895,52564108.61435933,-23896790.2934938,1084524631.1625388
2008,161005.OF,Random_without_alpha,31915952.245166335,32156168.194166336,32662732.276166335,439335143.8808534,430446517.7982075,39595848.18993549,-25347926.961052123,491573934.29230505
2009,161005.OF,Random_without_alpha,7512480.341,10502662.695,13449989.012584208,1279006840.0302613,75124803.41442537,44616596.13345132,507547357.079542,1038886904.0289037
2010,161005.OF,Random_without_alpha,39780554.7826617,35075234.09457011,39780554.7826617,2747482922.697534,935250588.7061514,39780554.7826617,1351919522.337268,801665174.5190036
2011,161005.OF,Random_without_alpha,79462810.082,84181135.184,94562355.785,5302948748.965424,794628100.811493,108783125.12265849,1831156966.060153,2363681896.2238464
2012,161005.OF,Random_without_alpha,61331221.051329374,61331221.051329374,61331221.051329374,4967738707.003576,990329870.6938335,90571858.71078485,1599572281.2255201,2044374035.0443125
2013,161005.OF,Random_without_alpha,27346236.068127844,27346236.068127844,27346236.068127844,2794070341.6597013,610592429.0656614,86119626.81124367,-620831878.0062863,1959113024.7705274
2014,161005.OF,Random_without_alpha,52579660.605923906,46254857.744,59304046.32004247,1717863035.0868974,608051469.4982429,59304046.32004247,646135540.0724317,1005874371.9706188
2015,161005.OF,Random_without_alpha,106039167.83489929,106039167.83489929,93033648.47655669,3967277108.5199757,1326341548.202604,106039167.83489929,1471483173.724234,1719484058.7852228
2016,161005.OF,Random_without_alpha,6073298.625775118,6073298.625775118,9230828.973775119,818490200.6657267,208197333.22415772,32047861.53531833,447623528.3160925,202443287.52583727
2017,161005.OF,Random_without_alpha,83457684.055,91732767.02770007,95133938.57270007,2577425501.6974573,834576840.5540377,101788937.09460087,1637046337.4314718,2455639903.156669
2018,161005.OF,Random_without_alpha,28813222.680671867,28781287.355671868,28741407.961671866,1104776903.5964391,473052813.89720213,60273861.63075361,57311525.46963931,1097283716.1693914
2007,340006.OF,Random_without_alpha,76946377.42946535,98487503.83346537,125121319.73346537,6025239213.207829,1129327804.702619,133943059.01697242,42202704.296869755,3489498782.8169017
2008,340006.OF,Random_without_alpha,42180887.218056865,46766310.486056864,35502274.01005687,310405442.2820991,572075146.806968,48420294.72692492,-70270931.0015782,658393283.5622685
2009,340006.OF,Random_without_alpha,8813259.685,13637230.004,16241798.016354052,1008569542.2401214,-9169423.525541186,39379463.89696332,384830079.50775176,771255529.3536423
2010,340006.OF,Random_without_alpha,36315186.5802679,36890162.35326789,34721130.8712679,855144778.7222053,600260206.2084072,46493526.22841171,558150646.0516087,604631145.4422634
2011,340006.OF,Random_without_alpha,24631022.472,28570853.084000003,21438073.696000002,1082476517.8548117,246310224.72402656,45614116.634520754,414072532.55418146,715930805.3994743
2012,340006.OF,Random_without_alpha,966454.522,13741205.985,1071429.623,1247868861.697001,-106670040.03260916,58440081.345858656,285735897.3792409,1316956439.055759
2013,340006.OF,Random_without_alpha,25049918.26860735,25049918.26860735,25049918.26860735,504989876.6000765,386671105.45170677,59453615.28795369,-351010199.4114003,1146789900.6448781
2014,340006.OF,Random_without_alpha,4397339.55,7822222.25,0.0,1479968543.3260505,-151899539.82434374,71905225.72310852,291397961.47112507,1529375769.2559993
2015,340006.OF,Random_without_alpha,62311368.64740523,69129617.24940524,61569806.428405225,2655158979.6527286,777129469.3501843,94931757.45261018,1401567930.8374848,1845664387.0135076
2016,340006.OF,Random_without_alpha,24137467.903675824,24137467.903675824,24137467.903675824,1426115547.1614928,226312711.89318806,58557934.26044871,1100384644.0953727,804582263.4558609
2017,340006.OF,Random_without_alpha,4534935.876426995,3607724.503,4534935.876426995,864730489.6322268,-35400941.20605463,30456387.946943257,104060601.97880074,151164529.21423316
2018,340006.OF,Random_without_alpha,48538557.40193166,48093002.26293166,48761440.95293166,2903717358.187341,603786658.3943138,111046587.89593501,231960348.34352386,2517123765.733445
2007,163402.OF,Random_without_alpha,82042611.0429996,74926949.11999959,66384889.00999959,2467623902.718707,1055452808.1494862,149394054.45852888,-689548816.6298369,3760341177.6843095
2008,163402.OF,Random_without_alpha,37319734.18969404,35673484.10369404,36758830.79669404,704502387.4349496,452250069.21426064,45455942.06667422,-31275204.002920892,622479422.4660059
2009,163402.OF,Random_without_alpha,9758979.941,1772685.162,0.0,1084518455.5177112,97589799.40882179,82965157.64479062,602155984.2873538,1489993438.1522934
2010,163402.OF,Random_without_alpha,49707420.91674561,48907169.79374561,45968856.285745606,1673064910.0434875,619167702.1853837,74776050.29865727,1475619903.5908115,1186242571.958187
2011,163402.OF,Random_without_alpha,140693332.9756052,135226057.9246052,152444693.1376052,4656216747.925334,2353303122.3066883,169667935.2639656,4985699062.440966,3463985059.68684
