year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2015,163402.OF,Random_without_alpha,8497860.133020133,11334587.13604382,11585439.38604382,782523542.6495262,237896398.1699531,27497764.74803436,37718344.033110835,579630104.8330181
2007,519005.OF,Random_without_alpha,31247243.980591673,6511794.328,31247243.980591673,3088681556.7772956,-394530615.0758995,439418728.78813994,1318294671.3321147,1041574799.3530558
2008,519005.OF,Random_without_alpha,25232018.017,21859594.866,0.0,135655822.56139955,140249274.5629053,74214191.09794499,-149318854.74774384,441747302.87891793
2009,519005.OF,Random_without_alpha,172217427.80795494,0.0,14594348.401758492,801470395.3952646,2783802604.9795175,362140221.4490159,596407198.2732893,486478280.0586164
2010,519005.OF,Random_without_alpha,6789721.26,1400986.633,6858452.998,975295634.9337596,-213501512.81302446,85693588.28462857,-455097291.2423248,1852242829.8064103
2011,519005.OF,Random_without_alpha,25448966.686067477,25448966.686067477,25448966.686067477,3556139207.71076,165162489.8702917,76916684.77498457,819384490.5777367,848298889.5355825
2012,519005.OF,Random_without_alpha,21673949.68266774,11662593.43966774,11662593.43966774,1294815391.2510548,-2197202840.384759,118870423.17472883,419976415.2326816,388753114.65559137
2013,519005.OF,Random_without_alpha,13396369.381,643147112.7108197,83931749.219,11844703349.194386,-2563105818.423169,909703965.8518295,18016234924.86629,21280754225.69399
2014,519005.OF,Random_without_alpha,213182036.9971842,213182036.9971842,213182036.9971842,17226899153.678787,-3443459374.8349876,846375188.3069522,3087840414.338649,14139058739.34014
2015,519005.OF,Random_without_alpha,33792468.471683145,33792468.471683145,33792468.471683145,3975690878.4500365,406297969.0236362,148149634.63981926,-99172069.36877848,3193412080.2644496
