year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,161005.OF,Random_with_alpha,89642704.89770119,83831401.31870118,73490190.66014893,5507102778.8726635,1261877629.277452,96615618.94789591,4863716144.495752,1867446007.6900396
2008,161005.OF,Random_with_alpha,67125228.20744511,67859259.38574845,78953828.50227259,382265713.2225578,1281887077.1104684,78953828.50227259,1383568905.1976316,796316179.7898884
2009,161005.OF,Random_with_alpha,245037092.43413478,250187851.2131348,11624723.627462514,12008270560.570494,1961345849.9415135,277107700.6602119,455350932.519454,8167903081.137826
2010,161005.OF,Random_with_alpha,133835517.29875918,146546638.76975918,134148950.80775917,11787504964.643656,3976998393.565409,424792190.09575486,-3004470471.449541,8966002358.641615
2011,161005.OF,Random_with_alpha,13488576.743,30848489.386,18185669.780763697,337472545.6354597,-84339662.38960057,46029563.43429549,294501609.23304856,732859071.1538581
2012,161005.OF,Random_with_alpha,22201778.817299053,26442978.356612016,8653672.82529905,1462443839.6271973,155417801.31076276,34944036.95581372,300074807.04781294,702298367.5770988
2013,161005.OF,Random_with_alpha,524966819.4515561,524966819.4515561,524032164.4299106,10130439805.957365,9048066874.662222,546394986.877654,22023179501.703293,17263372237.963688
2014,161005.OF,Random_with_alpha,214405183.09072903,283794958.20821637,289823829.1457366,4701670061.253609,2186102937.3682895,289909270.8914656,5920333077.722274,8916362096.740545
2015,161005.OF,Random_with_alpha,336758681.0573093,348549772.7033732,144704947.53630933,11476112773.06704,3753585154.942552,713614621.4307494,653794002.2994756,12719814847.57921
2007,340006.OF,Random_with_alpha,37099808.216738336,243271129.7601511,224282681.6501511,12770307208.753597,-389017080.87800837,255836394.66288945,9996351591.322855,6644443200.864836
2008,340006.OF,Random_with_alpha,229011846.5365703,259938812.75054622,331367465.01129603,5687431176.990951,1635504864.009667,354734826.1793201,5094210412.264604,4190765988.09166
2009,340006.OF,Random_with_alpha,164037905.04593757,57052725.91,162719465.1556785,13303182344.57961,-124875604.34460902,279982271.7610042,3555597186.4198966,5467930168.197919
2010,340006.OF,Random_with_alpha,23199779.56059684,25882541.552596837,49826585.666,2501457872.2850885,108219094.41338801,133572359.95520146,-35244613.89372671,3297801485.406705
2011,340006.OF,Random_with_alpha,6866015.736,30981422.093,13574749.482882353,1581639934.8513412,-2101079158.1960697,325616405.26763713,499135989.40420985,8344971295.677741
2012,340006.OF,Random_with_alpha,19832373.366,115594669.41596022,59593506.647,6119165133.13872,-634452457.5845838,230612753.31431547,1353420025.9892278,1990361158.598674
2013,340006.OF,Random_with_alpha,476499717.96479136,476499717.96479136,418357848.5713021,7139836563.064086,5530160709.6876335,684120388.8686472,14153975768.0136,12492797310.282976
2014,340006.OF,Random_with_alpha,4020893.812,15390603.772,41847074.68019662,267711796.99283537,-1571272854.1418324,84435496.9448337,99235373.79070319,168476423.20213214
2015,340006.OF,Random_with_alpha,133422334.59313995,161524623.01581374,157389704.3639537,14494613382.66471,1448579646.7831016,555588652.4841548,1289012580.4574928,15521269456.906704
2007,163402.OF,Random_with_alpha,203035394.17917275,279418555.1038482,393127842.9361727,12577292792.843945,2317333869.3487177,436597154.7255663,8371194917.61697,6595072029.761606
2008,163402.OF,Random_with_alpha,303138356.84917355,416510108.96930456,473945103.6902441,8894421152.706816,3833159301.061864,529570800.2614176,4020886459.5520544,5607562926.972452
2009,163402.OF,Random_with_alpha,24737378.55504318,24807485.69504318,37648192.82158595,1249578614.4258974,680563976.0791442,37648192.82158595,1855784557.0433314,824579285.168106
2010,163402.OF,Random_with_alpha,14077464.89525453,14052805.61425453,10789955.832254529,174738271.8639417,239057587.34473795,26658075.745897435,14469630.408952193,286482439.9974108
2011,163402.OF,Random_with_alpha,352352896.87489235,339318689.5890837,451213611.9698924,5488817680.362371,4418515394.522452,511893607.8607499,4739895068.515562,8615047116.428585
2012,163402.OF,Random_with_alpha,148773761.0,181330497.51902717,181330497.51902717,11316583695.477491,1423194858.941524,189203256.86383933,4273385099.1729136,5118870736.953264
2013,163402.OF,Random_with_alpha,127730994.449,128725626.84426598,158832689.58426598,966126470.1714756,895890938.6152751,144041085.3766573,-1314823352.236957,-1432051869.5221026
2014,163402.OF,Random_with_alpha,26383652.97,43329539.725139156,41304395.5356706,445039103.2930647,263836529.68953198,56171181.63876626,503168841.6967162,897675959.0318837
2015,163402.OF,Random_with_alpha,128542834.96060513,128528833.64160512,66699919.87801961,849765595.9657743,2111760246.1302354,146080909.0842241,40959471.950984806,629437575.5206321
2007,519005.OF,Random_with_alpha,123812.067,-3105868.286900651,-1363418.096900651,138577767.46705386,-327665302.55200434,4722376.283746578,83001362.6899655,108231718.56235296
2008,519005.OF,Random_with_alpha,35681823.651999995,7067579.47,107347577.48724766,1755974984.0232618,-4218456276.54453,206639504.70238447,3395894274.10963,5277189374.477836
2009,519005.OF,Random_with_alpha,0.0,-1110838.5194932402,-1110838.5194932402,96865864.45523363,-213307231.6198378,6319166.790174826,10433398.098919738,94831207.3190455
2010,519005.OF,Random_with_alpha,0.0,9383266.74,49830634.90907869,132383457.09957746,-3793130460.3361225,347517905.6407578,-1633325384.613276,2713681252.985591
2011,519005.OF,Random_with_alpha,3009209.450017673,3009209.450017673,3146358.362017673,167528414.40761572,-90311832.21427181,16080497.293249942,67221432.74035989,100306981.66725577
2012,519005.OF,Random_with_alpha,5957323.81196678,3205917.6646223767,5957323.81196678,156491634.50587517,-1061306582.5946288,29764846.41845687,97550060.27811962,106863922.15407923
2013,519005.OF,Random_with_alpha,2870771.6597449514,4441687.323744952,22489338.636659347,211721679.64975396,-71575089.72497594,28812390.25724559,116029290.99158911,95692388.65816505
2014,519005.OF,Random_with_alpha,2882338.760140033,2882338.760140033,9495300.017140033,195509423.75353572,-182102473.90875012,15384387.556459773,35044141.993558265,160465281.75997743
2015,519005.OF,Random_with_alpha,786967.429,5819698.767345112,0.0,251835429.03819323,-834523035.8734298,112474682.98733547,-5615541.29930791,257450970.33750114
