year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return,ret_exc,ret_exc2,ret_exc3,ret_emean,ret_emean2,ret_emean3,year2
2006-12-29--2010-01-04,161005.OF,mode1,4366918.271,7954814.743,4403491.557,2384407062.5111547,43669182.709288,35741956.037921354,994958142.2172412,1191398534.5973785,0.10000000000163044,0.1821608340132294,0.10083750791295257,0.0036653715311776485,0.00667687135076782,0.00369606930773011,2007
2006-12-29--2010-01-04,161005.OF,mode2,0.0,18802877.794,50300465.381,7650547908.717316,-220605818.33468294,84483630.75678408,2750711709.1542907,2816121025.226136,-0.0,-0.08523291876859747,-0.22801060171807772,0.0,0.006676871350900168,0.017861613521017207,2007
2007-12-28--2011-01-04,161005.OF,mode1,35340574.63308481,35340574.63308481,35340574.63308481,1726743606.6026852,615410394.4420474,35340574.63308481,318456694.49348164,1178019154.4361603,0.057426028146836575,0.057426028146836575,0.057426028146836575,0.030000000000000002,0.030000000000000002,0.030000000000000002,2008
2007-12-28--2011-01-04,161005.OF,mode2,81121130.9419818,81121130.9419818,81121130.9419818,9713663163.986944,1754373319.5498567,81121130.9419818,2673857098.50899,2704037698.0660605,0.04623937792373413,0.04623937792373413,0.04623937792373413,0.029999999999999995,0.029999999999999995,0.029999999999999995,2008
2008-12-31--2012-01-04,161005.OF,mode1,18485675.128,24700393.436,8921888.868,2004569284.9558725,184856751.2848472,31631980.38245397,440946972.33211905,1054399346.081799,0.09999999999737785,0.133619103788852,0.04826379781094493,0.017531948589207397,0.023426032582235475,0.008461584219635747,2009
2008-12-31--2012-01-04,161005.OF,mode2,10378770.222,49973294.283,0.0,6431810068.011983,103787702.22373796,63997128.97182581,-447284454.3943088,2133237632.3941936,0.09999999999639846,0.4814953333803577,0.0,0.004865266796531997,0.023426032582649286,0.0,2009
2009-12-31--2013-01-04,161005.OF,mode1,21371882.21,28502901.39,25386872.471,1480853471.864093,213718822.10398445,40667246.011954345,-102139093.62626275,1355574867.0651448,0.09999999999813566,0.13336636010529748,0.11878632036745959,0.015765918009582672,0.021026430986957976,0.01872775387608303,2010
2009-12-31--2013-01-04,161005.OF,mode2,0.0,99690678.009,44266529.945,8330427149.638907,-53349502.34484625,142236233.15498155,-802494282.7604764,4741207771.832719,-0.0,-1.868633700922057,-0.8297458832673873,0.0,0.021026430986901143,0.009336551375787677,2010
2010-12-31--2014-01-02,161005.OF,mode1,15587240.102,15318030.798,16542415.801,1199449487.3917835,155872401.01742288,30913057.027223717,-51508944.11623602,1030435234.2407906,0.10000000000165335,0.09827288665610408,0.10612793344442642,0.015126850852964521,0.014865592993125957,0.01605381420520641,2011
2010-12-31--2014-01-02,161005.OF,mode2,33897247.329,22610273.078,43513459.914,3848523145.084561,338972473.28655744,45629406.95671848,114929166.5015494,1520980231.8906162,0.1000000000010156,0.0667023869483524,0.12836871233852368,0.02228644831686266,0.01486559299320733,0.028608826730056634,2011
