year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2012,163402.OF,Random_without_alpha,0.0,0.0,6312463.871,14126264177.449903,-1175924089.8399172,179786269.53189453,3778661968.808853,5992875651.063151
2013,163402.OF,Random_without_alpha,38503042.57337331,38503042.57337331,0.0,736425395.0017003,889392036.4659395,38503042.57337331,712484495.6009154,1283434752.4457772
2014,163402.OF,Random_without_alpha,48912176.336,55502683.32312845,0.0,4393345570.466471,489121763.3622966,55502683.32312845,897195821.470456,1850089444.1042817
2015,163402.OF,Random_without_alpha,3913255.8954027235,3913255.8954027235,3913255.8954027235,273414785.6897193,321673242.4957428,3913255.8954027235,383881652.9674079,130441863.18009079
2016,163402.OF,Random_without_alpha,36945469.039,32374185.712,63597046.13577437,1626363423.8624322,369454690.3947668,63597046.13577437,665241529.8576134,2119901537.8591456
2017,163402.OF,Random_without_alpha,7852225.885,10435087.898,20620289.815419115,2362402594.919542,78522258.84578645,20620289.815419115,436727727.05732715,687342993.8473039
2018,163402.OF,Random_without_alpha,140569456.84592518,140569456.84592518,140569456.84592518,8135469106.571637,2682104725.783905,140569456.84592518,4380139796.467182,4685648561.53084
2019,163402.OF,Random_without_alpha,115774777.519,136061477.11868158,15184447.916,11726858256.610237,1157747775.1915483,136061477.11868158,4140764288.1033716,4535382570.62272
2007,519005.OF,Random_without_alpha,0.0,0.0,0.0,10363844448.178167,-931995169.0938344,106413962.41469565,1550080747.6003156,3547132080.4898553
2008,519005.OF,Random_without_alpha,26698594.548,21740073.773,41255118.380804926,1222559427.8887808,266985945.47708333,41255118.380804926,297578714.3373916,1375170612.6934977
2009,519005.OF,Random_without_alpha,0.0,0.0,92600314.90526237,2103648166.2667906,-353070456.86729574,92600314.90526237,2105664201.8750033,3086677163.5087457
2010,519005.OF,Random_without_alpha,20207904.043,608473.406,11796040.734,260256741.15051118,202079040.4275186,24400933.74967281,-95649414.85070533,813364458.322427
2011,519005.OF,Random_without_alpha,0.0,0.0,0.0,574536519.7140864,-130597851.3547546,34725270.09877,-357048332.0502596,1157509003.2923334
2012,519005.OF,Random_without_alpha,64811961.767,0.0,0.0,2089805832.154458,648119617.6712809,66388002.79700437,836158940.9704995,2212933426.5668125
2013,519005.OF,Random_without_alpha,0.0,18284059.552,0.0,14600014274.815252,-1739510574.09731,228342650.76790586,3881202656.42562,7611421692.263529
2014,519005.OF,Random_without_alpha,0.0,0.0,0.0,3142681254.127749,-2218120619.348091,134115630.56973907,-313388180.76185155,4470521018.9913025
2015,519005.OF,Random_without_alpha,0.0,0.0,0.0,4672383854.686782,-3251376609.8220463,219063950.00985727,-1432515040.5284946,7302131666.995242
2016,519005.OF,Random_without_alpha,0.0,0.0,0.0,879491519.9367596,-305336126.87603647,24600254.885097172,-550776729.8284512,820008496.1699058
2017,519005.OF,Random_without_alpha,0.0,15744948.162284337,9949881.503,389041331.43895435,-1875209.7675429583,15744948.162284337,267771816.0577438,524831605.40947795
2018,519005.OF,Random_without_alpha,9156935.799980044,9156935.799980044,9156935.799980044,608905419.9758666,440509971.8345287,9156935.799980044,386286155.8795714,305231193.3326682
2019,519005.OF,Random_without_alpha,44961077.233,45880696.336495005,28049534.658,1297969074.3952978,449610772.3348229,45880696.336495005,1625581570.4024477,1529356544.5498335
