year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2011,340006.OF,Random_with_alpha,22389428.59619934,42239922.307,60232108.04119934,5431383577.581422,394755610.6507193,94668051.36264184,1622208618.3658702,2409287425.548084
2012,340006.OF,Random_with_alpha,0.0,6919131.25,16297833.475,1766842602.067877,-487354184.26452583,30852565.62293285,301460397.89972067,663129165.1049495
2013,340006.OF,Random_with_alpha,45773794.44017685,45773794.44017685,45773794.44017685,1749435391.6040556,-572061596.837019,164463450.48313642,-637437618.9910393,3956321868.098652
2014,340006.OF,Random_with_alpha,4882762.082,2072119.82,6893788.792997882,198008529.01782653,-168111234.11559072,18476829.559816513,-12689005.212706536,386101358.8939544
2015,340006.OF,Random_with_alpha,213506396.88660502,211633213.6198173,213506396.88660502,14891413170.97234,4239196224.8863683,213506396.88660502,7302896902.071516,7021142941.09391
2016,340006.OF,Random_with_alpha,3003621.0816706764,3003621.0816706764,3003621.0816706764,227006504.66112798,-11139887.658748657,18709372.296107054,163386925.46632963,100120702.72235589
2017,340006.OF,Random_with_alpha,-7503966.538897499,0.0,0.0,222579947.9775683,-141611456.94069362,1444848.2057630438,-132417600.78170247,-250132217.96324998
2018,340006.OF,Random_with_alpha,19504214.507,25148377.08126782,23990222.650267817,1677018987.2174745,195042145.0723651,70061627.18226385,149138063.5771051,1795802543.8665342
2007,163402.OF,Random_with_alpha,95884160.095,63748789.107,28308358.76470914,6458492104.687551,881163940.7268951,174919199.44389874,-1232443712.9356818,6251894322.572987
2008,163402.OF,Random_with_alpha,49739800.75189889,90091633.83089888,81655348.4338989,2343636329.479313,533158537.276073,138753202.02464056,-293926462.7533154,3096443141.4913893
2009,163402.OF,Random_with_alpha,0.0,0.0,24398696.479515284,10283101096.254972,-2126133288.5252125,24398696.479515284,1764716327.9610398,879985895.7802273
2010,163402.OF,Random_with_alpha,21726937.003,44082893.12179814,49656855.30979814,1487562385.436071,217269370.02965826,76559970.28212503,1753204640.4305758,912014615.9932714
2011,163402.OF,Random_with_alpha,27980472.12928906,23446066.355289057,23266074.68,296834834.88705647,323868606.65725386,34050646.675711766,298545532.5920197,460228670.6096353
2012,163402.OF,Random_with_alpha,135355638.1705695,135355638.1705695,185567134.8796835,5793494239.010742,887271360.0643914,185567134.8796835,4857012830.582626,4511854605.685651
2013,163402.OF,Random_with_alpha,233709918.55096722,195621110.95996726,98617308.57296725,13850669801.486753,2387183802.888809,289175160.76343185,-2159156518.889844,6351928406.34882
2014,163402.OF,Random_with_alpha,44184223.55,61536895.495738566,70118649.09273857,3075215104.014304,-17818771.674942255,93316426.40549126,1099025444.5967698,2144624926.9917567
2015,163402.OF,Random_with_alpha,283928497.199,349398675.255545,108086006.23403323,6176197535.078765,2839284971.994326,349398675.255545,1550794230.8250551,8043755634.050394
2016,163402.OF,Random_with_alpha,2857111.029871521,83656348.90287152,164292163.02594602,3254365603.5430274,699692005.0396867,164292163.02594602,881313043.4391975,1571160.6623840332
2017,163402.OF,Random_with_alpha,84222631.405,151196391.072,154191796.48949447,3203811396.3003325,842226314.0488746,212243040.03567788,3622284103.4928427,6462318583.806113
2018,163402.OF,Random_with_alpha,48227248.237,74516955.69761737,71289493.93161736,12944491283.515503,482272482.3650264,471522398.14662826,832560943.2762623,14237070936.500362
2007,519005.OF,Random_with_alpha,86668.447,-5781911.131890207,-5781911.131890207,86293265.75069995,-291620094.2264493,-2393011.030146558,-29559019.20742197,115852284.95812161
2008,519005.OF,Random_with_alpha,95733295.008,69113094.798,143457423.77623734,2150219506.6618276,957332950.0776367,260703631.7606634,-786079397.9354074,4318365106.514202
2009,519005.OF,Random_with_alpha,0.0,-780641.9164355921,-780641.9164355921,568312464.8857099,-291178045.04342145,8061127.481811952,71774677.3222365,294725646.60825145
2010,519005.OF,Random_with_alpha,121110484.75421676,13252055.757,53598239.276,350265217.46700335,2278631123.1911,263648135.26754338,1404556460.8769588,4037016158.473892
2011,519005.OF,Random_with_alpha,0.0,0.0,0.0,100306981.66725585,-127721906.0068182,11563354.503591502,28246855.752410114,126420035.509605
2012,519005.OF,Random_with_alpha,0.0,0.0,0.0,116357487.45227174,-235665300.32070118,15814893.827980082,-5148200.030619636,131517353.06163485
2013,519005.OF,Random_with_alpha,9624202.476806052,770637.858,0.0,136703412.36880735,124366205.97760148,18648861.70313919,-155496624.38558558,300821974.2111046
2014,519005.OF,Random_with_alpha,3921549.333523857,3921549.333523857,13673389.553343479,218320111.23806477,-198996033.24092063,13673389.553343479,87601800.12060274,130718311.1174619
2015,519005.OF,Random_with_alpha,1423775.445,6573910.604178375,6573910.604178375,551680650.7232164,-2023461445.6521933,196382707.5568,169159243.9362039,219130353.4726125
2016,519005.OF,Random_with_alpha,3224279.7287402977,3224279.7287402977,3224279.7287402977,235972592.889908,-104249985.9196478,17427324.338832054,130774650.22935782,107475990.95800993
2017,519005.OF,Random_with_alpha,2914321.07,5709349.822654209,5709349.822654209,320824822.72226274,-194625912.54694244,30724606.047177814,149800705.9070515,833841874.1507869
2018,519005.OF,Random_with_alpha,55759165.29244056,55759165.29244056,55759165.29244056,11391119629.66942,356710048.77849126,463338505.72966886,-230560072.18506986,13585978014.574276
