year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,161005.OF,Random_without_alpha,0.0,11670468.71,42456754.069,4716321883.909862,-18995041.48341775,52436843.97754917,1819662224.8584678,1747894799.2516391
2008,161005.OF,Random_without_alpha,32037669.883829463,32037669.883829463,32037669.883829463,838300383.2112294,488919751.9075514,32037669.883829463,195088516.33575523,1067922329.4609822
2009,161005.OF,Random_without_alpha,21329698.885,21941114.54,28098374.484289948,1453761726.9477606,213296988.85484612,28098374.484289948,646688846.0952147,936612482.809665
2010,161005.OF,Random_without_alpha,25208630.633,21643558.188,22412792.412,878686737.9320647,252086306.32811406,30880502.07136166,-46205114.12601796,1029350069.0453887
2011,161005.OF,Random_without_alpha,24537329.511,20649266.023,22050240.496,1299434742.2365756,245373295.10952,41671932.02241404,-71931354.58082703,1389064400.747135
2012,161005.OF,Random_without_alpha,352386.633,0.0,0.0,977545828.0418761,3523866.331149757,23135600.893919606,473564758.8140821,771186696.4639869
2013,161005.OF,Random_without_alpha,13581434.822079659,13581434.822079659,13581434.822079659,852721455.716951,493295266.0185836,13581434.822079659,676303452.7228067,452714494.069322
2014,161005.OF,Random_without_alpha,29394780.183517996,27116511.853,29394780.183517996,2031981471.1315398,379401156.5376415,29394780.183517996,1197013867.531546,979826006.1172665
2015,161005.OF,Random_without_alpha,17388205.69607668,17388205.69607668,17388205.69607668,1693862114.0268269,580315698.1007526,17388205.69607668,815939225.0778664,579606856.5358894
2016,161005.OF,Random_without_alpha,0.0,0.0,0.0,1334863188.7880366,-116750045.28579628,43356648.2391968,-441293910.679541,1445221607.9732268
2017,161005.OF,Random_without_alpha,21621567.923,17490643.066,27227859.014982782,1148091383.2940264,216215679.23257715,27227859.014982782,584940451.6281674,907595300.4994261
2018,161005.OF,Random_without_alpha,26142996.601064943,26142996.601064943,26142996.601064943,1742094144.714571,434113640.7086934,26142996.601064943,772465555.6003523,871433220.0354981
2019,161005.OF,Random_without_alpha,45280775.99258855,45280775.99258855,45280775.99258855,3943317738.9970555,1178624075.12052,45280775.99258855,2448798434.0807247,1509359199.7529516
2007,340006.OF,Random_without_alpha,29982975.56655172,29982975.56655172,29982975.56655172,2828925123.631657,608144402.29795,29982975.56655172,1591518359.14333,999432518.8850573
2008,340006.OF,Random_without_alpha,27147562.83108788,27147562.83108788,27147562.83108788,953149680.8068603,370231025.1372377,27147562.83108788,78849979.48810501,904918761.0362628
2009,340006.OF,Random_without_alpha,442055.716,8968417.429,10681291.168170614,539012610.1461289,4420557.157948256,10681291.168170614,646662151.8143182,356043038.9390205
2010,340006.OF,Random_without_alpha,21287330.721,29438573.049,29042443.03,1936244316.991155,212873307.20856622,44515416.50200067,-99270910.9244667,1483847216.7333555
2011,340006.OF,Random_without_alpha,37939369.48677632,34762386.934,37939369.48677632,1474269703.7741425,393719290.8181152,37939369.48677632,113905894.62465912,1264645649.5592108
2012,340006.OF,Random_without_alpha,2555984.217,0.0,0.0,762278262.0923125,25559842.170763493,26818885.86222247,424184940.62957406,893962862.0740824
2013,340006.OF,Random_without_alpha,19786352.10506045,19786352.10506045,19786352.10506045,1635829505.0029743,441501580.7151908,19786352.10506045,934863928.148263,659545070.1686817
2014,340006.OF,Random_without_alpha,5852512.699,4732777.579,15745599.608092126,667496292.684416,58525126.99226868,15745599.608092126,534974148.3647428,524853320.26973754
2015,340006.OF,Random_without_alpha,16590727.569,8165130.785,9559196.942,815102453.4173231,165907275.68655798,23476370.79712232,259011930.12711522,782545693.2374107
2016,340006.OF,Random_without_alpha,0.0,0.0,0.0,419229949.8275035,-137982316.53415644,22672345.099423494,-274807558.6844876,755744836.6474499
2017,340006.OF,Random_without_alpha,0.0,0.0,0.0,1649152303.6448689,-133682900.27331969,33125503.893965304,255327065.47306457,1104183463.1321769
2018,340006.OF,Random_without_alpha,15045455.167,26816333.516651858,24833197.337,1982372630.2810795,150454551.67141253,26816333.516651858,588520975.7655864,893877783.8883953
2019,340006.OF,Random_without_alpha,36892114.21887093,36892114.21887093,36892114.21887093,3594478389.3959947,678394681.9078047,36892114.21887093,1807346077.477776,1229737140.629031
2007,163402.OF,Random_without_alpha,9956527.891858302,9956527.891858302,9956527.891858302,1291681794.327487,335717034.3528534,9956527.891858302,1070718806.7015172,331884263.0619434
2008,163402.OF,Random_without_alpha,33932234.365312524,33932234.365312524,33932234.365312524,1653232528.704584,357267462.9444808,33932234.365312524,56749134.999545336,1131074478.843751
2009,163402.OF,Random_without_alpha,0.0,655884.212,14157980.468313923,306663343.7934093,-102979298.60166514,14157980.468313923,605307063.475977,471932682.2771308
2010,163402.OF,Random_without_alpha,7787946.289,5537485.903,2914750.399,285350845.2542633,77879462.88879532,16291969.070564397,-113475096.11638209,543065635.6854799
2011,163402.OF,Random_without_alpha,16400895.033,15879846.716,19043728.123,1056590546.9345815,164008950.33147264,33350072.565862097,-43597634.55594051,1111669085.5287366
2012,163402.OF,Random_without_alpha,0.0,0.0,0.0,1178776627.9301994,-79758520.12140697,23510085.88441708,420444332.37986416,783669529.4805694
2013,163402.OF,Random_without_alpha,28723026.95713887,28723026.95713887,28723026.95713887,1598968425.2609944,312331213.56131184,28723026.95713887,1283432481.474872,957434231.904629
2014,163402.OF,Random_without_alpha,14259571.462166237,14259571.462166237,14259571.462166237,796466605.8343395,201693565.7949651,14259571.462166237,614058427.9868913,475319048.73887455
2015,163402.OF,Random_without_alpha,34909157.12203316,34909157.12203316,34909157.12203316,1995335813.5437896,516578505.33076537,34909157.12203316,891580480.5430694,1163638570.7344387
2016,163402.OF,Random_without_alpha,16148351.463,14495823.861,15600698.664,1404083123.1015878,161483514.62672102,28476131.788604245,24035185.79650536,949204392.9534749
2017,163402.OF,Random_without_alpha,6104826.644,8455350.633,10406635.096,611826209.2425727,61048266.443446934,16708223.471001992,282634287.5582097,556940782.3667331
