year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,163402.OF,Random_without_alpha,39365879.772,175315584.3002601,215730354.70826012,3322894187.861744,103207935.71444976,318510809.64953387,-757550143.1690239,7230882681.409127
2008,163402.OF,Random_without_alpha,60031549.74,151117320.10524184,51785068.43424182,486087535.0031174,600315497.4016871,260397774.88364404,-1514023018.8360481,6953756881.646742
2009,163402.OF,Random_without_alpha,0.0,583704.664,144797615.26315284,15712704050.944185,-1663440729.84212,157873990.47268552,4324271355.526414,4842469492.15109
2010,163402.OF,Random_without_alpha,208696373.85044658,226536989.50844657,243575605.95200002,1665062933.2048583,4653658676.320339,292129276.28605604,5502398771.894272,6425450189.14822
2011,163402.OF,Random_without_alpha,57598945.13750805,52413681.96150805,33441763.117508046,6900274063.54159,781416681.3161771,73285653.39533758,1958948614.2384949,1114725437.2502682
2012,163402.OF,Random_without_alpha,129977447.551,139435008.15223932,11762585.498,715678743.911643,1299774475.510899,179097492.07563573,1088238551.0514119,4647833605.074644
2013,163402.OF,Random_without_alpha,85954355.72155021,62133079.635550216,0.0,7126169612.864936,1042316961.641168,104985958.2423783,-949147423.8739568,2909531094.4276032
2014,163402.OF,Random_without_alpha,42244230.45376824,46736028.71876824,83531371.94252339,10378850976.048264,573027838.9063807,83531371.94252339,1588321168.8260462,2483114382.591839
2015,163402.OF,Random_without_alpha,87216636.34575433,128563841.88190822,100887071.8921539,1201653553.266662,1619061244.3119662,128563841.88190822,1909362569.5067291,2495421715.438463
2016,163402.OF,Random_without_alpha,26983242.279490545,22387678.914490543,0.0,3417083883.7201815,675357607.7094929,32501970.541520298,288862047.4960666,396680950.44968486
2017,163402.OF,Random_without_alpha,-27561363.607394665,6329009.637,12506460.342173362,807696872.0642956,-5418164.326999724,-15054903.265221303,-503896292.7970534,-918712120.2464889
2018,163402.OF,Random_without_alpha,47683935.080555156,47649795.694555156,48314007.32555515,2071981571.4480484,780352981.9344568,90446982.39019734,99871389.78276774,1534756246.9547396
2007,519005.OF,Random_without_alpha,536839.132,212850.813,13559181.858351491,204553738.78885832,-325218366.1410024,22094901.805139706,-80459533.93134427,284523998.2262739
2008,519005.OF,Random_without_alpha,56472814.107999995,21268047.814,25748378.902,2257730481.994921,564728141.0838708,96186697.38730723,-134285741.10805362,1860910684.3564594
2009,519005.OF,Random_without_alpha,3580547.9,0.0,12108194.625967348,189115693.06039253,-37699488.23770043,28334270.87583633,35356650.62383309,540869208.3289661
2010,519005.OF,Random_without_alpha,6415342.356,16669738.568,11224484.15,13670840316.96424,-1114545179.7001014,217058772.604221,3805039949.3476276,6805577661.938967
2011,519005.OF,Random_without_alpha,0.0,0.0,54858397.495,2579407357.5960813,-776032868.3709109,156891601.53686818,448732805.7563971,917145936.0591092
2012,519005.OF,Random_without_alpha,0.0,0.0,0.0,5100428889.929364,-1841212015.6480696,499006096.79363483,-824454133.8342152,8614074187.05161
2013,519005.OF,Random_without_alpha,0.0,6019131.305,75170636.67964903,3747436591.353188,-3192281229.6640496,212300326.25014824,-2622502020.346672,4570989652.349974
2014,519005.OF,Random_without_alpha,0.0,64053643.60398545,17579692.028,380374679.81149864,-3652870719.629068,243968514.91476792,860365629.2178125,2135121453.4661818
2015,519005.OF,Random_without_alpha,26545611.028076213,26545611.028076213,26545611.028076213,2987291845.9928403,346922867.34772587,46543095.68356822,875181468.5082495,884853700.9358737
2016,519005.OF,Random_without_alpha,0.0,42606562.90689082,0.0,1408737463.1814876,-942944679.2554636,73438274.98880668,662017523.4408087,1420218763.5630274
2017,519005.OF,Random_without_alpha,0.0,27774672.281371392,7602616.536,2285378264.733758,-1605372812.113677,205969496.4136781,1067097222.7673357,5939827471.076891
2018,519005.OF,Random_without_alpha,0.0,26926181.075548448,0.0,850891322.7371293,-195817312.15647423,57371452.07434179,-17222325.03650877,1014842366.6264446
