"","year","account_code","mode","return_margin","return_margin2","return_margin3","E_end","excess_return","upper_limit","acc_return","Emean_return"
"50",2017,"519005.OF","Random_with_alpha",13055971.9743038,20370840.5651741,12084257.7214006,774054705.9349,131385617.3373,20370840.5651741,344009818.923325,679028018.839136
"51",2018,"519005.OF","Random_with_alpha",19874149.1685721,24621325.0045382,15809030.1196557,1204462085.84374,239996700.04317,24621325.0045382,486973689.082012,820710833.484608
"52",2019,"519005.OF","Random_with_alpha",16136645.3952998,23209832.5326571,17323088.4735976,1698977846.37632,243753048.855364,23209832.5326571,976699651.798536,773661084.421905
"53",2007,"161005.OF","Random_without_alpha",11336552.0124166,6695305.8112187,10445782.5582904,1874354626.2537,66916238.5349751,30082828.2853202,869052772.084282,1002760942.84401
"54",2008,"161005.OF","Random_without_alpha",29946689.5113187,29946689.5113187,28612738.8790292,1102696724.66389,500276382.390653,29946689.5113187,102497431.97779,998222983.710624
"55",2009,"161005.OF","Random_without_alpha",23000641.9711129,23347502.8970428,16123247.1669532,1558676301.25293,233529834.965025,29899432.797328,567421231.350535,996647759.910933
"56",2010,"161005.OF","Random_without_alpha",20828667.8014318,20997490.7969327,20701278.6328201,937989262.090693,210417701.453875,29958708.8411873,-52569970.9170411,998623628.039578
"57",2011,"161005.OF","Random_without_alpha",14791426.5110895,14854485.012035,14700390.9737213,937758668.01637,148113624.818002,29977583.1720297,-62211543.5958345,999252772.400989
"58",2012,"161005.OF","Random_without_alpha",4446081.87596971,0,1400271.2775229,1590446782.74893,-47693925.0837828,30159165.3906263,577958287.52472,1005305513.02088
"59",2013,"161005.OF","Random_without_alpha",30030765.1285417,30030765.1285417,30030674.0653813,2515661874.30427,927178079.810221,30030765.1285417,1512418682.73325,1001025504.28472
"60",2014,"161005.OF","Random_without_alpha",25548701.0682807,27804666.6064001,17943758.5537751,1796289831.45642,277387660.604389,30140752.151059,789809556.509952,1004691738.36863
"61",2015,"161005.OF","Random_without_alpha",30123838.5938969,30243936.18817,29984290.3705624,1838795471.60337,618940719.812933,30243936.18817,828454277.8838,1008131206.27233
"62",2016,"161005.OF","Random_without_alpha",1837.9034838,0,1044182.2393217,779864110.732267,-72571674.3460556,29870252.764875,-210690245.910469,995675092.162499
"63",2017,"161005.OF","Random_without_alpha",19166402.9086228,19201657.3629308,18575040.3656179,1503986669.1386,191692789.089783,29891412.0863962,511408343.417277,996380402.879872
"64",2018,"161005.OF","Random_without_alpha",30012173.8469617,30052833.496867,27926409.818025,1880477859.7501,499265893.664366,30052833.496867,880613153.816087,1001761116.56223
"65",2019,"161005.OF","Random_without_alpha",30139012.8032422,30139012.8032422,30139012.8032422,2713451147.70389,829830535.159621,30139012.8032422,1712325888.71203,1004633760.10807
"66",2007,"163402.OF","Random_without_alpha",29778574.5063515,29885757.8923271,22842138.6756439,2523931372.42484,745341515.593447,29867225.0582663,1540028296.04094,995574168.608877
"67",2008,"163402.OF","Random_without_alpha",29824563.6102268,30099592.3929903,28153717.6204468,979163934.575821,374187633.745383,30099592.3929903,-22578206.5232961,1003319746.43301
"68",2009,"163402.OF","Random_without_alpha",4112776.4511067,1396145.2951074,7708167.14561611,1350415274.04117,14613360.3946832,30137328.2762546,347347211.395209,1004577609.20849
"69",2010,"163402.OF","Random_without_alpha",10239361.3164898,10229779.9310707,10210569.1406331,842207659.790851,102393613.164896,30097279.0080351,-161371073.44202,1003242633.60117
"70",2011,"163402.OF","Random_without_alpha",14311398.896585,14299726.5855016,14341263.3719901,937896526.601597,143113988.965845,30031582.0321286,-67306474.1334774,1001052734.40429
"71",2012,"163402.OF","Random_without_alpha",1818764.0391259,0,1891123.40166475,1555636941.76136,-65892871.7451147,30080453.0893365,555237415.289065,1002681769.64455
"72",2013,"163402.OF","Random_without_alpha",29998056.8486374,30004847.8893675,29663241.8001895,2108895406.57147,525178087.386304,30004847.8893675,1109643544.75632,1000161596.31225
"73",2014,"163402.OF","Random_without_alpha",29836593.8925233,30127825.7387223,24695026.0612812,1926926098.49096,400709286.427433,30127825.7387223,919566469.517863,1004260857.95741
"74",2015,"163402.OF","Random_without_alpha",30046543.6572029,30167581.488444,30145495.7861875,1777902428.02153,552454264.084341,30167581.488444,763864142.26019,1005586049.6148
"75",2016,"163402.OF","Random_without_alpha",15201673.2111987,15230824.167769,15373598.9419119,1007216252.31339,152016732.111987,29919993.5373103,14988749.157219,997333117.910345
"76",2017,"163402.OF","Random_without_alpha",15020465.7580035,15066640.3894025,15164110.2234107,1462146606.04512,150204657.580008,29772484.3732064,469661092.521253,992416145.773545
"77",2018,"163402.OF","Random_without_alpha",30048220.8307833,30130968.9168891,26118169.1933397,1760718560.03517,360015633.371664,30130968.9168891,744080691.633863,1004365630.56297
"78",2019,"163402.OF","Random_without_alpha",29694741.2079846,29868399.048261,28565129.3764335,2223814600.80339,359578883.510453,29868399.048261,1235358588.3818,995613301.608701
"79",2007,"340006.OF","Random_without_alpha",30034059.4144379,30087082.6750794,21711852.3989656,2493655634.31088,697467153.222216,30061566.6127623,1497850617.89231,1002052220.42541
"80",2008,"340006.OF","Random_without_alpha",30026197.3850461,30026197.3850461,28617427.1035962,1033068202.47463,424631205.156588,30026197.3850461,27252120.5549864,1000873246.1682
"81",2009,"340006.OF","Random_without_alpha",24680615.9416167,25052616.2667274,16824609.7609372,1576456933.96632,250228999.176974,29837403.4216584,584307266.42679,994580114.055281
"82",2010,"340006.OF","Random_without_alpha",19811734.1114551,19812641.1918967,19886925.3716378,935317595.210791,198117341.114603,29959603.4490725,-63311170.0987161,998653448.302418
"83",2011,"340006.OF","Random_without_alpha",26606605.2226331,27295706.3838003,25575815.6945629,1052497120.96047,272401795.896652,29790298.6886981,63009240.7706774,993009956.289936
"84",2012,"340006.OF","Random_without_alpha",2483090.41603253,0,50802.6512951,1511729300.38789,-123129517.747108,30097714.9317645,503484103.814679,1003257164.39215
"85",2013,"340006.OF","Random_without_alpha",29893478.3259802,30006610.3472688,29964757.0479049,2155648171.58484,572637665.740435,30006610.3472688,1155495791.80032,1000220344.90896
"86",2014,"340006.OF","Random_without_alpha",9650485.51740032,9034978.164478,10751793.4105478,1609470345.4621,90758920.3937975,30058701.530555,605595326.88075,1001956717.68517
"87",2015,"340006.OF","Random_without_alpha",11299675.2895746,10484848.5722344,10165781.5017967,1314240901.41863,103328329.460398,30146019.6174249,311838787.210473,1004867320.58083
"88",2016,"340006.OF","Random_without_alpha",0,0,0,679463969.859075,-186506203.763687,30128207.9061103,-325559803.570376,1004273596.87034
"89",2017,"340006.OF","Random_without_alpha",417352.8689453,0,712321.7893927,1186261736.42851,-129864227.495108,29945852.8997352,190510005.065204,998195096.657841
"90",2018,"340006.OF","Random_without_alpha",29227264.7306701,29950630.6742091,25687383.2224047,1739810375.73794,368666633.060742,29950630.6742091,747041567.568277,998354355.806969
"91",2019,"340006.OF","Random_without_alpha",30172072.8730436,30172120.8677219,30164286.4099198,2479414137.0428,591331209.443856,30172120.8677219,1474698961.56385,1005737362.2574
"92",2007,"519005.OF","Random_without_alpha",0,0,2401219.39705231,1402658564.93765,-391771430.110255,29973314.6293969,407992109.243241,999110487.646563
"93",2008,"519005.OF","Random_without_alpha",15851629.5718684,15821718.0932129,15188875.5046276,765806477.601992,158519176.964664,30024132.3805069,-238204389.093675,1000804412.68356
"94",2009,"519005.OF","Random_without_alpha",1128033.2127494,0,7511700.55274972,1324694115.3311,-21939803.2903236,30291152.8202469,307938440.559096,1009705094.00823
"95",2010,"519005.OF","Random_without_alpha",2428385.2472275,740931.4906746,2307475.6818547,741804836.743456,8360974.5335654,29712753.3276552,-250825895.284163,990425110.921839
"96",2011,"519005.OF","Random_without_alpha",898343.9611275,0,1790067.4287196,769220786.70449,-22014003.2708429,29988160.2808695,-232276807.75905,999605342.695649
"97",2012,"519005.OF","Random_without_alpha",13445.640468,0,0,1295436868.13647,-315229126.262276,29950050.5216562,301479945.823757,998335017.388539
"98",2013,"519005.OF","Random_without_alpha",6326259.03117462,2402589.336681,6424297.84271221,1608759483.22196,25134465.0283626,30005022.4786527,605739061.43362,1000167415.95509
"99",2014,"519005.OF","Random_without_alpha",0,0,31374.0175406,962603928.90544,-556167159.189633,29964499.434271,-39467865.4073323,998816647.809032
"100",2015,"519005.OF","Random_without_alpha",2999.098345,0,186301.018344855,950406723.138639,-258759043.870511,30137128.40561,-49951515.2049993,1004570946.85367
"101",2016,"519005.OF","Random_without_alpha",0,0,1100.641962,607421581.26031,-256448858.425918,30030246.7454721,-396277331.782481,1001008224.84907
"102",2017,"519005.OF","Random_without_alpha",27756278.5188549,30058281.2323167,25993228.2255116,1677325065.48035,350998612.353113,30058281.2323167,672407383.312999,1001942707.74389
"103",2018,"519005.OF","Random_without_alpha",26001921.5973748,29907226.7362729,25688823.631972,1732580753.42926,362352326.934303,29907226.7362729,741043760.680763,996907557.875764
"104",2019,"519005.OF","Random_without_alpha",21409501.1760077,30094734.3362585,20867989.5919804,2211468547.61682,332761570.635015,30094734.3362585,1215521856.41505,1003157811.20862
