"","year","account_code","mode","return_margin","return_margin2","return_margin3","E_end","excess_return","upper_limit","acc_return","Emean_return"
"16",2009,"163402.OF","Random_with_alpha",0,31154.3837555,505420.629237296,158529592.628002,-119887807.771712,505420.629237296,321843982.835984,16847354.3079099
"17",2010,"163402.OF","Random_with_alpha",22614623.7503553,29436378.0661177,40633295.4981069,3791913268.9751,205244356.30935,86605468.5057929,-334523802.711581,2886848950.1931
"18",2011,"163402.OF","Random_with_alpha",21022807.7367159,15853577.5991992,27410012.6696003,2446638826.49741,221232476.014833,33294903.4603148,120762003.070483,1109830115.34383
"19",2012,"163402.OF","Random_with_alpha",1312056.86267455,0,15191320.2250152,2463987542.85265,-408189885.556324,24035601.2297039,729087363.274623,801186707.656796
"20",2013,"163402.OF","Random_with_alpha",43075847.9862051,55317576.1674075,48584117.8933027,4565634094.23926,678388101.57319,55317576.1674075,2582798833.68363,1843919205.58025
"21",2014,"163402.OF","Random_with_alpha",10500292.7520016,28804058.9115238,22537835.6799656,2648911269.89245,17682052.0257265,28793104.2920654,1517651527.42205,959770143.068846
"22",2015,"163402.OF","Random_with_alpha",66785366.4946026,84372852.3685287,66279923.9159819,4809742157.19595,971027806.245442,84365974.8619722,1576837505.0797,2812199162.06574
"23",2016,"163402.OF","Random_with_alpha",35409021.8423995,40353481.1571538,43716328.1813995,3692135240.87867,349495103.371945,79271868.8188372,92352264.561706,2642395627.29457
"24",2017,"163402.OF","Random_with_alpha",5677845.9232844,9320752.1886184,14214950.560577,1891715680.48352,54923101.5907897,18418303.0662392,388332034.128852,613943435.541306
"25",2018,"163402.OF","Random_with_alpha",61704336.3969265,66233777.3845032,61052087.3162479,4781088860.09422,900202702.938058,66233777.3845032,2277905721.87558,2207792579.48344
"26",2019,"163402.OF","Random_with_alpha",26743619.7329419,33648231.0062045,27569331.2224943,3346688587.13749,331946281.226648,33648231.0062045,1421709630.0959,1121607700.20682
"27",2007,"340006.OF","Random_with_alpha",3058530.77041428,10150885.3179904,6593149.32079569,2492037196.75355,47190041.2360018,7553453.61586929,1344666304.95073,251781787.195643
"28",2008,"340006.OF","Random_with_alpha",68622578.2810623,74846668.4560322,70719061.8280042,4320416338.18651,898125569.748522,74846668.4560322,987381414.226258,2494888948.53441
"29",2009,"340006.OF","Random_with_alpha",1958839.26714303,3359996.6933598,2214421.42311233,801784543.704551,-29992465.6803505,3904127.76328233,311813501.324464,130137592.109411
"30",2010,"340006.OF","Random_with_alpha",42011749.5444027,55265666.0171329,55990995.1563751,3915237037.15539,413593896.315012,83569748.3331464,-99422519.8994633,2785658277.77155
"31",2011,"340006.OF","Random_with_alpha",34598257.776417,35211811.1287816,36331776.8843473,2894921999.45937,458520842.758541,38429867.1793587,343717348.156579,1280995572.64529
"32",2012,"340006.OF","Random_with_alpha",765255.799528999,0,4699917.90443642,2031858809.90985,-586913128.343857,19829797.3855227,414685171.718794,660993246.184089
"33",2013,"340006.OF","Random_with_alpha",40730809.887535,63711577.0705606,54508851.9935779,4878090613.68902,633172484.711622,63711577.0705606,2712332927.64469,2123719235.68535
"34",2014,"340006.OF","Random_with_alpha",1083861.70161955,7033899.0331751,15536623.0936417,1781344502.11118,-383152861.924566,23400628.8073195,889735254.137719,780020960.243985
"35",2015,"340006.OF","Random_with_alpha",13698401.2521088,30997843.9406017,10292608.2986314,4202936753.02481,-335821803.008002,89093820.4035819,328354709.374784,2969794013.45273
"36",2016,"340006.OF","Random_with_alpha",0,0,0,128496954.944656,-103540934.62048,15473581.5426545,-225957011.151785,515786051.421816
"37",2017,"340006.OF","Random_with_alpha",0,0,0,200105774.370603,-146329854.279725,9159205.29555824,-3653011.52219314,305306843.185275
"38",2018,"340006.OF","Random_with_alpha",21183973.123679,35625008.7545401,26238360.6714624,3028685438.72885,274264398.365184,35625008.7545401,939695299.797705,1187500291.818
"39",2019,"340006.OF","Random_with_alpha",35005739.5660103,40222659.9648044,34513917.7378458,3894925937.48589,562453835.838803,40222659.9648044,1788446564.28158,1340755332.16015
"40",2007,"519005.OF","Random_with_alpha",0,-3275331.85920731,-3204623.28912162,135761618.344794,-290476031.498622,-3200313.7443398,462662384.068401,-106677124.811327
"41",2008,"519005.OF","Random_with_alpha",46828069.1161431,38843512.0536306,63312758.098923,3839687492.39194,491798670.660963,73711511.0477336,560306276.213964,2457050368.25779
"42",2009,"519005.OF","Random_with_alpha",0,-856044.062963144,16939.5374005197,147790867.09821,-96758209.3412447,313381.4303693,365214608.563176,10446047.6789767
"43",2010,"519005.OF","Random_with_alpha",2736169.88961687,2290713.9731081,15518782.815624,3825589677.49382,-300557228.57763,91861960.3615663,-848701735.032206,3062065345.38554
"44",2011,"519005.OF","Random_with_alpha",0,0,0,163095429.668062,-49419277.0838058,10927709.1912262,-114764743.172172,364256973.040873
"45",2012,"519005.OF","Random_with_alpha",2058.3444093,0,1863536.50581964,1247549879.11937,-516234670.501368,15774399.7133781,218581918.55855,525813323.779272
"46",2013,"519005.OF","Random_with_alpha",3177733.15884525,3499139.1087687,21409512.4732659,1870716706.33185,-691723782.929136,43699414.6322785,1186592702.26095,1456647154.40928
"47",2014,"519005.OF","Random_with_alpha",12417.5149602,0,7701662.16709742,115480376.752865,-438625167.62878,12274295.0875828,417024884.178408,409143169.586094
"48",2015,"519005.OF","Random_with_alpha",1171693.32371308,-39888.8600982201,1327069.18237956,189570834.793763,-548072774.270463,49039898.3883404,-627840481.112842,1634663279.61135
"49",2016,"519005.OF","Random_with_alpha",0,0,0,104212447.805047,-156533217.617965,15069224.8900201,-299603197.427752,502307496.334002
"50",2017,"519005.OF","Random_with_alpha",5599289.00089112,25930402.4621963,5719630.53749585,1004196359.63361,-9319648.03799337,25930402.4621963,183994123.698292,864346748.739878
"51",2018,"519005.OF","Random_with_alpha",17151310.1504563,46267688.1517829,23229763.2396828,3221956493.64195,70042483.538939,46267688.1517829,889149600.917027,1542256271.7261
"52",2019,"519005.OF","Random_with_alpha",8715721.37383319,39955393.5846329,8731182.1432898,3343149372.34401,-161129988.33387,39955113.0894644,1054243226.84947,1331837102.98215
"53",2007,"161005.OF","Random_without_alpha",60936265.2718738,18750201.0158653,22690960.9899931,5188695020.2394,689210325.002644,83960838.4073684,1962089970.33857,2798694613.57895
"54",2008,"161005.OF","Random_without_alpha",72498534.5345225,73392363.2215355,69966536.1563926,4593430292.54416,1486781388.11639,73392363.2215355,1582249741.21459,2446412107.38452
"55",2009,"161005.OF","Random_without_alpha",61704687.780905,57428185.7576801,24421717.441715,3756060160.1994,768657342.247294,73505475.4099225,896077737.105237,2450182513.66408
"56",2010,"161005.OF","Random_without_alpha",33704368.5641634,58049198.7328968,47474864.8259505,3955148587.44929,337519863.377808,82823183.9757375,-138298911.125246,2760772799.19125
"57",2011,"161005.OF","Random_without_alpha",61566531.7761358,41510726.4813373,63313989.6366807,4172240299.26572,709914097.091134,83772090.0197965,283596574.949905,2792403000.65988
"58",2012,"161005.OF","Random_without_alpha",27772091.4722963,0,21566465.207173,4906263974.28263,-129212427.380447,81018964.6960111,1729522177.01118,2700632156.5337
"59",2013,"161005.OF","Random_without_alpha",66751714.0414226,68366593.2979009,63743512.0497151,5709465464.35439,1921496734.75674,68366593.2979009,4054252901.63932,2278886443.26336
"60",2014,"161005.OF","Random_without_alpha",45037847.0727863,59670986.0910284,30571611.8811656,4416826023.4276,664511554.87963,64568709.0423702,2146062849.70126,2152290301.41234
"61",2015,"161005.OF","Random_without_alpha",66569140.8819854,87875345.9788781,54733614.7206615,4834933826.18209,948133079.612552,87752601.763651,1532939103.96794,2925086725.45503
"62",2016,"161005.OF","Random_without_alpha",3975651.3210743,0,20859750.6383057,3281008155.38895,-169463943.095559,78038435.3743168,-510482483.188986,2601281179.14389
"63",2017,"161005.OF","Random_without_alpha",52989790.9280712,53113376.5959533,43257573.0812875,4904229381.47365,583897599.036629,82682124.6271467,1405138418.51511,2756070820.90489
"64",2018,"161005.OF","Random_without_alpha",70917552.5979493,74557449.9897351,68138457.7366728,5291626097.55719,1633357419.49935,74557449.9897351,3068653201.08015,2485248332.99117
"65",2019,"161005.OF","Random_without_alpha",66969163.5636496,67145482.569375,63989892.5059333,5366746338.65544,1689292554.24179,67140832.3876693,3380176058.26047,2238027746.25564
"66",2007,"163402.OF","Random_without_alpha",67247811.7664477,80580418.6877882,28081229.9044458,5344488279.24858,1462174060.72263,79347215.53921,2733690663.1359,2644907184.64033
"67",2008,"163402.OF","Random_without_alpha",52745499.8120982,75996532.9682837,71524136.8362421,4102551490.1156,615544715.153677,75996532.9682837,679643032.133147,2533217765.60946
"68",2009,"163402.OF","Random_without_alpha",36652231.3496396,4000704.4507254,5933002.91669375,3972225936.93493,328435688.177303,86336302.6749565,161149693.796423,2877876755.83188
"69",2010,"163402.OF","Random_without_alpha",22897627.334306,28898846.1444317,39305753.2213092,3722006484.15121,209498546.331853,85023983.0455318,-334654339.424076,2834132768.18439
"70",2011,"163402.OF","Random_without_alpha",51471127.4233757,39677037.5669247,59395748.3087684,4023397990.01193,524887912.570675,83327761.6434601,93293397.5714257,2777592054.782
"71",2012,"163402.OF","Random_without_alpha",22615647.1222646,0,24203476.9861929,5159942519.67725,-197113674.857143,81058324.2588736,1755871830.2326,2701944141.96246
"72",2013,"163402.OF","Random_without_alpha",61540508.5756473,73199233.1217542,63643657.8563595,5335294095.30459,1048127167.92951,73199233.1217542,3239089593.09726,2439974437.39181
"73",2014,"163402.OF","Random_without_alpha",56973615.4708611,68508629.3053278,36199378.1991393,4724298237.64513,848306787.420818,68501777.425001,2223716836.38812,2283392580.83337
"74",2015,"163402.OF","Random_without_alpha",65709461.7311303,83364945.4841803,65655702.6937363,4789297889.33468,953201884.43007,83357861.4794144,1575209620.41805,2778595382.64715
"75",2016,"163402.OF","Random_without_alpha",35245470.4634319,40257497.3531369,43370011.0008549,3697301677.7226,347549137.46534,79083314.6891145,89129526.1037409,2636110489.63715
"76",2017,"163402.OF","Random_without_alpha",49318259.0560968,40268945.868315,39343755.4354173,4688643163.79383,497220610.39538,79573583.1348985,1275677188.1775,2652452771.16328
"77",2018,"163402.OF","Random_without_alpha",71376949.2521346,76040313.2696408,69157190.9842866,5141641780.40863,1047879104.39723,76040313.2696408,2522043861.00676,2534677108.98803
"78",2019,"163402.OF","Random_without_alpha",64260104.3171831,71394636.2236253,45138261.6660549,5180868712.06231,864247995.895452,71394636.2236253,2655282460.02239,2379821207.45418
"79",2007,"340006.OF","Random_without_alpha",72764473.7113436,85167661.6653923,25665246.9450189,5525979972.77829,1368661435.34425,83772803.5093113,2682736353.33678,2792426783.64371
"80",2008,"340006.OF","Random_without_alpha",68654041.4874103,74736672.9861744,70575382.4771261,4282924970.0252,901478297.684856,74736672.9861744,973790826.970683,2491222432.87248
"81",2009,"340006.OF","Random_without_alpha",72762123.9838967,66303529.0403571,17841987.4203579,3998587831.9128,818682772.817789,78920172.9569998,868178815.713081,2630672431.89999
"82",2010,"340006.OF","Random_without_alpha",42433616.249101,54860438.2586581,55636124.2680081,3910915141.54939,417518095.76388,82956984.8538687,-97267188.5738278,2765232828.46229
"83",2011,"340006.OF","Random_without_alpha",73687654.0272996,75661140.6200108,72841916.5031536,4017934785.75394,879923596.520389,82575916.7579218,459850895.573078,2752530558.59739
"84",2012,"340006.OF","Random_without_alpha",24196402.1031824,0,9801152.74098789,4859819256.15526,-391836571.823897,78799216.5185058,1477397175.93069,2626640550.61686
"85",2013,"340006.OF","Random_without_alpha",51156443.4913522,72924335.7332439,64055494.9642146,5314409219.13571,926002491.660822,72924335.7332439,3188913078.89118,2430811191.10813
"86",2014,"340006.OF","Random_without_alpha",30079638.6429617,21202331.7969962,26333956.053312,4221889088.03892,168227749.524134,70528688.7438201,1563687294.02519,2350956291.46067
"87",2015,"340006.OF","Random_without_alpha",13283465.5818467,30985661.3831627,10228727.3401901,4224651720.89018,-338914924.941594,89062721.8200483,326123773.081215,2968757394.00161
"88",2016,"340006.OF","Random_without_alpha",390407.8418833,0,2004434.72185687,3173174059.55573,-529875208.61844,82000185.7974515,-906667618.66257,2733339526.58172
"89",2017,"340006.OF","Random_without_alpha",26769993.3029996,0,26490850.085688,4406746426.22214,151827215.924167,84564406.677938,963937349.755955,2818813555.93127
"90",2018,"340006.OF","Random_without_alpha",63688106.8007203,73223162.924292,65433978.5002674,4966991018.32725,1173879745.33408,73223162.924292,2562756780.02485,2440772097.4764
"91",2019,"340006.OF","Random_without_alpha",63940139.7324903,66818694.1058411,60325651.7301206,5261220763.75066,1270722767.28885,66818674.7978119,2956869478.78182,2227289159.92706
"92",2007,"519005.OF","Random_without_alpha",2371867.0509934,-311189.517746156,9644950.64102477,4723879350.38138,-627681016.094693,94867426.90951,698840531.717185,3162247563.65033
"93",2008,"519005.OF","Random_without_alpha",45633781.8681525,38281615.7781157,62497502.2419631,3841418717.28434,478441124.740698,72645226.8388441,556311116.950774,2421507561.2948
"94",2009,"519005.OF","Random_without_alpha",16414808.8262437,-59307.6468024472,7657047.1984473,3650028957.28808,82669385.5029646,80864362.2062713,48308702.2795314,2695478740.20904
"95",2010,"519005.OF","Random_without_alpha",2762675.99288218,2306790.5355056,15975017.1602001,3860565451.33566,-301361560.224761,92506660.9025574,-850918521.297242,3083555363.41858
"96",2011,"519005.OF","Random_without_alpha",25068847.992582,0,40090117.3743885,3653370330.94568,207083277.603521,84492651.0666262,-206507209.153749,2816421702.22087
"97",2012,"519005.OF","Random_without_alpha",10189363.0284885,0,2835072.69191823,4559269159.61717,-917384914.641299,82462812.0179976,1102122751.60238,2748760400.59992
"98",2013,"519005.OF","Random_without_alpha",14443734.9172116,6169479.9784599,37700876.3266904,4583788778.52822,-409760987.894816,77048283.953183,1907493469.71534,2568276131.77277
"99",2014,"519005.OF","Random_without_alpha",105066.240084761,0,5560420.37139471,3548618830.03256,-1649010171.96366,79155497.2893755,-238614754.951472,2638516576.31252
"100",2015,"519005.OF","Random_without_alpha",1115154.40294778,-10942.8974730967,7698683.62844393,3923572969.21325,-1018556923.6482,94090177.5580781,-203847246.469099,3136339251.93594
"101",2016,"519005.OF","Random_without_alpha",2559735.63178036,0,11919092.4873196,3113835052.56842,-420845673.856566,77140437.2669997,-785534367.033437,2571347908.89999
"102",2017,"519005.OF","Random_without_alpha",67443871.712214,85460205.1295691,57421375.6492851,5545802325.96183,1181526620.07194,85460205.1295691,2008669785.18958,2848673504.31897
"103",2018,"519005.OF","Random_without_alpha",52036752.738067,74937728.6347903,61166220.3132491,5516134870.02799,1329230636.029,74937728.6347903,2724775983.33052,2497924287.82634
"104",2019,"519005.OF","Random_without_alpha",36383860.8501517,65918867.1528179,31513338.9772754,4999878873.10283,847214901.923942,65915383.9547792,2515367127.04805,2197179465.15931
