year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,161005.OF,Random_without_alpha,49990242.560988866,45231335.428047806,48914566.83630904,1724967922.6735508,456173668.3405139,84914505.39214075,-91172531.07474197,1835077996.6857324
2008,161005.OF,Random_without_alpha,46236616.82653767,46160599.329352334,44962665.759298794,1028939764.0242336,662003977.9385713,62717534.08160416,-65344455.36576187,1093992962.1966841
2009,161005.OF,Random_without_alpha,30463144.282064814,23552208.7037903,18312411.315045457,2390952871.03335,181913136.59133255,76698112.11517131,886868412.463567,1551217587.3516061
2010,161005.OF,Random_without_alpha,48983218.79301471,49214096.47918129,48944349.93584981,2339385916.004659,1079011686.5245721,58181466.55412893,1428288828.3877897,940073018.0933762
2011,161005.OF,Random_without_alpha,38420864.409863934,40388904.8805671,31933664.52746383,1653444744.5498347,405417685.9677516,57618235.4552554,741706209.2307072,924171848.5346955
2012,161005.OF,Random_without_alpha,50097710.0703884,45750164.96213718,46877026.969912775,2734683681.404397,921374321.968922,75666727.68978083,1284260713.5686255,1525005498.7379057
2013,161005.OF,Random_without_alpha,30094529.68824839,30088945.682694487,32778594.88519009,1895237060.601522,752317072.7338207,104319894.97335657,-507296299.6801741,2474364976.3554025
2014,161005.OF,Random_without_alpha,58905849.066053405,61228871.0741631,50552006.083223954,2585577366.965731,611877070.2654623,82284090.52509609,894893551.7754842,1746638088.3967566
2015,161005.OF,Random_without_alpha,83807302.7716114,83986197.45892216,79825230.94118038,3250565726.7536407,1519211376.5970554,83986197.45892216,1567508791.2222357,1800142187.0661473
2016,161005.OF,Random_without_alpha,23811361.915877003,23810410.170574706,24869347.173226103,2152696583.8657346,585590391.3878562,53948183.15383332,1356635444.9410994,793680339.0191568
2017,161005.OF,Random_without_alpha,59875170.93424426,64687252.88465684,64209096.074083194,2533497640.595586,677309994.5328356,75418894.14976984,1013905834.6933441,1513678536.4890847
2018,161005.OF,Random_without_alpha,32284144.36641693,32332712.552326698,30137917.375500053,1969791143.4326005,520858603.6811225,86048971.03570832,98433286.89946577,1871615042.076941
