year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,519005.OF,Random_with_alpha,0.0,-3275331.85920731,-3204623.289121616,135761618.344794,-290476031.4986222,-3200313.7443397962,462662384.0684008,-106677124.81132656
2008,519005.OF,Random_with_alpha,46828069.1161431,38843512.053630605,63312758.09892302,3839687492.3919415,491798670.6609625,73711511.04773359,560306276.2139636,2457050368.2577868
2009,519005.OF,Random_with_alpha,0.0,-856044.0629631442,16939.537400519694,147790867.09820992,-96758209.34124473,313381.4303692998,365214608.5631761,10446047.67897666
2010,519005.OF,Random_with_alpha,2736169.889616868,2290713.9731081,15518782.815623978,3825589677.493818,-300557228.57763,91861960.36156633,-848701735.032206,3062065345.3855443
2011,519005.OF,Random_with_alpha,0.0,0.0,0.0,163095429.66806215,-49419277.08380578,10927709.191226196,-114764743.17217217,364256973.0408732
2012,519005.OF,Random_with_alpha,2058.3444093000003,0.0,1863536.5058196387,1247549879.119372,-516234670.501368,15774399.713378143,218581918.5585502,525813323.7792716
2013,519005.OF,Random_with_alpha,3177733.1588452547,3499139.1087687006,21409512.473265942,1870716706.331846,-691723782.9291358,43699414.632278495,1186592702.2609496,1456647154.4092832
2014,519005.OF,Random_with_alpha,12417.5149602,0.0,7701662.167097424,115480376.75286545,-438625167.62878007,12274295.08758282,417024884.17840767,409143169.58609396
2015,519005.OF,Random_with_alpha,1171693.3237130777,-39888.86009822013,1327069.1823795575,189570834.79376295,-548072774.2704625,49039898.38834042,-627840481.1128424,1634663279.6113474
2016,519005.OF,Random_with_alpha,0.0,0.0,0.0,104212447.80504741,-156533217.6179651,15069224.89002005,-299603197.4277521,502307496.33400166
2017,519005.OF,Random_with_alpha,5599289.000891122,25930402.46219633,5719630.53749585,1004196359.6336061,-9319648.037993366,25930402.46219633,183994123.6982922,864346748.7398776
2018,519005.OF,Random_with_alpha,17151310.15045626,46267688.151782855,23229763.23968282,3221956493.641955,70042483.53893897,46267688.151782855,889149600.9170268,1542256271.7260952
2019,519005.OF,Random_with_alpha,8715721.37383319,39955393.58463294,8731182.143289795,3343149372.3440127,-161129988.33387008,39955113.08946436,1054243226.8494738,1331837102.9821453
