year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,163402.OF,Random_without_alpha,119754746.01515171,135238313.56156293,90104176.46690798,4902693515.517327,1982533666.9089496,239092460.1049869,-766121137.4659969,5305193532.2874775
2008,163402.OF,Random_without_alpha,118588517.98659566,141121616.47648683,144982494.10463315,4645833308.154936,1275061582.446605,213193166.35144424,-175928494.83678976,4586072019.27563
2009,163402.OF,Random_without_alpha,65536013.32670727,3968712.8021580004,23940018.083990112,5764976619.835783,156970251.42047474,206631012.30857953,2197392606.3868923,4032845171.613211
2010,163402.OF,Random_without_alpha,115832190.02852039,130841878.99789912,125487634.27233236,5565484455.930726,1845445184.4637735,187982926.5115183,3951598268.754966,3380664674.6994877
2011,163402.OF,Random_without_alpha,124283291.80167016,125341325.54667239,121004185.39167817,5055190294.897492,1609486040.3041904,169124392.9597494,3435783786.666076,2851002935.1398854
2012,163402.OF,Random_without_alpha,116953147.44835214,102252878.35273395,117554331.36831884,5572449750.966469,2026885268.0404515,184088294.01770952,3124303443.7303157,3400942018.1785245
2013,163402.OF,Random_without_alpha,131262983.79315183,144162642.84494653,142295048.86177665,4391719722.028275,1746828629.3597236,213199354.5648129,172493324.2653997,4687303769.035739
2014,163402.OF,Random_without_alpha,115210500.43050043,129274633.84668408,100602424.0698915,5391456047.025989,1411838540.5902116,189271653.3696049,1997792229.5599117,4049539428.082517
2015,163402.OF,Random_without_alpha,191622106.17301095,216819041.27983597,157492261.8945666,6074226378.657426,2579050010.9023275,216813541.0786567,3102971970.5979095,4433056501.413096
2016,163402.OF,Random_without_alpha,99910107.79479814,144536817.54993647,117086160.7140208,7247944181.400496,1536386451.1131742,176826075.88267103,4136227210.616533,3243262593.0584955
2017,163402.OF,Random_without_alpha,46550247.70222891,186141171.72890592,180272548.66556355,7240136300.674186,1446488733.6670282,188848235.84328765,2075582066.065535,3617824084.362357
2018,163402.OF,Random_without_alpha,81192510.57632734,85975645.3478742,79086770.18140863,5277502999.745097,1133303605.2858348,222907171.4248462,299318851.4032375,4910521725.276163
