year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,161005.OF,Random_with_alpha,0.0,493457.01367699995,1908869.129215694,658887884.6718423,-404412377.6284519,1911116.5905995257,561980415.5515367,63703886.35331753
2008,161005.OF,Random_with_alpha,72754245.77585737,73633983.00250417,70387403.38286419,4648690209.517446,1495128316.0891109,73633983.00250417,1622332058.7928362,2454466100.083472
2009,161005.OF,Random_with_alpha,1225204.7335532398,7024484.9208464995,2423137.8243696922,1200091418.473844,-84200653.46105962,8970927.41823447,131335853.2743684,299030913.941149
2010,161005.OF,Random_with_alpha,33090717.78192083,57890325.4497152,47489175.06550139,3981141191.386119,329219327.2824458,82596507.44188398,-138722431.845385,2753216914.7294655
2011,161005.OF,Random_with_alpha,1502910.9305021702,6666381.102144101,2741395.7382826284,547822189.8114942,5154352.143753118,13453310.147348663,-76039690.40434517,448443671.5782888
2012,161005.OF,Random_with_alpha,1594791.5011319662,0.0,10959292.088404812,2427642416.8985825,-537560144.0822487,24581663.48605246,608512581.4469526,819388782.8684155
2013,161005.OF,Random_with_alpha,60106163.89702494,61764584.76906223,57888233.96380527,5485965009.094207,1725122746.3659503,61764584.76906223,3780113589.357936,2058819492.3020747
2014,161005.OF,Random_with_alpha,17590305.19378373,40432465.71371131,18987617.93535004,3229600121.987928,132376777.58179377,43785124.542011924,1276631303.2044132,1459504151.4003975
2015,161005.OF,Random_with_alpha,65954871.93916542,87565202.67545041,54761632.34839078,4836633622.080849,942242165.3285738,87436715.24605848,1526287665.246312,2914557174.8686156
2016,161005.OF,Random_with_alpha,0.0,0.0,1213.3069751,189747691.2927571,-74011116.34668161,14224534.714505732,-244166134.0547409,474151157.1501911
2017,161005.OF,Random_with_alpha,6988887.451842728,19440349.3271443,6992997.630230428,1772462434.576418,41568619.64113335,30262986.25466978,263825421.70467857,1008766208.4889928
2018,161005.OF,Random_with_alpha,39535538.26067624,47472493.04416741,35910331.8181377,3663633950.226319,675704668.1301845,47472493.04416741,1437372410.9555755,1582416434.8055804
2019,161005.OF,Random_with_alpha,60504728.105873644,60731502.00881615,56978043.99758131,5163114478.576113,1464839736.2105412,60730534.45351165,3014844491.0650234,2024351148.450388
