year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,161005.OF,Random_without_alpha,98125490.69217809,93655162.89105625,96665870.15701771,3723735538.4214993,1937583437.8573296,133602886.13523154,2450328544.344088,1603821608.2381282
2008,161005.OF,Random_without_alpha,71976352.86628774,73890259.6380698,64442167.042834386,1766398908.1818333,943431867.9441558,92799977.64272818,827140550.2564522,999080562.3055545
2009,161005.OF,Random_without_alpha,91548651.17989197,84867161.06416993,78955020.19665374,3641565525.2348,1616358304.5759127,138454345.16357258,1876426189.523019,2042849707.7309082
2010,161005.OF,Random_without_alpha,48901742.7435714,49223702.193763636,51332471.77240932,1704769177.1191304,916976426.085674,125825883.06966849,-457866011.0342072,2253762043.6324873
2011,161005.OF,Random_without_alpha,69107050.77993497,71250787.5801512,62504718.95947902,2332645509.6431265,712975030.744891,105653323.69452664,824184658.8293121,1597764811.0296152
2012,161005.OF,Random_without_alpha,128304270.5024696,124058986.41724028,118993919.02016737,4306590078.458237,2206632121.7405252,154115267.5042247,2169138605.6886396,2590853236.1000757
2013,161005.OF,Random_without_alpha,85654816.46171783,90390166.92517339,88510923.36641148,5089288650.45808,2295791144.2916236,159896550.1336334,3195199215.494061,1858895691.8456323
2014,161005.OF,Random_without_alpha,128561912.23642159,138804895.51245666,128162143.65562902,4367915259.0872345,1444279160.9980996,160172771.73440662,1717432555.6863031,2563396908.125181
2015,161005.OF,Random_without_alpha,87689779.30848886,87895303.78366575,83590997.89839536,3386996078.834872,1549413052.551151,179974227.41940773,168814481.5388889,3208270706.1300693
