year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,161005.OF,Random_without_alpha,11336552.0124166,6695305.811218699,10445782.558290407,1874354626.2536972,66916238.5349751,30082828.285320215,869052772.0842817,1002760942.844007
2008,161005.OF,Random_without_alpha,29946689.511318732,29946689.511318732,28612738.87902921,1102696724.6638916,500276382.3906533,29946689.511318732,102497431.97779028,998222983.7106245
2009,161005.OF,Random_without_alpha,23000641.971112892,23347502.8970428,16123247.16695315,1558676301.2529285,233529834.96502504,29899432.79732799,567421231.3505348,996647759.910933
2010,161005.OF,Random_without_alpha,20828667.801431805,20997490.796932697,20701278.6328201,937989262.0906931,210417701.45387515,29958708.841187343,-52569970.91704112,998623628.0395781
2011,161005.OF,Random_without_alpha,14791426.51108952,14854485.012035001,14700390.973721297,937758668.0163699,148113624.81800175,29977583.172029674,-62211543.59583447,999252772.400989
2012,161005.OF,Random_without_alpha,4446081.875969707,0.0,1400271.2775229001,1590446782.7489343,-47693925.083782785,30159165.39062633,577958287.5247197,1005305513.0208777
2013,161005.OF,Random_without_alpha,30030765.12854175,30030765.12854175,30030674.06538131,2515661874.3042717,927178079.8102213,30030765.12854175,1512418682.73325,1001025504.284725
2014,161005.OF,Random_without_alpha,25548701.06828071,27804666.6064001,17943758.553775057,1796289831.4564214,277387660.60438854,30140752.151059028,789809556.5099522,1004691738.3686343
2015,161005.OF,Random_without_alpha,30123838.593896862,30243936.188170027,29984290.370562445,1838795471.6033726,618940719.8129332,30243936.188170027,828454277.8838004,1008131206.272334
2016,161005.OF,Random_without_alpha,1837.9034838,0.0,1044182.2393217,779864110.7322671,-72571674.34605564,29870252.76487497,-210690245.91046873,995675092.1624991
2017,161005.OF,Random_without_alpha,19166402.908622798,19201657.362930797,18575040.365617923,1503986669.1386034,191692789.0897833,29891412.086396165,511408343.4172767,996380402.8798723
2018,161005.OF,Random_without_alpha,30012173.84696168,30052833.496866968,27926409.818025038,1880477859.750101,499265893.66436595,30052833.496866968,880613153.8160875,1001761116.5622323
2019,161005.OF,Random_without_alpha,30139012.803242236,30139012.803242236,30139012.803242236,2713451147.7038875,829830535.1596212,30139012.803242236,1712325888.7120252,1004633760.1080747
