year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,161005.OF,Random_with_alpha,24174526.503542293,45916271.904401995,37836335.038546324,3321854472.6425853,-178242690.58878893,66724907.10145594,-135431011.73109522,2160167749.1094313
2008,161005.OF,Random_with_alpha,148214935.85347778,146822627.06575817,150683102.5913951,4733574761.534902,2272623750.2754493,221656919.80643266,-121847127.9107917,4944646506.994898
2009,161005.OF,Random_with_alpha,26541489.96173324,7119693.1090444,23063206.187263757,4453680224.873943,-265485379.4796729,81950176.83114398,1569171353.5164864,2428587087.3828545
2010,161005.OF,Random_with_alpha,126508467.92945237,152585322.80307716,136324946.4822071,6309191049.601318,3233996899.721382,177475673.6283031,5188399608.676777,3142115396.346782
2011,161005.OF,Random_with_alpha,29952665.94019619,51709752.3064349,19387501.49588986,3564928950.462269,348226165.6261799,62250930.18879099,1145337027.6020093,1625032382.5216813
2012,161005.OF,Random_with_alpha,63902542.084222496,78239877.72924507,69785498.81027043,4746841593.779076,855946158.3857845,102389775.76609091,2104272486.6520429,2587333530.957712
2013,161005.OF,Random_with_alpha,63115613.10524461,61281302.9405944,88936052.33416954,3937193957.299985,1335588899.1012833,213858240.3322624,-887941633.058635,5085897913.055599
2014,161005.OF,Random_with_alpha,83690218.73915121,109481036.3950273,81748471.24283542,5138738678.433227,840920006.4735795,150940483.23918253,1951969251.9134257,3545228752.730338
2015,161005.OF,Random_with_alpha,191456846.40083608,223431539.02664384,155965552.43811148,6298490005.127567,3221275227.415494,223300806.41200507,3776731420.303645,4497990107.8946
2016,161005.OF,Random_with_alpha,13510961.629751807,14828755.907564862,13529378.820053766,1007922888.285059,175270572.73590147,27742684.423277326,643001880.1830051,450365387.65839356
2017,161005.OF,Random_with_alpha,83522390.14769901,123955606.87493055,111419064.29761523,3052916267.934766,719871664.3877589,102634993.14134085,1611784455.5565393,2413774267.3848486
2018,161005.OF,Random_with_alpha,44407222.20018695,52648556.5281168,40792732.08321954,3890671209.4841757,730750729.5777334,159168150.00795937,195071104.6967422,3711421440.3991656
