year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,163402.OF,Random_without_alpha,29778574.50635153,29885757.892327137,22842138.675643913,2523931372.4248447,745341515.5934474,29867225.05826632,1540028296.040942,995574168.6088773
2008,163402.OF,Random_without_alpha,29824563.610226817,30099592.39299034,28153717.62044678,979163934.5758206,374187633.7453832,30099592.39299034,-22578206.52329613,1003319746.4330113
2009,163402.OF,Random_without_alpha,4112776.4511067,1396145.2951074,7708167.145616108,1350415274.0411723,14613360.394683164,30137328.276254565,347347211.3952091,1004577609.2084856
2010,163402.OF,Random_without_alpha,10239361.316489799,10229779.9310707,10210569.140633099,842207659.7908514,102393613.16489562,30097279.008035146,-161371073.44201982,1003242633.6011715
2011,163402.OF,Random_without_alpha,14311398.896584997,14299726.585501598,14341263.371990122,937896526.6015974,143113988.96584535,30031582.032128602,-67306474.13347737,1001052734.4042869
2012,163402.OF,Random_without_alpha,1818764.0391258998,0.0,1891123.401664753,1555636941.7613604,-65892871.74511467,30080453.08933654,555237415.2890655,1002681769.6445514
2013,163402.OF,Random_without_alpha,29998056.84863744,30004847.889367517,29663241.800189503,2108895406.5714715,525178087.3863036,30004847.889367517,1109643544.7563248,1000161596.3122506
2014,163402.OF,Random_without_alpha,29836593.892523315,30127825.73872228,24695026.06128119,1926926098.490962,400709286.4274327,30127825.73872228,919566469.5178626,1004260857.9574091
2015,163402.OF,Random_without_alpha,30046543.657202948,30167581.48844397,30145495.786187463,1777902428.0215259,552454264.0843406,30167581.48844397,763864142.2601897,1005586049.6147993
2016,163402.OF,Random_without_alpha,15201673.2111987,15230824.167769,15373598.941911923,1007216252.3133857,152016732.11198696,29919993.537310347,14988749.157219013,997333117.910345
2017,163402.OF,Random_without_alpha,15020465.758003497,15066640.3894025,15164110.223410737,1462146606.0451212,150204657.5800084,29772484.373206355,469661092.52125275,992416145.7735453
2018,163402.OF,Random_without_alpha,30048220.83078329,30130968.916889075,26118169.19333969,1760718560.035173,360015633.3716641,30130968.916889075,744080691.6338629,1004365630.5629691
2019,163402.OF,Random_without_alpha,29694741.20798455,29868399.048261017,28565129.376433484,2223814600.803395,359578883.5104532,29868399.048261017,1235358588.3817968,995613301.6087006
