year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,340006.OF,Random_without_alpha,30034059.41443789,30087082.675079394,21711852.398965564,2493655634.310881,697467153.2222164,30061566.61276227,1497850617.8923078,1002052220.425409
2008,340006.OF,Random_without_alpha,30026197.385046095,30026197.385046095,28617427.103596233,1033068202.4746342,424631205.1565884,30026197.385046095,27252120.554986373,1000873246.1682031
2009,340006.OF,Random_without_alpha,24680615.94161669,25052616.266727403,16824609.760937236,1576456933.9663165,250228999.17697412,29837403.421658415,584307266.4267904,994580114.0552808
2010,340006.OF,Random_without_alpha,19811734.111455098,19812641.1918967,19886925.371637788,935317595.2107912,198117341.1146028,29959603.449072532,-63311170.098716125,998653448.302418
2011,340006.OF,Random_without_alpha,26606605.222633056,27295706.3838003,25575815.69456286,1052497120.960475,272401795.8966522,29790298.688698083,63009240.7706774,993009956.2899362
2012,340006.OF,Random_without_alpha,2483090.416032532,0.0,50802.6512951,1511729300.3878899,-123129517.74710844,30097714.93176454,503484103.8146787,1003257164.3921514
2013,340006.OF,Random_without_alpha,29893478.325980175,30006610.347268786,29964757.04790493,2155648171.584838,572637665.740435,30006610.347268786,1155495791.8003178,1000220344.9089597
2014,340006.OF,Random_without_alpha,9650485.517400324,9034978.164478,10751793.410547767,1609470345.4621046,90758920.39379752,30058701.530555006,605595326.8807496,1001956717.6851668
2015,340006.OF,Random_without_alpha,11299675.289574606,10484848.572234401,10165781.50179667,1314240901.4186275,103328329.4603977,30146019.617424913,311838787.2104732,1004867320.5808307
2016,340006.OF,Random_without_alpha,0.0,0.0,0.0,679463969.8590747,-186506203.76368687,30128207.90611034,-325559803.5703757,1004273596.8703448
2017,340006.OF,Random_without_alpha,417352.8689453,0.0,712321.7893927,1186261736.4285107,-129864227.4951079,29945852.899735235,190510005.0652037,998195096.6578412
2018,340006.OF,Random_without_alpha,29227264.730670128,29950630.674209062,25687383.222404703,1739810375.7379372,368666633.06074244,29950630.674209062,747041567.5682771,998354355.8069688
2019,340006.OF,Random_without_alpha,30172072.873043556,30172120.867721923,30164286.4099198,2479414137.0428,591331209.443856,30172120.867721923,1474698961.5638547,1005737362.2573974
