year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,163402.OF,Random_without_alpha,67247811.76644772,80580418.68778822,28081229.904445793,5344488279.248578,1462174060.7226338,79347215.53921004,2733690663.1359,2644907184.6403346
2008,163402.OF,Random_without_alpha,52745499.81209816,75996532.96828368,71524136.8362421,4102551490.115604,615544715.1536771,75996532.96828368,679643032.1331468,2533217765.609456
2009,163402.OF,Random_without_alpha,36652231.34963961,4000704.4507254,5933002.916693747,3972225936.9349303,328435688.17730343,86336302.6749565,161149693.7964232,2877876755.8318834
2010,163402.OF,Random_without_alpha,22897627.334305998,28898846.144431703,39305753.22130924,3722006484.151206,209498546.33185348,85023983.04553184,-334654339.42407626,2834132768.1843944
2011,163402.OF,Random_without_alpha,51471127.42337573,39677037.566924706,59395748.308768384,4023397990.0119343,524887912.5706753,83327761.64346008,93293397.57142574,2777592054.782003
2012,163402.OF,Random_without_alpha,22615647.122264627,0.0,24203476.98619291,5159942519.677248,-197113674.85714275,81058324.25887364,1755871830.232598,2701944141.9624553
2013,163402.OF,Random_without_alpha,61540508.57564732,73199233.12175418,63643657.856359534,5335294095.304595,1048127167.9295074,73199233.12175418,3239089593.097256,2439974437.391806
2014,163402.OF,Random_without_alpha,56973615.47086113,68508629.30532779,36199378.19913932,4724298237.645131,848306787.4208183,68501777.425001,2223716836.3881187,2283392580.833367
2015,163402.OF,Random_without_alpha,65709461.73113033,83364945.48418032,65655702.693736255,4789297889.334678,953201884.4300697,83357861.47941445,1575209620.4180543,2778595382.647148
2016,163402.OF,Random_without_alpha,35245470.46343189,40257497.3531369,43370011.00085486,3697301677.7225986,347549137.46534,79083314.6891145,89129526.10374093,2636110489.637151
2017,163402.OF,Random_without_alpha,49318259.05609676,40268945.868315004,39343755.4354173,4688643163.793833,497220610.3953799,79573583.1348985,1275677188.1775029,2652452771.163284
2018,163402.OF,Random_without_alpha,71376949.25213459,76040313.2696408,69157190.98428656,5141641780.408629,1047879104.3972299,76040313.2696408,2522043861.006758,2534677108.9880266
2019,163402.OF,Random_without_alpha,64260104.31718313,71394636.22362529,45138261.66605488,5180868712.062306,864247995.895452,71394636.22362529,2655282460.022385,2379821207.454177
