year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,519005.OF,Random_without_alpha,2371867.0509934,-311189.5177461559,9644950.64102477,4723879350.381385,-627681016.0946934,94867426.90950999,698840531.7171848,3162247563.650333
2008,519005.OF,Random_without_alpha,45633781.86815254,38281615.778115705,62497502.24196313,3841418717.284341,478441124.74069834,72645226.83884409,556311116.9507736,2421507561.294803
2009,519005.OF,Random_without_alpha,16414808.82624365,-59307.64680244725,7657047.198447299,3650028957.2880797,82669385.50296462,80864362.20627132,48308702.27953143,2695478740.209044
2010,519005.OF,Random_without_alpha,2762675.9928821814,2306790.5355056,15975017.160200115,3860565451.3356557,-301361560.22476065,92506660.90255736,-850918521.2972422,3083555363.418579
2011,519005.OF,Random_without_alpha,25068847.99258196,0.0,40090117.374388546,3653370330.945676,207083277.60352135,84492651.06662619,-206507209.1537495,2816421702.220873
2012,519005.OF,Random_without_alpha,10189363.028488485,0.0,2835072.6919182297,4559269159.617172,-917384914.6412994,82462812.01799758,1102122751.6023803,2748760400.5999193
2013,519005.OF,Random_without_alpha,14443734.917211633,6169479.9784599,37700876.32669039,4583788778.528225,-409760987.89481616,77048283.95318297,1907493469.7153418,2568276131.772765
2014,519005.OF,Random_without_alpha,105066.24008476098,0.0,5560420.371394709,3548618830.0325594,-1649010171.9636574,79155497.28937547,-238614754.9514723,2638516576.3125157
2015,519005.OF,Random_without_alpha,1115154.402947777,-10942.897473096746,7698683.628443927,3923572969.213247,-1018556923.6482016,94090177.5580781,-203847246.4690986,3136339251.935937
2016,519005.OF,Random_without_alpha,2559735.6317803618,0.0,11919092.487319611,3113835052.568416,-420845673.8565663,77140437.26699968,-785534367.0334369,2571347908.89999
2017,519005.OF,Random_without_alpha,67443871.71221404,85460205.12956914,57421375.64928507,5545802325.96183,1181526620.0719442,85460205.12956914,2008669785.189582,2848673504.318971
2018,519005.OF,Random_without_alpha,52036752.738067046,74937728.63479033,61166220.31324915,5516134870.027991,1329230636.0290008,74937728.63479033,2724775983.3305154,2497924287.8263445
2019,519005.OF,Random_without_alpha,36383860.85015165,65918867.1528179,31513338.977275435,4999878873.102826,847214901.9239416,65915383.95477924,2515367127.048053,2197179465.1593084
