year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,163402.OF,Random_with_alpha,2349466.188926855,11291895.987616036,6540049.615840847,2544695488.1606,9632799.562558496,7914818.988533102,1485805965.9531238,263827299.61777017
2008,163402.OF,Random_with_alpha,52338817.61241016,75456818.72733891,70836492.72520737,4116557809.0546823,613887717.4758888,75456818.72733891,675750978.9722931,2515227290.911297
2009,163402.OF,Random_with_alpha,0.0,31154.3837555,505420.629237296,158529592.62800235,-119887807.77171223,505420.629237296,321843982.83598447,16847354.307909865
2010,163402.OF,Random_with_alpha,22614623.750355285,29436378.0661177,40633295.49810693,3791913268.975103,205244356.30934975,86605468.50579287,-334523802.71158123,2886848950.193096
2011,163402.OF,Random_with_alpha,21022807.736715857,15853577.5991992,27410012.669600267,2446638826.4974074,221232476.0148331,33294903.460314784,120762003.0704831,1109830115.343826
2012,163402.OF,Random_with_alpha,1312056.8626745453,0.0,15191320.22501521,2463987542.852649,-408189885.55632365,24035601.229703866,729087363.2746226,801186707.6567956
2013,163402.OF,Random_with_alpha,43075847.98620512,55317576.16740747,48584117.89330274,4565634094.239263,678388101.5731905,55317576.16740747,2582798833.6836343,1843919205.5802493
2014,163402.OF,Random_with_alpha,10500292.75200162,28804058.911523834,22537835.679965615,2648911269.8924537,17682052.025726464,28793104.292065382,1517651527.4220538,959770143.0688463
2015,163402.OF,Random_with_alpha,66785366.49460259,84372852.36852874,66279923.91598193,4809742157.195949,971027806.2454424,84365974.86197217,1576837505.0797048,2812199162.0657396
2016,163402.OF,Random_with_alpha,35409021.842399485,40353481.1571538,43716328.18139951,3692135240.878668,349495103.3719449,79271868.81883718,92352264.56170604,2642395627.294573
2017,163402.OF,Random_with_alpha,5677845.923284399,9320752.188618401,14214950.560576983,1891715680.4835222,54923101.59078967,18418303.066239186,388332034.12885153,613943435.5413061
2018,163402.OF,Random_with_alpha,61704336.396926455,66233777.384503245,61052087.316247866,4781088860.09422,900202702.9380578,66233777.384503245,2277905721.875584,2207792579.4834414
2019,163402.OF,Random_with_alpha,26743619.732941948,33648231.00620453,27569331.22249432,3346688587.137486,331946281.2266479,33648231.00620453,1421709630.095896,1121607700.2068176
