year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,340006.OF,Random_without_alpha,170455864.5891107,184689517.30994776,124476018.22186011,4895240144.841794,2341059169.926694,234398590.55505845,-252556017.00321308,5030416786.4046755
2008,340006.OF,Random_without_alpha,179439198.18973616,197791340.7790651,176431639.2803334,4682671830.330229,2121400101.3000536,209047050.81543028,382674499.6821293,4480504533.470096
2009,340006.OF,Random_without_alpha,110795384.850705,66818931.985694006,25071334.23513509,5405441727.812397,588668798.6542586,201062119.23108733,2022335901.0044234,4050673019.1031046
2010,340006.OF,Random_without_alpha,126317046.0556049,153945236.68817908,144614603.19303986,5868702983.006501,2304327245.334201,182341048.62972233,4120044756.6603713,3283348742.4250865
2011,340006.OF,Random_without_alpha,110943401.69243188,104932560.05985679,125480840.68593301,4805476135.988918,1070879726.7940851,178092322.76099545,2680108684.618267,3153576855.1286445
2012,340006.OF,Random_without_alpha,67786664.73732896,35917476.595388904,54352923.02100968,4920711919.49266,279788777.68456745,183117994.22791967,1707539469.3775668,3420297862.6978607
2013,340006.OF,Random_without_alpha,52030803.65890485,73974748.13397829,68983849.08733521,3909915658.98205,-39517395.80213765,234357611.17446783,-1654610292.3441546,5346095434.682984
2014,340006.OF,Random_without_alpha,43964693.76312345,21217374.470771596,47326287.189408384,5379077491.079263,-356463696.6484649,207948659.94338968,1027871563.304328,4578958256.693805
2015,340006.OF,Random_without_alpha,122831960.9090102,157029554.0541415,98933116.02363296,5809526875.272054,1354460872.108606,215260309.84401524,3125922587.0494766,4198711878.9143186
2016,340006.OF,Random_without_alpha,74551862.02560495,94139213.80895095,79230343.89825054,7024251570.020009,1268485474.4504495,166885549.46348518,4355272868.503336,2827095557.119762
2017,340006.OF,Random_without_alpha,41219736.08582987,173559495.87573722,182729899.37951297,6965301167.407354,1210278583.643762,222637649.27124536,2705290345.97836,4607432257.060781
2018,340006.OF,Random_without_alpha,89508070.19864395,98697122.21187957,91144059.95584661,5349559178.914508,1451287683.4381406,220625810.1136835,437892671.5594358,4875172636.399686
