year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2007,519005.OF,Random_with_alpha,101876.2097816,-3177615.8479569145,-3109834.6481258096,100908879.44699287,-288768586.3524741,855181.424975265,-34570541.72414191,135483773.34806123
2008,519005.OF,Random_with_alpha,65408069.17746763,39143276.3869875,97645712.89864373,4289196791.7191334,497784018.02624875,216231081.7957902,-858310875.7227877,4731690734.390509
2009,519005.OF,Random_with_alpha,3386.4610896,-838472.2591310812,1373500.3953473647,726497075.3144388,-354290116.1901591,8963601.442938281,148269643.7208212,288450703.1093065
2010,519005.OF,Random_with_alpha,17980479.27414762,8088155.521064701,46667819.38809739,2348110328.052111,-718209771.8470082,163837717.0053317,1774390034.9588277,2419827714.2507415
2011,519005.OF,Random_with_alpha,0.0,0.0,1100561.5019965072,94213049.47556968,-159289577.1060876,14704569.165099671,67173277.55029973,125771514.28629231
2012,519005.OF,Random_with_alpha,527128.842011351,-146614.67155273893,3067302.460512362,131226419.11826828,-518932101.1512834,22753057.15810277,82024431.15270609,227240237.79726446
2013,519005.OF,Random_with_alpha,3177294.2535670144,3525707.6122880997,21610122.464402318,110789640.16945757,-1007956310.7740767,71600688.50693282,-590507036.7371114,918982332.0294441
2014,519005.OF,Random_with_alpha,3341381.8038187935,3330999.5809281575,10943497.076420527,173976527.67540285,-396393438.243343,15500125.227032611,73750466.4374539,111033319.3642719
2015,519005.OF,Random_with_alpha,3153947.2220392977,6289951.717833316,4171561.496709417,369060144.20558274,-574710598.1901269,55451144.108906604,104345825.32660611,211019056.20451874
2016,519005.OF,Random_with_alpha,636636.0001341099,7499321.38656935,685006.8314386639,333514914.1468556,-204706185.55637577,22285197.28948307,170699894.71682706,240374404.18689808
2017,519005.OF,Random_with_alpha,-12980988.990200836,7648088.005315463,-12720045.905559946,1277663337.9379363,-307583426.3812313,70912236.30130818,301782259.9236805,1498462772.1717122
2018,519005.OF,Random_with_alpha,17246281.59622118,45974038.25665461,23519778.828051466,3119399349.5557375,-110576092.56681563,140959924.9939499,-69832727.66854943,3166196224.5765095
