year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return,ret_exc,ret_exc2,ret_exc3,ret_emean,ret_emean2,ret_emean3,year2
2006-12-29--2016-01-04,340006.OF,mode1,250258405.1479783,259793004.7449783,269135517.0089783,11579642453.896425,3605904938.6145015,299790785.821419,5597260011.373444,4803509813.171081,0.06940238564473505,0.07204654841644237,0.07463744097269197,0.052099072320364,0.05408399583834171,0.056028930402310564,2007
2006-12-29--2016-01-04,340006.OF,mode2,452880769.123634,520951647.4961825,624011754.38419,13567780563.579721,6120479464.452482,624011754.38419,7148938445.265574,7212392580.721134,0.07399432867211608,0.08511614989019249,0.10195471743813979,0.06279202969818824,0.07223007367745017,0.0865193827707307,2007
2007-12-28--2017-01-03,340006.OF,mode1,94339581.49148074,112039756.30048075,89895342.57648075,5432582430.102372,1051550564.0816742,177446480.64713347,1230976895.5394118,2898960440.46345,0.08971473623226867,0.10654718862551872,0.08548836893543671,0.0325425556605384,0.03864825291736965,0.031009509933881466,2008
2007-12-28--2017-01-03,340006.OF,mode2,403950276.01399994,467598950.65002745,348746877.00302744,10145427320.333637,4039502760.135412,682788273.6605852,4337209320.144055,8940057727.365007,0.10000000000011355,0.11575656173938413,0.08633411033771314,0.04518430286837311,0.05230379544627924,0.03900946589366343,2008
2008-12-31--2018-01-02,340006.OF,mode1,31398266.884999998,72426452.103,18286507.202,4328573368.047278,-184112785.26908344,228060733.9688267,747188019.4389887,4443254420.485357,-0.17053822111870715,-0.39338089420106115,-0.0993223103722754,0.007066502143167895,0.016300316220714754,0.004115566085455552,2009
2008-12-31--2018-01-02,340006.OF,mode2,244310053.0932215,119441924.898,97222605.807,2887422964.7849984,944930450.8678082,520137944.2354064,2353994228.167942,6616674767.806557,0.2585481850742044,0.12640287418857815,0.10288863663745029,0.0369233885095747,0.01805165420539406,0.01469357482704708,2009
2009-12-31--2019-01-02,340006.OF,mode1,75951033.95381229,79270443.45481229,82522978.9868123,2819804731.370958,168225105.20696962,228640766.6783284,-1573673187.9417748,4514845103.295868,0.45148453829390506,0.4712164891041964,0.4905509132259609,0.016822511562659705,0.01755773268875699,0.01827814179639739,2010
2009-12-31--2019-01-02,340006.OF,mode2,273003167.9075787,331005818.09557873,371574981.9895787,5781902244.779158,2181253672.154699,698629862.8103473,-4181433943.371704,10516451169.930378,0.12515883475299738,0.15175026285163917,0.17034927515905443,0.025959628728004266,0.03147504921070918,0.035332734967858805,2010
2010-12-31--2020-01-02,340006.OF,mode1,33130966.71,43148152.928,30615806.871,3446316069.7646894,-23608402.2519601,155481554.04927367,519097360.54552233,2510576898.0927057,-1.4033548885015836,-1.8276608669872019,-1.2968182490392,0.013196555236037468,0.01718654902017931,0.012194729782728,2011
2010-12-31--2020-01-02,340006.OF,mode2,42754533.424,106607408.69299999,44711829.712491445,13603089290.808205,-356162676.65130603,496898798.5619371,2496273074.7429595,7793621279.231609,-0.12004214991302409,-0.29932223582588313,-0.12553766198322255,0.005485836672347937,0.013678802814949029,0.00573697747305726,2011
2011-12-30--2021-01-04,340006.OF,mode1,86177733.06953257,104569136.85553257,83777710.15153258,5836873375.437555,761838950.1382297,172133294.20855287,2428335361.4972897,2792590338.3844194,0.11311804555791785,0.13725884825993645,0.10996774336141749,0.030859425346070796,0.03744521185876061,0.03,2012
2011-12-30--2021-01-04,340006.OF,mode2,291784205.6834345,362020198.5454345,295907697.3534345,15359301178.013996,2321105805.539031,530411938.7000066,9414955240.159328,9726140189.447817,0.1257091361312042,0.15596884798681654,0.12748565646912238,0.03,0.03722136340767544,0.030423959719856158,2012
2006-12-29--2016-01-04,163402.OF,mode1,175304233.4454085,178898036.72640848,189157260.83740848,9309897238.664644,2760470175.3655243,240075200.59249297,4077017048.6041584,3659430308.1104574,0.06350520828293166,0.06480708914115325,0.06852356621181804,0.04790478809143564,0.048886854418272084,0.05169035749039298,2007
2006-12-29--2016-01-04,163402.OF,mode2,373475374.2750026,458710960.62007743,553855008.4690773,12726393224.807308,4952071551.14797,654096650.3839107,8603289681.397812,8474114205.73342,0.07541800848746319,0.09263011567628518,0.11184309490453238,0.044072497161097554,0.054130844768379746,0.0653584545856545,2007
2007-12-28--2017-01-03,163402.OF,mode1,108372746.38075036,108515041.36875036,113796528.56575036,3610995526.0173836,1233026548.931562,128451584.07735059,1511221295.5866823,1845087293.712622,0.08789165689470121,0.08800705991511737,0.09229041229027628,0.05873583691679238,0.05881295792265746,0.06167541717593906,2008
2007-12-28--2017-01-03,163402.OF,mode2,370002088.12502956,400675159.0662296,502745597.5082383,11106313269.935122,4448911831.269785,502745597.5082383,7139703774.805489,7808384058.067651,0.0831668736441166,0.09006138450531419,0.11300417193584782,0.04738523174237851,0.05131345436988983,0.06438535729922246,2008
2008-12-31--2018-01-02,163402.OF,mode1,80684013.5448467,81774541.9778467,94958854.1238467,3418051674.671973,1186526195.7051854,147163942.4588394,1803508948.3091571,2689467118.1615567,0.06800019572841706,0.06891928916010642,0.08003097990382758,0.03,0.030405481229212963,0.03530768362349709,2009
2008-12-31--2018-01-02,163402.OF,mode2,145166930.99253964,145984172.99653965,292633738.98880404,2503409741.5563436,2289919747.74708,292633738.98880404,4363914385.848452,4838897699.751322,0.06339389453947503,0.06375078128400136,0.12779213737804984,0.03,0.03016889011810314,0.060475289445330274,2009
