year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return,ret_exc,ret_exc2,ret_exc3,ret_emean,ret_emean2,ret_emean3,year2
2014-12-31--2018-01-02,163402.OF,mode1,35571500.106224895,35571500.106224895,35571500.106224895,1506930805.3335183,613684766.8984909,35571500.106224895,795120568.8435197,1185716670.2074966,0.057963798394410446,0.057963798394410446,0.057963798394410446,0.029999999999999995,0.029999999999999995,0.029999999999999995,2015
2014-12-31--2018-01-02,163402.OF,mode2,82252476.34723738,82252476.34723738,75941653.976,1572966103.5405262,940668604.4716405,82252476.34723738,1331979333.5922403,2741749211.5745792,0.08744043965774469,0.08744043965774469,0.08073157073064567,0.03,0.03,0.02769824959022671,2015
2015-12-31--2019-01-02,163402.OF,mode1,13028955.273,14206856.523,13037442.502,867600826.1502786,130289552.7299901,27908473.676574305,1033419.1155852433,930282455.8858101,0.1000000000000076,0.10904064236402786,0.10006514128587563,0.014005375669042254,0.01527155159501778,0.014014498950843715,2016
2015-12-31--2019-01-02,163402.OF,mode2,10915497.514,15613304.725,12778191.539,905620009.9619734,109154975.14453888,30671352.470023207,-14363571.567143587,1022378415.6674403,0.0999999999958418,0.1430379577689927,0.11706467361730058,0.010676572731510597,0.01527155159550894,0.012498495022176306,2016
2016-12-30--2020-01-02,163402.OF,mode1,11153479.541,13195580.562,13392110.25,1260248732.220091,111534795.40652418,26075170.437569104,412597611.08412266,869172347.9189701,0.10000000000311635,0.11830909371290362,0.12007114193546665,0.012832299103514277,0.01518177677142368,0.01540788806968408,2017
2016-12-30--2020-01-02,163402.OF,mode2,6594938.084,12003546.724,16885414.966,1315474161.650966,65949380.84063208,23719648.04446361,422356182.09210956,790654934.8154536,0.09999999999904156,0.18201151505890245,0.2560359892809899,0.008341107850720392,0.015181776771938748,0.021356238002790958,2017
2006-12-29--2010-01-04,519005.OF,mode1,0.0,0.0,0.0,1204028608.439605,-375930258.60280275,24441597.2972482,400800118.2362654,814719909.9082733,-0.0,-0.0,-0.0,0.0,0.0,0.0,2007
2006-12-29--2010-01-04,519005.OF,mode2,0.0,0.0,0.0,1256790412.715337,-383279607.6594203,20974436.231175147,413506502.2992582,699147874.372505,-0.0,-0.0,-0.0,0.0,0.0,0.0,2007
2007-12-28--2011-01-04,519005.OF,mode1,15910832.679,16957035.692,20632019.587,974255101.9423903,159108326.7852265,32178571.3401678,-218535594.79534772,1072619044.67226,0.10000000000300016,0.10657541333389532,0.12967278334119042,0.014833628731495787,0.015809001132532793,0.01923517924605202,2008
2007-12-28--2011-01-04,519005.OF,mode2,21384482.783,25588831.043,48558724.5443346,3125970162.5244856,213844827.82750538,48558724.5443346,58635647.49632716,1618624151.47782,0.10000000000116656,0.11966074327334601,0.2270745803751856,0.013211518414250618,0.015809001132002846,0.03,2008
2008-12-31--2012-01-04,519005.OF,mode1,0.0,0.0,10780523.932,1122213436.5565794,-42851474.19835788,25304642.403253146,389177232.86505926,843488080.1084383,-0.0,-0.0,-0.25157883441996315,0.0,0.0,0.012780884740675959,2009
2008-12-31--2012-01-04,519005.OF,mode2,0.0,0.0,22246255.997,1171390013.6579578,-79912054.42624408,24847434.20408997,498750680.74524945,828247806.802999,-0.0,-0.0,-0.2783842332264463,0.0,0.0,0.026859420350136023,2009
2009-12-31--2013-01-04,519005.OF,mode1,0.0,822729.55,5861217.311,952338046.7700001,-11847155.968634278,32993010.10945271,-230214110.9685596,1099767003.6484237,-0.0,-0.06944532106931003,-0.49473623260449673,0.0,0.0007480944120624047,0.005329508242705679,2010
2009-12-31--2013-01-04,519005.OF,mode2,0.0,1430781.253,36086654.463,3055647656.2500005,-205818508.38517362,57377032.7744556,-141421519.20438942,1912567759.14852,-0.0,-0.006951664669157947,-0.17533240691583762,0.0,0.0007480944119004639,0.018868170442790412,2010
2010-12-31--2014-01-02,519005.OF,mode1,0.0,0.0,1243093.802,981100660.3060029,-22588346.290174246,28993553.80605405,-191032005.26831636,966451793.535135,-0.0,-0.0,-0.05503252810236649,0.0,0.0,0.001286245015338996,2011
2010-12-31--2014-01-02,519005.OF,mode2,1355462.618,0.0,19166617.035,3147934647.13207,13554626.175510585,37464620.86781009,-71242684.56780237,1248820695.59367,0.1000000000331209,0.0,1.414027711780699,0.001085394102438088,0.0,0.01534777338542463,2011
2011-12-30--2015-01-05,519005.OF,mode1,0.0,0.0,0.0,1362568895.7715764,-332859194.6467917,33023633.293953665,333661732.6846738,1100787776.4651222,-0.0,-0.0,-0.0,0.0,0.0,0.0,2012
2011-12-30--2015-01-05,519005.OF,mode2,0.0,0.0,0.0,2493604465.8627725,-652237617.6857837,61769360.18101789,655079737.8849636,2058978672.7005963,-0.0,-0.0,-0.0,0.0,0.0,0.0,2012
2012-12-31--2016-01-04,519005.OF,mode1,2451615.613,2821687.014,0.0,2053220015.2455263,24516156.132174253,35238973.63640249,637678885.0202576,1174632454.5467496,0.09999999999113134,0.11509500097761673,0.0,0.0020871342380421407,0.0024021871718918173,0.0,2013
2012-12-31--2016-01-04,519005.OF,mode2,0.0,6179974.623,0.0,6587909564.9171295,-83110340.21885478,77179347.56992404,1062015469.6132594,2572644918.997468,-0.0,-0.07435867314134738,-0.0,0.0,0.002402187172183975,0.0,2013
2013-12-31--2017-01-03,519005.OF,mode1,0.0,0.0,0.0,821483364.7126133,-514362815.52912223,29049430.17367906,-72296020.71010032,968314339.1226354,-0.0,-0.0,-0.0,0.0,0.0,0.0,2014
2013-12-31--2017-01-03,519005.OF,mode2,0.0,0.0,0.0,857481632.694724,-572831288.7148637,35405898.33961474,-231422223.67043528,1180196611.3204913,-0.0,-0.0,-0.0,0.0,0.0,0.0,2014
2014-12-31--2018-01-02,519005.OF,mode1,0.0,0.0,0.0,995166778.2263695,-314421563.23939884,34476759.85916867,-127312937.19325441,1149225328.6389558,-0.0,-0.0,-0.0,0.0,0.0,0.0,2015
2014-12-31--2018-01-02,519005.OF,mode2,0.0,0.0,0.0,1821230713.6648126,-743752342.8577876,64970491.01453842,-492221473.6178718,2165683033.8179474,-0.0,-0.0,-0.0,0.0,0.0,0.0,2015
2015-12-31--2019-01-02,519005.OF,mode1,0.0,0.0,0.0,423216349.6672363,-254471563.62358844,27105508.88235562,-379226648.3989793,903516962.7451873,-0.0,-0.0,-0.0,0.0,0.0,0.0,2016
2015-12-31--2019-01-02,519005.OF,mode2,0.0,0.0,0.0,251968033.55074552,-270577328.84053504,24583262.056837726,-395558798.1436353,819442068.5612576,-0.0,-0.0,-0.0,0.0,0.0,0.0,2016
2016-12-30--2020-01-02,519005.OF,mode1,24297283.081,28995541.538563658,20625250.925,1429472478.1481156,242972830.80637944,28995541.538563658,516140273.93172765,966518051.2854552,0.1000000000014901,0.11933655891620931,0.08488706682368072,0.025138985297465433,0.030000000000000002,0.021339747247936768,2017
2016-12-30--2020-01-02,519005.OF,mode2,5631580.64,35938754.00837151,0.0,1492113470.7133508,56315806.40229273,35938754.00837151,287947610.3839441,1197958466.945717,0.09999999999592879,0.6381645989696486,0.0,0.004700981541002943,0.03,0.0,2017
2006-12-29--2010-01-04,161005.OF,mode1,4366918.271,7954814.743,4403491.557,2384407062.5111547,43669182.709288,35741956.037921354,994958142.2172412,1191398534.5973785,0.10000000000163044,0.1821608340132294,0.10083750791295257,0.0036653715311776485,0.00667687135076782,0.00369606930773011,2007
2006-12-29--2010-01-04,161005.OF,mode2,0.0,18802877.794,50300465.381,7650547908.717316,-220605818.33468294,84483630.75678408,2750711709.1542907,2816121025.226136,-0.0,-0.08523291876859747,-0.22801060171807772,0.0,0.006676871350900168,0.017861613521017207,2007
2007-12-28--2011-01-04,161005.OF,mode1,35340574.63308481,35340574.63308481,35340574.63308481,1726743606.6026852,615410394.4420474,35340574.63308481,318456694.49348164,1178019154.4361603,0.057426028146836575,0.057426028146836575,0.057426028146836575,0.030000000000000002,0.030000000000000002,0.030000000000000002,2008
2007-12-28--2011-01-04,161005.OF,mode2,81121130.9419818,81121130.9419818,81121130.9419818,9713663163.986944,1754373319.5498567,81121130.9419818,2673857098.50899,2704037698.0660605,0.04623937792373413,0.04623937792373413,0.04623937792373413,0.029999999999999995,0.029999999999999995,0.029999999999999995,2008
2008-12-31--2012-01-04,161005.OF,mode1,18485675.128,24700393.436,8921888.868,2004569284.9558725,184856751.2848472,31631980.38245397,440946972.33211905,1054399346.081799,0.09999999999737785,0.133619103788852,0.04826379781094493,0.017531948589207397,0.023426032582235475,0.008461584219635747,2009
2008-12-31--2012-01-04,161005.OF,mode2,10378770.222,49973294.283,0.0,6431810068.011983,103787702.22373796,63997128.97182581,-447284454.3943088,2133237632.3941936,0.09999999999639846,0.4814953333803577,0.0,0.004865266796531997,0.023426032582649286,0.0,2009
2009-12-31--2013-01-04,161005.OF,mode1,21371882.21,28502901.39,25386872.471,1480853471.864093,213718822.10398445,40667246.011954345,-102139093.62626275,1355574867.0651448,0.09999999999813566,0.13336636010529748,0.11878632036745959,0.015765918009582672,0.021026430986957976,0.01872775387608303,2010
2009-12-31--2013-01-04,161005.OF,mode2,0.0,99690678.009,44266529.945,8330427149.638907,-53349502.34484625,142236233.15498155,-802494282.7604764,4741207771.832719,-0.0,-1.868633700922057,-0.8297458832673873,0.0,0.021026430986901143,0.009336551375787677,2010
2010-12-31--2014-01-02,161005.OF,mode1,15587240.102,15318030.798,16542415.801,1199449487.3917835,155872401.01742288,30913057.027223717,-51508944.11623602,1030435234.2407906,0.10000000000165335,0.09827288665610408,0.10612793344442642,0.015126850852964521,0.014865592993125957,0.01605381420520641,2011
2010-12-31--2014-01-02,161005.OF,mode2,33897247.329,22610273.078,43513459.914,3848523145.084561,338972473.28655744,45629406.95671848,114929166.5015494,1520980231.8906162,0.1000000000010156,0.0667023869483524,0.12836871233852368,0.02228644831686266,0.01486559299320733,0.028608826730056634,2011
2011-12-30--2015-01-05,161005.OF,mode1,0.0,0.0,0.0,2461021990.0374365,-244585876.28692877,37551025.53274352,759625987.7288814,1251700851.0914507,-0.0,-0.0,-0.0,0.0,0.0,0.0,2012
2011-12-30--2015-01-05,161005.OF,mode2,0.0,0.0,34881146.116,13844289655.383104,-3083434686.5694833,120257845.12050207,2834109776.465571,4008594837.350069,-0.0,-0.0,-0.011312432291149803,0.0,0.0,0.00870158934272804,2012
2012-12-31--2016-01-04,161005.OF,mode1,47307755.53503197,47307755.53503197,47307755.53503197,4790559749.275637,1323585212.5663812,47307755.53503197,2302684130.1458244,1576925184.5010657,0.03574213060548179,0.03574213060548179,0.03574213060548179,0.029999999999999995,0.029999999999999995,0.029999999999999995,2013
2012-12-31--2016-01-04,161005.OF,mode2,153605169.40654358,153605169.40654358,153605169.40654358,13999441505.14764,2416628418.847683,153605169.40654358,8087757324.094223,5120172313.551453,0.06356176572639449,0.06356176572639449,0.06356176572639449,0.030000000000000002,0.030000000000000002,0.030000000000000002,2013
2013-12-31--2017-01-03,161005.OF,mode1,25778155.06,37053600.72,3119866.848,2292436994.3243937,257781550.60204387,40166760.90394295,722394560.5093875,1338892030.1314318,0.09999999999920713,0.14374031280928376,0.012102754602544718,0.019253348649382503,0.027674823575103848,0.0023301855398255972,2014
2013-12-31--2017-01-03,161005.OF,mode2,9873276.798,120376893.015,0.0,7355455085.057506,98732767.98353094,130490688.79131906,121058207.66074646,4349689626.377302,0.09999999999642374,1.2192192670530557,0.0,0.002269880760716045,0.027674823574770212,0.0,2014
2014-12-31--2018-01-02,161005.OF,mode1,42276429.2826119,42276429.2826119,42276429.2826119,2335639949.6480985,656624095.3319175,42276429.2826119,860895491.8572448,1409214309.4203966,0.06438452317416336,0.06438452317416336,0.06438452317416336,0.030000000000000002,0.030000000000000002,0.030000000000000002,2015
2014-12-31--2018-01-02,161005.OF,mode2,70229004.337,139795131.31447792,20231235.702,7494074989.644635,702290043.3730145,139795131.31447792,1175431884.902122,4659837710.482597,0.09999999999957077,0.19905612023638944,0.028807521753877945,0.015071126657268652,0.03,0.004341618090365801,2015
2015-12-31--2019-01-02,161005.OF,mode1,0.0,0.0,0.0,824828948.0410643,-92519536.95861048,29306612.842113804,-279011035.0942229,976887094.7371268,-0.0,-0.0,-0.0,0.0,0.0,0.0,2016
2015-12-31--2019-01-02,161005.OF,mode2,0.0,0.0,0.0,1509499559.8320892,-217501732.20218748,37366251.77888386,-648612763.410681,1245541725.9627953,-0.0,-0.0,-0.0,0.0,0.0,0.0,2016
2016-12-30--2020-01-02,161005.OF,mode1,21907670.696,25463813.798,15094960.658,2364855719.502955,219076706.95712572,39639773.647422634,574596836.3308289,1321325788.2474213,0.10000000000131198,0.11623241079200347,0.06890262715585802,0.016580067452598404,0.0192714121108426,0.01142410205890376,2017
2016-12-30--2020-01-02,161005.OF,mode2,49117645.481,82469429.95,8172072.063,13303313707.28236,491176454.8113022,128380986.52495348,1453783280.2623763,4279366217.49845,0.09999999999973488,0.16790183882426268,0.01663775203992526,0.011477785023435608,0.01927141211069531,0.0019096454118799568,2017
