,富国天惠,兴全全球视野,兴全趋势,汇添富优势精选
Date,161005.OF,340006.OF,163402.OF,519008.OF
13/06/2012,4.396912,3.3588,5.658763,4.633545
14/06/2012,4.387849,3.3639,5.649539,4.62961
15/06/2012,4.360336,3.3692,5.660739,4.610809
18/06/2012,4.406622,3.3879,5.686434,4.652565
19/06/2012,4.36422,3.376,5.669963,4.618898
20/06/2012,4.340267,3.3623,5.655469,4.593539
21/06/2012,4.309841,3.3336,5.596832,4.568835
25/06/2012,4.227626,3.2964,5.538195,4.535824
26/06/2012,4.234747,3.295,5.527654,4.531233
27/06/2012,4.234747,3.3007,5.525678,4.559653
28/06/2012,4.179073,3.2845,5.508548,4.527298
29/06/2012,4.233776,3.3124,5.573773,4.57758
02/07/2012,4.272618,3.3325,5.595514,4.611028
03/07/2012,4.31502,3.3356,5.608032,4.646006
04/07/2012,4.310812,3.3275,5.596832,4.627861
05/07/2012,4.255786,3.3167,5.559937,4.589604
06/07/2012,4.330233,3.3682,5.635045,4.678361
09/07/2012,4.252226,3.3359,5.55269,4.656718
10/07/2012,4.191049,3.3161,5.538854,4.612558
11/07/2012,4.229568,3.3382,5.588267,4.654751
12/07/2012,4.285565,3.3524,5.633727,4.664151
13/07/2012,4.282004,3.3563,5.651516,4.67858
16/07/2012,4.159976,3.2988,5.555984,4.603376
17/07/2012,4.150265,3.2985,5.565867,4.567305
18/07/2012,4.138936,3.3014,5.557961,4.536699
19/07/2012,4.156415,3.3206,5.584314,4.548285
20/07/2012,4.124694,3.3061,5.554666,4.527298
23/07/2012,4.100418,3.2827,5.510524,4.49232
24/07/2012,4.150265,3.2925,5.526995,4.525331
25/07/2012,4.136671,3.2729,5.51843,4.52861
26/07/2012,4.099123,3.2511,5.487465,4.511339
27/07/2012,4.105597,3.2365,5.467041,4.501283
30/07/2012,4.076466,3.2166,5.436734,4.477891
31/07/2012,4.050895,3.2088,5.431464,4.468054
01/08/2012,4.088442,3.2372,5.469676,4.508279
02/08/2012,4.019821,3.2239,5.445299,4.515056
03/08/2012,4.049276,3.2429,5.480218,4.561402
06/08/2012,4.107539,3.2746,5.525019,4.605125
07/08/2012,4.121134,3.2714,5.532925,4.634638
08/08/2012,4.121458,3.2679,5.530289,4.617586
09/08/2012,4.172923,3.291,5.582338,4.703939
10/08/2012,4.148323,3.3032,5.571137,4.709186
13/08/2012,4.088118,3.2547,5.5013,4.667868
14/08/2012,4.110129,3.2555,5.5013,4.666556
15/08/2012,4.085529,3.236,5.457817,4.631359
16/08/2012,4.063842,3.2169,5.422899,4.600316
17/08/2012,4.054779,3.2178,5.394569,4.573645
20/08/2012,4.055103,3.2115,5.394569,4.575175
21/08/2012,4.105273,3.2315,5.428828,4.613214
22/08/2012,4.056397,3.2131,5.405769,4.595725
23/08/2012,4.044745,3.2175,5.411698,4.573645
24/08/2012,4.011082,3.2029,5.386663,4.535169
27/08/2012,3.967061,3.1577,5.313532,4.49385
28/08/2012,3.948287,3.1608,5.304967,4.499534
29/08/2012,3.932427,3.1502,5.256213,4.482701
30/08/2012,3.905885,3.1381,5.225247,4.407497
31/08/2012,3.908474,3.1365,5.222612,4.436355
03/09/2012,3.968355,3.16,5.262142,4.512651
04/09/2012,3.954113,3.141,5.238424,4.487948
05/09/2012,3.9758,3.1397,5.214706,4.482264
06/09/2012,3.975153,3.1496,5.232494,4.50172
07/09/2012,4.111747,3.1936,5.391274,4.602721
10/09/2012,4.137965,3.1965,5.387321,4.613214
11/09/2012,4.118868,3.1899,5.376121,4.610809
12/09/2012,4.130521,3.193888,5.386004,4.620647
13/09/2012,4.089089,3.178857,5.35965,4.594195
14/09/2012,4.098152,3.184379,5.385345,4.589604
17/09/2012,3.989071,3.139135,5.311555,4.517023
18/09/2012,3.958645,3.122878,5.27466,4.511121
19/09/2012,3.983569,3.136375,5.270707,4.502814
20/09/2012,3.914948,3.083616,5.204823,4.443787
21/09/2012,3.930161,3.079322,5.206141,4.434387
24/09/2012,3.972887,3.095272,5.229859,4.450127
25/09/2012,3.960911,3.092818,5.233153,4.459528
26/09/2012,3.898116,3.055703,5.193623,4.396785
27/09/2012,3.977742,3.11613,5.283225,4.46543
28/09/2012,4.055103,3.164594,5.347791,4.531889
08/10/2012,4.007521,3.147264,5.316167,4.509591
09/10/2012,4.114013,3.203243,5.392592,4.589385
10/10/2012,4.122429,3.209838,5.401157,4.601627
11/10/2012,4.087795,3.181618,5.367556,4.573208
12/10/2012,4.092326,3.172876,5.358333,4.569928
15/10/2012,4.081968,3.173796,5.358991,4.582608
16/10/2012,4.084558,3.170116,5.372827,4.610153
17/10/2012,4.075818,3.159533,5.366897,4.618242
18/10/2012,4.157063,3.197262,5.413675,4.670273
19/10/2012,4.160623,3.190667,5.398522,4.659998
22/10/2012,4.168392,3.198642,5.413675,4.67071
23/10/2012,4.095887,3.161834,5.364921,4.597255
24/10/2012,4.077113,3.152325,5.35965,4.581078
25/10/2012,4.000076,3.127173,5.328026,4.534075
26/10/2012,3.931456,3.081622,5.272025,4.513963
29/10/2012,3.920127,3.057237,5.244354,4.52227
30/10/2012,3.931779,3.05923,5.249624,4.527517
31/10/2012,3.956703,3.074721,5.283225,4.554625
01/11/2012,4.019497,3.120118,5.340544,4.602065
02/11/2012,4.036976,3.126406,5.341862,4.622396
05/11/2012,4.000076,3.120731,5.336591,4.583701
06/11/2012,3.976771,3.111989,5.312873,4.557249
07/11/2012,3.971916,3.109228,5.306284,4.545881
08/11/2012,3.912682,3.066899,5.246989,4.511777
09/11/2012,3.915919,3.060611,5.243695,4.473956
12/11/2012,3.887758,3.058924,5.231177,4.438759
13/11/2012,3.824964,3.018128,5.17254,4.391757
14/11/2012,3.829819,3.02641,5.185058,4.409684
15/11/2012,3.778677,3.015367,5.154752,4.382138
16/11/2012,3.752135,3.000644,5.119833,4.354155
19/11/2012,3.72883,2.991135,5.082279,4.319614
20/11/2012,3.705848,2.984694,5.059879,4.321363
21/11/2012,3.739188,3.005552,5.100068,4.317209
22/11/2012,3.71394,2.986687,5.075032,4.269989
23/11/2012,3.744043,3.002638,5.114562,4.289664
26/11/2012,3.714912,2.980399,5.085573,4.248346
27/11/2012,3.654706,2.943131,5.031549,4.191068
28/11/2012,3.591588,2.91123,4.984112,4.15456
29/11/2012,3.586086,2.906476,4.972912,4.153685
30/11/2012,3.61813,2.941904,4.995971,4.184291
03/12/2012,3.554365,2.919512,4.924158,4.132917
04/12/2012,3.580583,2.926414,4.936676,4.165491
05/12/2012,3.684162,2.994969,5.050655,4.257965
06/12/2012,3.676717,2.985,5.032866,4.253592
07/12/2012,3.737569,3.005705,5.120492,4.308902
10/12/2012,3.799717,3.021042,5.162658,4.334917
11/12/2012,3.800364,3.008772,5.151457,4.324642
12/12/2012,3.808456,3.007699,5.173199,4.325298
13/12/2012,3.777382,3.002484,5.127739,4.304967
14/12/2012,3.910416,3.105854,5.307602,4.440508
17/12/2012,3.910416,3.075794,5.320779,4.414712
18/12/2012,3.893908,3.065058,5.324732,4.375142
19/12/2012,3.931456,3.081776,5.346473,4.392413
20/12/2012,3.960587,3.109842,5.360309,4.419084
21/12/2012,3.974829,3.122418,5.345156,4.433731
24/12/2012,3.987776,3.1626,5.373486,4.479203
25/12/2012,4.081321,3.227475,5.489441,4.584794
26/12/2012,4.144763,3.248947,5.511183,4.642071
27/12/2012,4.1234,3.232996,5.492077,4.628299
28/12/2012,4.192021,3.267197,5.561255,4.701097
31/12/2012,4.236689,3.323944,5.652174,4.774771
04/01/2013,4.189755,3.289282,5.64361,4.693009
07/01/2013,4.224389,3.301552,5.681822,4.718805
08/01/2013,4.252226,3.304773,5.693022,4.758156
09/01/2013,4.269057,3.327164,5.712788,4.792041
10/01/2013,4.280062,3.33652,5.717399,4.805158
11/01/2013,4.215973,3.296951,5.641633,4.73848
14/01/2013,4.349978,3.417345,5.818861,4.89479
15/01/2013,4.374578,3.451086,5.850485,4.923429
16/01/2013,4.364544,3.432221,5.828743,4.911186
17/01/2013,4.337031,3.404155,5.787895,4.903753
18/01/2013,4.408888,3.480226,5.85905,4.977645
21/01/2013,4.412125,3.477312,5.845214,5.013498
22/01/2013,4.359365,3.453693,5.82479,4.968245
23/01/2013,4.368104,3.467343,5.835332,4.980925
24/01/2013,4.275207,3.439276,5.780648,4.889762
25/01/2013,4.293981,3.444031,5.772742,4.8996
28/01/2013,4.394322,3.533137,5.900557,5.015466
29/01/2013,4.411154,3.556449,5.927569,5.054598
30/01/2013,4.424101,3.555836,5.933498,5.042574
31/01/2013,4.404357,3.533137,5.943381,4.991637
01/02/2013,4.452585,3.584516,6.036277,5.047602
04/02/2013,4.437372,3.552308,6.0119,5.012186
05/02/2013,4.507612,3.581295,6.065925,5.077334
06/02/2013,4.520883,3.596325,6.081737,5.102912
07/02/2013,4.528975,3.603073,6.092279,5.120838
08/02/2013,4.608601,3.635894,6.127197,5.19626
18/02/2013,4.585296,3.611815,6.073172,5.16784
19/02/2013,4.488514,3.54648,5.998723,5.085204
20/02/2013,4.569111,3.58927,6.070537,5.185985
21/02/2013,4.498872,3.51688,5.936793,5.114498
22/02/2013,4.459706,3.496483,5.900557,5.097446
25/02/2013,4.476862,3.518414,5.912416,5.144449
26/02/2013,4.426043,3.476545,5.833355,5.089576
27/02/2013,4.432517,3.492648,5.839943,5.099414
28/02/2013,4.529622,3.577154,5.967758,5.203693
01/03/2013,4.564904,3.598779,5.971711,5.263375
04/03/2013,4.41083,3.479459,5.804366,5.088702
05/03/2013,4.480099,3.570559,5.975005,5.223587
06/03/2013,4.521206,3.591111,6.010583,5.290483
07/03/2013,4.470064,3.529917,5.930863,5.220964
08/03/2013,4.416333,3.511359,5.914392,5.169152
11/03/2013,4.409212,3.510439,5.911098,5.138546
12/03/2013,4.360659,3.462742,5.829402,5.057221
13/03/2013,4.308546,3.432221,5.776695,5.041044
14/03/2013,4.326349,3.47179,5.806343,5.075803
15/03/2013,4.337354,3.492188,5.815566,5.114498
18/03/2013,4.324083,3.468876,5.749024,5.086297
19/03/2013,4.33347,3.478385,5.762859,5.104005
20/03/2013,4.437049,3.577614,5.897262,5.234955
21/03/2013,4.479127,3.603073,5.925592,5.290921
22/03/2013,4.490456,3.615803,5.947334,5.30207
25/03/2013,4.477185,3.606141,5.929545,5.27999
26/03/2013,4.499196,3.597245,5.907804,5.276492
27/03/2013,4.51894,3.610588,5.929545,5.277367
28/03/2013,4.431546,3.546634,5.831379,5.173306
29/03/2013,4.387849,3.540652,5.839943,5.15363
01/04/2013,4.414067,3.539886,5.821496,5.13002
02/04/2013,4.362278,3.494489,5.751,5.018308
03/04/2013,4.343828,3.46949,5.716082,4.999944
08/04/2013,4.320523,3.493722,5.741776,5.058096
09/04/2013,4.347388,3.502004,5.727282,5.060063
10/04/2013,4.336383,3.469183,5.725306,5.025085
11/04/2013,4.352567,3.463508,5.731894,5.028583
12/04/2013,4.357099,3.467496,5.731235,5.03208
15/04/2013,4.328938,3.454613,5.692364,4.977208
16/04/2013,4.364867,3.487741,5.71147,5.001037
17/04/2013,4.427662,3.533137,5.749024,5.065747
18/04/2013,4.412449,3.541573,5.749024,5.067715
19/04/2013,4.498872,3.611202,5.867615,5.168715
22/04/2013,4.51538,3.61703,5.866297,5.167622
23/04/2013,4.410507,3.547094,5.746388,5.061812
24/04/2013,4.495959,3.611508,5.79646,5.129364
25/04/2013,4.407593,3.571786,5.747706,5.091762
26/04/2013,4.36422,3.550161,5.707517,5.035141
02/05/2013,4.360659,3.587276,5.714764,5.113187
03/05/2013,4.42572,3.63482,5.806343,5.1932
06/05/2013,4.509554,3.673929,5.90451,5.240858
07/05/2013,4.516675,3.670248,5.914392,5.218122
08/05/2013,4.534477,3.693867,5.947334,5.253975
09/05/2013,4.53739,3.69356,5.940746,5.236048
10/05/2013,4.560372,3.696321,5.96117,5.270808
13/05/2013,4.561019,3.682978,5.954581,5.263594
14/05/2013,4.493693,3.670402,5.893968,5.206535
15/05/2013,4.551956,3.678787,5.946016,5.239327
16/05/2013,4.60148,3.732535,6.011241,5.304475
17/05/2013,4.67884,3.77059,6.090302,5.392358
20/05/2013,4.725127,3.75984,6.066584,5.399791
21/05/2013,4.743577,3.76758,6.066584,5.432583
22/05/2013,4.727392,3.75898,6.062631,5.450072
23/05/2013,4.707324,3.724151,5.996088,5.452477
24/05/2013,4.75005,3.757475,6.019147,5.517843
27/05/2013,4.766558,3.775965,6.041548,5.552166
28/05/2013,4.8054,3.801549,6.106114,5.56878
29/05/2013,4.807666,3.827133,6.125879,5.597419
30/05/2013,4.793424,3.829713,6.163433,5.617531
31/05/2013,4.721242,3.781554,6.126538,5.598075
03/06/2013,4.704087,3.753175,6.123903,5.52309
04/06/2013,4.639998,3.695986,6.06329,5.408098
05/06/2013,4.652298,3.697921,6.050772,5.430834
06/06/2013,4.580117,3.658147,5.981594,5.350384
07/06/2013,4.52509,3.616868,5.911098,5.290921
13/06/2013,4.421836,3.547639,5.782624,5.202382
14/06/2013,4.531888,3.607838,5.852461,5.276273
17/06/2013,4.510848,3.622028,5.882768,5.318903
18/06/2013,4.528004,3.639872,5.91571,5.334862
19/06/2013,4.482688,3.621168,5.884086,5.314968
20/06/2013,4.353538,3.520765,5.729917,5.140076
21/06/2013,4.341886,3.53689,5.724647,5.141607
24/06/2013,4.12955,3.366613,5.457158,4.900474
25/06/2013,4.151884,3.374353,5.465064,4.944197
26/06/2013,4.25352,3.440357,5.498006,5.052193
27/06/2013,4.212413,3.436487,5.484171,5.028145
28/06/2013,4.264202,3.471961,5.550713,5.092855
01/07/2013,4.339944,3.540975,5.629115,5.186423
02/07/2013,4.400149,3.596013,5.704223,5.302726
03/07/2013,4.414715,3.611708,5.707517,5.304693
04/07/2013,4.459059,3.613858,5.70027,5.315843
05/07/2013,4.458412,3.592143,5.685116,5.28633
08/07/2013,4.352891,3.544629,5.584314,5.187516
09/07/2013,4.330233,3.550004,5.588926,5.211782
10/07/2013,4.435107,3.615148,5.67194,5.313001
11/07/2013,4.539333,3.710391,5.820178,5.460566
12/07/2013,4.536743,3.693406,5.760883,5.456194
15/07/2013,4.662656,3.760485,5.865638,5.566813
16/07/2013,4.704411,3.780479,5.899239,5.574027
17/07/2013,4.638703,3.725871,5.80239,5.46472
18/07/2013,4.598567,3.700286,5.747706,5.425587
19/07/2013,4.544188,3.648042,5.649539,5.332457
22/07/2013,4.622519,3.679862,5.698952,5.377711
23/07/2013,4.724156,3.75382,5.810296,5.50407
24/07/2013,4.732895,3.7564,5.810296,5.499479
25/07/2013,4.671395,3.722431,5.780648,5.412252
26/07/2013,4.675927,3.703726,5.74573,5.358473
29/07/2013,4.584648,3.661372,5.682481,5.305349
30/07/2013,4.559077,3.645462,5.680505,5.258784
31/07/2013,4.590474,3.660512,5.666669,5.274743
01/08/2013,4.697937,3.74307,5.765495,5.436955
02/08/2013,4.793424,3.74909,5.759565,5.471497
05/08/2013,4.88535,3.798754,5.819519,5.582553
06/08/2013,4.890529,3.825198,5.834673,5.627806
07/08/2013,4.810903,3.803054,5.817543,5.621029
08/08/2013,4.779505,3.803269,5.832696,5.623653
09/08/2013,4.782095,3.800044,5.839943,5.654696
12/08/2013,4.825468,3.831648,5.91571,5.68727
13/08/2013,4.830647,3.831863,5.912416,5.683553
14/08/2013,4.818995,3.823909,5.88145,5.682679
15/08/2013,4.755553,3.77446,5.801072,5.58146
16/08/2013,4.675279,3.722216,5.725306,5.456631
19/08/2013,4.762674,3.780694,5.787236,5.584302
20/08/2013,4.74034,3.779404,5.769448,5.575776
21/08/2013,4.733542,3.766505,5.762859,5.54364
22/08/2013,4.74034,3.790584,5.764836,5.591954
23/08/2013,4.706677,3.793594,5.7398,5.60507
26/08/2013,4.775945,3.830573,5.80239,5.720281
27/08/2013,4.76235,3.824338,5.803048,5.758975
28/08/2013,4.689845,3.771665,5.754953,5.671967
29/08/2013,4.663627,3.752315,5.741118,5.664096
30/08/2013,4.622195,3.703726,5.718058,5.554133
02/09/2013,4.652622,3.718346,5.719376,5.593702
03/09/2013,4.738721,3.777899,5.795142,5.683553
04/09/2013,4.731924,3.765,5.812272,5.670436
05/09/2013,4.767853,3.779404,5.828743,5.72509
06/09/2013,4.759761,3.796604,5.868273,5.756352
09/09/2013,4.796013,3.830143,5.994112,5.78346
10/09/2013,4.824174,3.827778,6.026395,5.765097
11/09/2013,4.834532,3.836163,6.025077,5.793954
12/09/2013,4.889558,3.835518,6.035618,5.789363
13/09/2013,4.924192,3.838528,6.045501,5.826527
16/09/2013,4.914481,3.845838,6.022442,5.874404
17/09/2013,4.781124,3.808644,5.92691,5.83724
18/09/2013,4.811226,3.792519,5.93284,5.799638
23/09/2013,4.905742,3.859598,6.035618,5.872655
24/09/2013,4.95915,3.850783,6.056701,5.879651
25/09/2013,5.034568,3.821329,6.018489,5.826746
26/09/2013,4.937786,3.801979,6.017171,5.722248
27/09/2013,4.943289,3.802194,6.025736,5.74083
30/09/2013,5.00317,3.829283,6.046819,5.775809
08/10/2013,5.09542,3.854653,6.071855,5.833304
09/10/2013,5.102865,3.872497,6.088984,5.882493
10/10/2013,5.088947,3.835303,6.033642,5.806415
11/10/2013,5.183462,3.874217,6.11402,5.888833
14/10/2013,5.254672,3.895287,6.131809,5.908289
15/10/2013,5.243991,3.900232,6.126538,5.929276
16/10/2013,5.109015,3.834228,6.045501,5.797233
17/10/2013,5.081178,3.817029,6.024418,5.733835
18/10/2013,5.103189,3.842613,6.031007,5.736021
21/10/2013,5.276035,3.934201,6.171339,5.878995
22/10/2013,5.175046,3.899587,6.123903,5.807508
23/10/2013,5.049457,3.854008,6.066584,5.695796
24/10/2013,4.994431,3.814449,6.012559,5.655352
25/10/2013,4.946202,3.766075,5.933498,5.555226
28/10/2013,4.914158,3.75855,5.922298,5.486144
29/10/2013,4.848126,3.725226,5.899239,5.473246
30/10/2013,4.928076,3.784994,5.959193,5.541453
31/10/2013,4.891823,3.74092,5.891992,5.436737
01/11/2013,4.888587,3.744575,5.927569,5.451603
04/11/2013,4.907037,3.73275,5.888697,5.462752
05/11/2013,4.963681,3.75425,5.882109,5.46472
06/11/2013,4.865929,3.715121,5.812272,5.401977
07/11/2013,4.783066,3.663092,5.761542,5.321527
08/11/2013,4.722861,3.635358,5.710811,5.229927
11/11/2013,4.737427,3.666532,5.774718,5.306442
12/11/2013,4.772708,3.706091,5.837308,5.373776
13/11/2013,4.686285,3.643312,5.725306,5.295949
14/11/2013,4.733866,3.683087,5.764177,5.340983
15/11/2013,4.819966,3.733825,5.840602,5.418155
18/11/2013,4.968213,3.816384,5.988182,5.523964
19/11/2013,4.957531,3.804129,5.941405,5.487893
20/11/2013,4.969831,3.809074,5.961829,5.4962
21/11/2013,4.953,3.789294,5.948652,5.461003
22/11/2013,4.929371,3.786714,5.944699,5.441765
25/11/2013,4.908655,3.794024,5.927569,5.438704
26/11/2013,4.897002,3.798324,5.916369,5.450291
27/11/2013,4.944584,3.829713,5.963146,5.492484
28/11/2013,5.014499,3.867983,6.015853,5.586051
29/11/2013,5.058197,3.892062,6.025077,5.618625
02/12/2013,4.870137,3.792734,5.943381,5.448105
03/12/2013,4.959797,3.845408,6.015194,5.544951
04/12/2013,5.021297,3.869703,6.08569,5.626495
05/12/2013,5.003818,3.849923,6.095573,5.57993
06/12/2013,4.970155,3.831218,6.066584,5.560692
09/12/2013,5.022268,3.861318,6.076466,5.582334
10/12/2013,5.068554,3.869058,6.077784,5.595451
11/12/2013,5.020326,3.834013,6.002018,5.586925
12/12/2013,5.045249,3.864973,6.021124,5.614689
13/12/2013,5.065318,3.874647,6.031007,5.637863
16/12/2013,4.987634,3.848418,5.971711,5.53883
17/12/2013,4.951705,3.831863,5.988182,5.503633
18/12/2013,4.960121,3.824553,5.985547,5.488767
19/12/2013,4.896031,3.815309,5.942063,5.444826
20/12/2013,4.823203,3.778759,5.880133,5.377274
23/12/2013,4.841653,3.821759,5.930863,5.425806
24/12/2013,4.850716,3.857448,5.942063,5.46144
25/12/2013,4.923868,3.893567,5.995429,5.51522
26/12/2013,4.870137,3.840893,5.956558,5.418373
27/12/2013,4.942318,3.889697,6.029689,5.481334
30/12/2013,4.976952,3.904102,6.058678,5.488986
31/12/2013,5.006731,3.930761,6.104138,5.546482
02/01/2014,5.027447,3.964731,6.098208,5.59567
03/01/2014,5.022591,3.964516,6.05736,5.577525
06/01/2014,4.89765,3.907327,5.962487,5.430178
07/01/2014,4.944584,3.936996,6.0007,5.447886
08/01/2014,4.963034,3.993325,6.04023,5.454445
09/01/2014,4.909302,3.958281,5.995429,5.3952
10/01/2014,4.853305,3.911842,5.936793,5.343825
13/01/2014,4.839387,3.917217,5.909121,5.313001
14/01/2014,4.908655,3.979135,5.954581,5.419248
15/01/2014,4.936815,3.99397,5.984888,5.441984
16/01/2014,4.9161,3.97978,6.020465,5.426899
17/01/2014,4.843271,3.948821,5.96117,5.360222
20/01/2014,4.77293,3.922376,5.923616,5.322999
21/01/2014,4.831192,3.949036,5.967758,5.383848
22/01/2014,4.972941,4.021489,6.058019,5.547893
23/01/2014,4.992836,4.046644,6.042207,5.591579
24/01/2014,5.056783,4.114797,6.079102,5.644626
27/01/2014,4.989994,4.091148,6.016512,5.599603
28/01/2014,4.980402,4.106412,6.029689,5.591579
29/01/2014,5.040441,4.151347,6.043524,5.618325
30/01/2014,5.008112,4.130707,6.004653,5.540092
07/02/2014,5.045059,4.224875,6.016512,5.610524
10/02/2014,5.159809,4.313023,6.141691,5.766323
11/02/2014,5.169756,4.294963,6.168045,5.726426
12/02/2014,5.217716,4.319473,6.198351,5.785491
13/02/2014,5.142046,4.277979,6.16541,5.709041
14/02/2014,5.228374,4.320978,6.242494,5.800202
17/02/2014,5.283439,4.378597,6.298495,5.911422
18/02/2014,5.218782,4.358172,6.229976,5.925687
19/02/2014,5.238321,4.356022,6.236564,5.987204
20/02/2014,5.209545,4.322913,6.275436,5.932597
21/02/2014,5.156611,4.304853,6.213505,5.933934
24/02/2014,5.07277,4.290019,6.164092,5.93438
25/02/2014,4.922139,4.163816,6.032324,5.794406
26/02/2014,4.965836,4.166826,6.06329,5.817364
27/02/2014,4.872758,4.056534,6.012559,5.697673
28/02/2014,4.948784,4.121677,6.112044,5.715059
03/03/2014,4.99177,4.183166,6.182539,5.856592
04/03/2014,4.99781,4.151777,6.135103,5.842327
05/03/2014,4.958376,4.123827,6.088325,5.838761
06/03/2014,4.97081,4.130492,6.097549,5.802876
07/03/2014,4.953757,4.129417,6.124562,5.838538
10/03/2014,4.822666,4.067283,6.026395,5.673824
11/03/2014,4.832258,4.066638,6.079102,5.671818
12/03/2014,4.856416,4.060403,6.056042,5.658445
13/03/2014,4.932797,4.126407,6.121267,5.714613
14/03/2014,4.9026,4.117592,6.086349,5.724197
17/03/2014,4.961218,4.196066,6.134444,5.877321
18/03/2014,4.979336,4.193486,6.115338,5.900055
19/03/2014,4.925692,4.162311,6.06856,5.862164
20/03/2014,4.8486,4.084053,5.978958,5.685637
21/03/2014,4.950915,4.107702,6.080419,5.730661
24/03/2014,4.969034,4.075668,6.076466,5.728209
25/03/2014,4.932442,4.069218,6.059995,5.72598
26/03/2014,4.959086,4.082333,6.060654,5.79931
27/03/2014,4.873468,3.99999,5.996747,5.769443
28/03/2014,4.827995,3.926461,5.931522,5.652873
31/03/2014,4.830127,3.922806,5.944699,5.643066
01/04/2014,4.90331,3.99483,6.00663,5.68742
02/04/2014,4.898337,3.96645,6.003994,5.672487
03/04/2014,4.877376,3.97161,6.00663,5.647078
04/04/2014,4.92356,4.012459,6.066584,5.711715
08/04/2014,4.97081,4.046214,6.161457,5.777913
09/04/2014,4.973652,4.084483,6.180563,5.829177
10/04/2014,4.979691,4.120817,6.277412,5.825834
11/04/2014,4.968678,4.087708,6.274777,5.830291
14/04/2014,4.968678,4.102113,6.271483,5.856369
15/04/2014,4.907218,4.067068,6.205599,5.821376
16/04/2014,4.91681,4.053309,6.190445,5.795298
17/04/2014,4.894429,4.055029,6.183198,5.818924
18/04/2014,4.888745,4.064273,6.203622,5.847231
21/04/2014,4.826574,4.041054,6.133126,5.826948
22/04/2014,4.812364,3.98666,6.123903,5.752949
23/04/2014,4.812719,3.97849,6.110067,5.715727
24/04/2014,4.792824,3.960001,6.085031,5.66112
25/04/2014,4.720706,3.929041,6.009924,5.549676
28/04/2014,4.638996,3.860888,5.891333,5.373149
29/04/2014,4.689443,3.915067,5.951946,5.411263
30/04/2014,4.713956,3.961076,5.997406,5.4311
05/05/2014,4.708983,3.99268,6.009265,5.465647
06/05/2014,4.735627,3.99698,6.0231,5.491502
07/05/2014,4.689799,3.930331,5.96117,5.418618
08/05/2014,4.673812,3.908832,5.957217,5.396106
09/05/2014,4.639352,3.865618,5.948652,5.344619
12/05/2014,4.691575,3.909047,6.0231,5.433997
13/05/2014,4.693706,3.904317,6.023759,5.419287
14/05/2014,4.716798,3.916787,6.026395,5.430431
15/05/2014,4.660312,3.868628,5.958534,5.337041
16/05/2014,4.646457,3.822834,5.936134,5.308735
19/05/2014,4.607733,3.824553,5.884086,5.28288
20/05/2014,4.610575,3.824123,5.873544,5.299596
21/05/2014,4.654272,3.844763,5.940087,5.34618
22/05/2014,4.675943,3.867768,5.949311,5.373818
23/05/2014,4.739535,3.899802,6.009924,5.429094
26/05/2014,4.75268,3.957851,6.058019,5.505321
27/05/2014,4.739535,3.933986,6.048795,5.471888
28/05/2014,4.797087,3.98494,6.095573,5.534297
29/05/2014,4.765114,3.963226,6.081737,5.516466
30/05/2014,4.77293,3.966235,6.081078,5.49596
03/06/2014,4.765114,3.951616,6.059995,5.472334
04/06/2014,4.712535,3.929471,6.019806,5.435335
05/06/2014,4.764403,3.955701,6.090961,5.47746
06/06/2014,4.753746,3.949036,6.08569,5.484593
09/06/2014,4.751969,3.914637,6.106773,5.462527
10/06/2014,4.806324,3.950756,6.156186,5.50911
11/06/2014,4.832969,3.96731,6.169363,5.531622
12/06/2014,4.818758,3.956131,6.169363,5.568844
13/06/2014,4.872758,4.000205,6.231952,5.621
16/06/2014,4.868495,4.012889,6.259623,5.635042
17/06/2014,4.824798,3.98107,6.202963,5.574639
18/06/2014,4.781101,3.967955,6.179245,5.560152
19/06/2014,4.714312,3.898082,6.101502,5.494623
20/06/2014,4.740601,3.926891,6.139715,5.540092
23/06/2014,4.777903,3.939576,6.162774,5.581549
24/06/2014,4.804193,3.9729,6.215481,5.62791
25/06/2014,4.778259,3.973115,6.201646,5.609856
26/06/2014,4.812719,4.007085,6.257647,5.672264
27/06/2014,4.824798,4.00816,6.262918,5.716619
30/06/2014,4.856416,4.040409,6.299154,5.76075
01/07/2014,4.8621,4.045784,6.287295,5.764317
02/07/2014,4.871692,4.060833,6.290589,5.790394
03/07/2014,4.924271,4.092438,6.345272,5.84255
04/07/2014,4.929244,4.066208,6.326166,5.796635
07/07/2014,4.914323,4.052449,6.322872,5.773232
08/07/2014,4.943455,4.065348,6.347908,5.7661
09/07/2014,4.863876,4.028584,6.240517,5.671818
10/07/2014,4.842561,3.99698,6.215481,5.641951
11/07/2014,4.876666,4.006225,6.253035,5.691432
14/07/2014,4.931021,4.022349,6.343955,5.755847
15/07/2014,4.915389,4.002785,6.365038,5.760305
16/07/2014,4.894784,3.990706,6.300471,5.716173
17/07/2014,4.866363,3.974888,6.281427,5.660451
18/07/2014,4.88981,3.984666,6.316796,5.680957
21/07/2014,4.893718,3.983803,6.318836,5.681403
22/07/2014,4.942744,4.018027,6.402498,5.75451
23/07/2014,4.937771,3.976038,6.383453,5.68118
24/07/2014,5.02552,3.9746,6.414741,5.7028
25/07/2014,5.047191,4.011125,6.447389,5.751166
28/07/2014,5.109006,4.066631,6.573222,5.83787
29/07/2014,5.116112,4.09913,6.584785,5.886459
