,富国天惠,兴全全球视野,兴全趋势,汇添富优势精选
Date,161005.OF,340006.OF,163402.OF,519008.OF
23/04/2010,4.319595,3.365,6.342445,5.205149
26/04/2010,4.30244,3.3592,6.333857,5.194226
27/04/2010,4.223713,3.3157,6.256566,5.106429
28/04/2010,4.224632,3.3119,6.23939,5.102926
29/04/2010,4.129363,3.2613,6.142061,4.979887
30/04/2010,4.111595,3.2442,6.104846,4.943614
04/05/2010,4.071772,3.2315,6.086526,4.935782
05/05/2010,4.148968,3.261,6.12832,5.022961
06/05/2010,4.008668,3.1607,5.948547,4.889411
07/05/2010,3.951383,3.1268,5.888432,4.834177
10/05/2010,3.94495,3.1298,5.884996,4.765341
11/05/2010,3.872656,3.0792,5.79282,4.656523
12/05/2010,3.858258,3.0807,5.778507,4.601289
13/05/2010,3.946482,3.1459,5.889004,4.727626
14/05/2010,3.94495,3.1493,5.900455,4.741846
17/05/2010,3.760232,3.0311,5.711521,4.573672
18/05/2010,3.836202,3.0698,5.775644,4.62128
19/05/2010,3.853663,3.0678,5.780797,4.642508
20/05/2010,3.827319,3.0348,5.731559,4.603762
21/05/2010,3.915849,3.068,5.784232,4.669713
24/05/2010,4.045121,3.1576,5.922211,4.798729
25/05/2010,3.967619,3.1093,5.844347,4.755655
26/05/2010,3.959348,3.1102,5.832897,4.742877
27/05/2010,4.018776,3.1552,5.907897,4.78863
28/05/2010,4.016326,3.1601,5.921638,4.820163
31/05/2010,3.936679,3.1094,5.822019,4.757097
01/06/2010,3.906659,3.0781,5.768774,4.71629
02/06/2010,3.937905,3.0863,5.791102,4.721855
03/06/2010,3.931778,3.0796,5.779079,4.714229
04/06/2010,3.947707,3.0854,5.79282,4.742671
07/06/2010,3.934229,3.0493,5.75217,4.749884
08/06/2010,3.959654,3.0459,5.75446,4.769051
09/06/2010,4.044815,3.1258,5.867821,4.853756
10/06/2010,4.04604,3.1073,5.840339,4.84984
11/06/2010,4.039607,3.1022,5.830606,4.831292
17/06/2010,3.973133,3.0774,5.769919,4.761631
18/06/2010,3.878783,3.0161,5.673734,4.64292
21/06/2010,3.977728,3.0845,5.771636,4.742877
22/06/2010,3.985386,3.0853,5.776216,4.756685
23/06/2010,3.9667,3.067,5.746445,4.754624
24/06/2010,3.979566,3.0732,5.744155,4.769257
25/06/2010,3.944338,3.0549,5.708658,4.719176
28/06/2010,3.904514,3.0376,5.668009,4.674659
29/06/2010,3.740933,2.9402,5.500259,4.526064
30/06/2010,3.739401,2.9238,5.472778,4.528537
01/07/2010,3.672008,2.8859,5.40751,4.474334
02/07/2010,3.659142,2.88,5.406365,4.414154
05/07/2010,3.672314,2.8593,5.365715,4.415185
06/07/2010,3.736338,2.9221,5.449304,4.493913
07/07/2010,3.765746,2.9426,5.481365,4.517614
08/07/2010,3.780143,2.9453,5.472205,4.531423
09/07/2010,3.874188,3.0172,5.594726,4.61551
12/07/2010,3.904514,3.0429,5.6411,4.622517
13/07/2010,3.852438,3.0079,5.589573,4.58171
14/07/2010,3.853663,3.0287,5.614192,4.593664
15/07/2010,3.803425,2.9821,5.546633,4.525446
16/07/2010,3.815678,2.99,5.565527,4.525446
19/07/2010,3.894405,3.0498,5.661711,4.581916
20/07/2010,3.958735,3.1005,5.755033,4.654256
21/07/2010,3.971295,3.1046,5.762476,4.67198
22/07/2010,4.015407,3.1383,5.812858,4.70207
23/07/2010,4.032561,3.1575,5.850645,4.716703
26/07/2010,4.063501,3.1759,5.874118,4.756479
27/07/2010,4.064726,3.168,5.85637,4.777295
28/07/2010,4.135489,3.2297,5.957707,4.84407
29/07/2010,4.133039,3.2326,5.95599,4.829437
30/07/2010,4.133039,3.2225,5.943394,4.820575
02/08/2010,4.203189,3.2768,6.031563,4.895387
03/08/2010,4.163672,3.2244,5.951409,4.841803
04/08/2010,4.182971,3.2298,5.949119,4.872511
05/08/2010,4.188485,3.2232,5.937096,4.91373
06/08/2010,4.245769,3.2659,6.004654,4.972879
09/08/2010,4.282529,3.2845,6.042441,5.005855
10/08/2010,4.152031,3.2023,5.90847,4.903837
11/08/2010,4.201351,3.2162,5.926218,4.92589
12/08/2010,4.172249,3.1811,5.872973,4.884464
13/08/2010,4.247607,3.2129,5.927936,4.941965
16/08/2010,4.341957,3.2752,6.030418,5.033884
17/08/2010,4.391583,3.2839,6.059044,5.066447
18/08/2010,4.375041,3.2686,6.037288,5.057791
19/08/2010,4.367077,3.2752,6.055609,5.067889
20/08/2010,4.292025,3.222,5.964005,4.976795
23/08/2010,4.319901,3.2317,5.976028,4.99658
24/08/2010,4.367383,3.2437,6.001219,5.040479
25/08/2010,4.294169,3.1896,5.91534,4.986894
26/08/2010,4.33001,3.1992,5.927363,5.000908
27/08/2010,4.383925,3.2159,5.95599,5.028113
30/08/2010,4.491448,3.2899,6.069922,5.14229
31/08/2010,4.501863,3.2937,6.075648,5.141672
01/09/2010,4.463265,3.2679,6.052747,5.086026
02/09/2010,4.541686,3.3249,6.12603,5.142908
03/09/2010,4.581816,3.342,6.144923,5.159396
06/09/2010,4.577221,3.3696,6.198168,5.155892
07/09/2010,4.578752,3.3656,6.195878,5.153213
08/09/2010,4.579365,3.3739,6.197023,5.183303
09/09/2010,4.538623,3.3245,6.125457,5.147442
10/09/2010,4.584573,3.364,6.171832,5.211126
13/09/2010,4.64247,3.3967,6.201031,5.272748
14/09/2010,4.647677,3.4159,6.234237,5.284084
15/09/2010,4.570788,3.3772,6.151221,5.205561
16/09/2010,4.487772,3.3206,6.045876,5.107048
17/09/2010,4.525144,3.3376,6.076793,5.141672
20/09/2010,4.513504,3.3376,6.077938,5.104368
21/09/2010,4.517486,3.3378,6.093396,5.10375
27/09/2010,4.587023,3.4045,6.167824,5.21937
28/09/2010,4.572626,3.3915,6.122595,5.221843
29/09/2010,4.514729,3.3646,6.07622,5.188249
30/09/2010,4.587942,3.4319,6.160381,5.265535
08/10/2010,4.701592,3.5314,6.307521,5.39249
11/10/2010,4.693321,3.5619,6.34359,5.349828
12/10/2010,4.693321,3.5957,6.342445,5.364667
13/10/2010,4.739883,3.6572,6.39798,5.392284
14/10/2010,4.658092,3.6377,6.33901,5.294595
15/10/2010,4.714764,3.7098,6.441492,5.32386
18/10/2010,4.672184,3.655,6.408285,5.2204
19/10/2010,4.806051,3.7365,6.525081,5.384658
20/10/2010,4.876201,3.7767,6.630989,5.421343
21/10/2010,4.831783,3.7427,6.573109,5.441335
22/10/2010,4.838522,3.7663,6.595276,5.477607
25/10/2010,4.953397,3.8612,6.743055,5.632179
26/10/2010,4.934711,3.8294,6.714115,5.598379
27/10/2010,4.88386,3.7698,6.608822,5.53449
28/10/2010,4.906528,3.7613,6.605744,5.527895
29/10/2010,4.93808,3.7508,6.58604,5.558397
01/11/2010,5.074705,3.8195,6.695027,5.721006
02/11/2010,5.028449,3.805,6.653772,5.687619
03/11/2010,4.976985,3.7752,6.64823,5.603532
04/11/2010,5.026917,3.8209,6.727662,5.711526
05/11/2010,5.104725,3.8424,6.760912,5.782629
08/11/2010,5.166604,3.8824,6.835418,5.841366
09/11/2010,5.184065,3.8728,6.825566,5.89289
10/11/2010,5.246864,3.8445,6.832339,5.924629
11/11/2010,5.23461,3.8539,6.844038,5.943796
12/11/2010,5.043152,3.6576,6.539859,5.662063
15/11/2010,5.134133,3.6995,6.65254,5.77624
16/11/2010,5.02416,3.5537,6.4672,5.580037
17/11/2010,4.823818,3.4799,6.300948,5.415367
18/11/2010,4.899789,3.5248,6.370528,5.49595
19/11/2010,5.033656,3.5618,6.472742,5.641866
22/11/2010,5.110546,3.5739,6.49183,5.684733
23/11/2010,5.074705,3.5184,6.43395,5.659178
24/11/2010,5.198157,3.5945,6.57434,5.790048
25/11/2010,5.231547,3.6421,6.624832,5.814161
26/11/2010,5.197544,3.6059,6.602049,5.792315
29/11/2010,5.219294,3.6032,6.613748,5.811688
30/11/2010,5.127394,3.5536,6.499835,5.716678
01/12/2010,5.109014,3.5459,6.475205,5.665567
02/12/2010,5.127088,3.5767,6.493062,5.647018
03/12/2010,5.140566,3.6137,6.517692,5.591784
06/12/2010,5.115447,3.6539,6.553405,5.54026
07/12/2010,5.215311,3.7388,6.667318,5.670925
08/12/2010,5.273821,3.7326,6.651309,5.660002
09/12/2010,5.191417,3.6729,6.571262,5.579006
10/12/2010,5.25636,3.6723,6.605744,5.655468
13/12/2010,5.415653,3.7764,6.749829,5.80262
14/12/2010,5.446592,3.7924,6.749829,5.855381
15/12/2010,5.395435,3.7568,6.727662,5.818902
16/12/2010,5.379506,3.7497,6.711652,5.816222
17/12/2010,5.36327,3.762,6.707342,5.794788
20/12/2010,5.317933,3.7209,6.605128,5.701221
21/12/2010,5.373073,3.8214,6.69318,5.762431
22/12/2010,5.320996,3.8088,6.640841,5.737288
23/12/2010,5.255747,3.7706,6.596507,5.670101
24/12/2010,5.219294,3.7634,6.568183,5.585189
27/12/2010,5.134746,3.7035,6.468432,5.465242
28/12/2010,5.065821,3.6218,6.387769,5.397848
29/12/2010,5.131989,3.6394,6.431487,5.472661
30/12/2010,5.174263,3.6327,6.440107,5.499454
31/12/2010,5.336925,3.6931,6.547248,5.607241
04/01/2011,5.395129,3.7757,6.622369,5.704519
05/01/2011,5.389615,3.7545,6.581729,5.672574
06/01/2011,5.333249,3.7543,6.553405,5.629912
07/01/2011,5.322528,3.752,6.57003,5.570556
10/01/2011,5.199076,3.6789,6.455501,5.431854
11/01/2011,5.174263,3.71,6.465969,5.383628
12/01/2011,5.181308,3.752,6.480747,5.397024
13/01/2011,5.18284,3.7357,6.493678,5.451433
14/01/2011,5.097067,3.7084,6.435181,5.347149
17/01/2011,4.926133,3.5551,6.235063,5.185158
18/01/2011,4.956767,3.5606,6.253536,5.192577
19/01/2011,5.058469,3.6315,6.342204,5.296449
20/01/2011,4.905303,3.5244,6.178415,5.152389
21/01/2011,4.914799,3.5614,6.19935,5.12065
24/01/2011,4.785833,3.5305,6.120534,4.967109
25/01/2011,4.743253,3.5253,6.113145,4.941759
26/01/2011,4.823203,3.5503,6.158095,5.006267
27/01/2011,4.887939,3.5533,6.222133,5.063561
28/01/2011,4.923221,3.5598,6.239989,5.086438
31/01/2011,4.967889,3.5936,6.308337,5.109521
01/02/2011,4.976952,3.6056,6.318805,5.117765
09/02/2011,4.925163,3.5795,6.267082,5.069126
10/02/2011,5.029065,3.6519,6.369912,5.20721
11/02/2011,5.084739,3.6757,6.4007,5.245132
14/02/2011,5.202559,3.7501,6.520155,5.350034
15/02/2011,5.185728,3.7449,6.509687,5.316441
16/02/2011,5.211946,3.7498,6.53678,5.341172
17/02/2011,5.224893,3.7258,6.52077,5.337462
18/02/2011,5.167925,3.7036,6.489367,5.311288
21/02/2011,5.212593,3.7727,6.543553,5.394963
22/02/2011,5.09542,3.6742,6.40932,5.281198
23/02/2011,5.109986,3.6982,6.424714,5.311494
24/02/2011,5.118402,3.6994,6.437029,5.331898
25/02/2011,5.133291,3.7129,6.451191,5.321593
28/02/2011,5.203854,3.757,6.500451,5.373735
01/03/2011,5.223275,3.7777,6.538011,5.399909
02/03/2011,5.215507,3.7818,6.539859,5.400322
03/03/2011,5.182167,3.7762,6.518923,5.323448
04/03/2011,5.227807,3.8172,6.563257,5.372499
07/03/2011,5.271828,3.8299,6.630989,5.452876
08/03/2011,5.265678,3.8331,6.618674,5.470806
09/03/2011,5.290277,3.8461,6.645767,5.481317
10/03/2011,5.242049,3.8094,6.59897,5.437625
11/03/2011,5.21227,3.7784,6.557715,5.398261
14/03/2011,5.25888,3.8152,6.629758,5.443951
15/03/2011,5.180873,3.7253,6.501066,5.368092
16/03/2011,5.225217,3.7529,6.546016,5.434551
17/03/2011,5.148181,3.6981,6.477052,5.367873
18/03/2011,5.161775,3.6594,6.445033,5.353226
21/03/2011,5.114194,3.6564,6.40932,5.316717
22/03/2011,5.120667,3.6731,6.422251,5.337486
23/03/2011,5.173428,3.7213,6.473358,5.383176
24/03/2011,5.166307,3.7119,6.461043,5.38733
25/03/2011,5.198675,3.7658,6.501066,5.431927
28/03/2011,5.136852,3.749,6.448112,5.375087
29/03/2011,5.076647,3.7287,6.401931,5.298354
30/03/2011,5.034568,3.7264,6.392079,5.283051
31/03/2011,5.007702,3.7035,6.353903,5.240858
01/04/2011,5.062081,3.7457,6.416093,5.300977
06/04/2011,5.02777,3.7495,6.431487,5.264687
07/04/2011,5.032302,3.7506,6.438876,5.281739
08/04/2011,5.089918,3.762,6.479515,5.337923
11/04/2011,5.053341,3.7358,6.456117,5.322183
12/04/2011,5.068878,3.7488,6.45427,5.291139
13/04/2011,5.125846,3.7768,6.542322,5.3952
14/04/2011,5.106749,3.7648,6.528775,5.373557
15/04/2011,5.133615,3.7785,6.530007,5.349291
18/04/2011,5.165983,3.7875,6.536164,5.351914
19/04/2011,5.117431,3.7347,6.476437,5.288079
20/04/2011,5.128436,3.6639,6.45858,5.330271
21/04/2011,5.147209,3.6854,6.4789,5.376618
22/04/2011,5.104483,3.6948,6.460427,5.323713
25/04/2011,5.122286,3.6389,6.414862,5.290921
26/04/2011,5.077618,3.6276,6.396389,5.245011
27/04/2011,5.060786,3.6136,6.359444,5.216373
28/04/2011,4.964976,3.5414,6.266467,5.118652
29/04/2011,5.01547,3.5761,6.301564,5.162594
03/05/2011,5.07341,3.5907,6.334815,5.202382
04/05/2011,5.007702,3.5087,6.210433,5.076459
05/05/2011,5.031655,3.5265,6.236911,5.078208
06/05/2011,5.059168,3.5574,6.275703,5.082581
09/05/2011,5.072762,3.5557,6.273856,5.099195
10/05/2011,5.080207,3.5853,6.313879,5.113624
11/05/2011,5.089594,3.5853,6.308953,5.124555
12/05/2011,5.065641,3.5701,6.260309,5.064654
13/05/2011,5.078265,3.5915,6.27755,5.094167
16/05/2011,5.063376,3.5837,6.250457,5.073617
17/05/2011,5.037481,3.586,6.258462,5.088702
18/05/2011,5.076323,3.6051,6.303411,5.130894
19/05/2011,5.07341,3.5818,6.294791,5.108596
20/05/2011,5.065318,3.5654,6.293559,5.0922
23/05/2011,4.949439,3.4781,6.14147,4.963435
24/05/2011,4.958179,3.4771,6.133465,4.971087
25/05/2011,4.91966,3.4536,6.079279,4.944853
26/05/2011,4.888263,3.4336,6.064501,4.898944
27/05/2011,4.850068,3.4179,6.03433,4.843853
30/05/2011,4.834532,3.4058,6.041719,4.802316
31/05/2011,4.868195,3.43,6.094057,4.87118
01/06/2011,4.908979,3.461,6.115608,4.894134
02/06/2011,4.841005,3.4232,6.03864,4.834015
03/06/2011,4.915776,3.4602,6.10083,4.89173
07/06/2011,4.931637,3.4729,6.114377,4.914684
08/06/2011,4.967889,3.4854,6.090978,4.904409
09/06/2011,4.877905,3.4294,6.001695,4.845602
10/06/2011,4.886645,3.4514,6.030019,4.853472
13/06/2011,4.874992,3.4489,5.998,4.841011
14/06/2011,4.921926,3.4912,6.054649,4.894134
15/06/2011,4.881789,3.4732,6.017089,4.859812
16/06/2011,4.812521,3.4584,5.978912,4.794665
17/06/2011,4.762998,3.4391,5.946893,4.76231
20/06/2011,4.719624,3.3929,5.887166,4.733671
21/06/2011,4.760084,3.4151,5.927805,4.783297
22/06/2011,4.750374,3.4213,5.933347,4.79226
23/06/2011,4.825468,3.4608,6.004158,4.870305
24/06/2011,4.919984,3.5307,6.120534,4.954035
27/06/2011,4.953971,3.5367,6.131618,4.991637
28/06/2011,4.953647,3.5459,6.130386,4.997977
29/06/2011,4.908979,3.531,6.091594,4.928894
30/06/2011,4.972421,3.5663,6.160558,5.00847
01/07/2011,4.994755,3.6074,6.198734,5.029894
04/07/2011,5.087328,3.6506,6.29787,5.13002
05/07/2011,5.102218,3.655,6.308337,5.140951
06/07/2011,5.100923,3.6744,6.311416,5.1427
07/07/2011,5.132967,3.7117,6.349592,5.173306
08/07/2011,5.145915,3.7104,6.355134,5.184455
11/07/2011,5.175046,3.7325,6.363755,5.223587
12/07/2011,5.120667,3.7002,6.289865,5.163687
13/07/2011,5.190907,3.7418,6.371759,5.224462
14/07/2011,5.199646,3.7375,6.374222,5.220089
15/07/2011,5.241401,3.7599,6.41363,5.258784
18/07/2011,5.230396,3.7589,6.417325,5.255942
19/07/2011,5.181196,3.7225,6.36006,5.226211
20/07/2011,5.186699,3.7436,6.36437,5.225336
21/07/2011,5.164041,3.7362,6.337893,5.20107
22/07/2011,5.177636,3.7516,6.369296,5.218778
25/07/2011,5.055283,3.6825,6.237526,5.075148
26/07/2011,5.054312,3.7168,6.265235,5.071213
27/07/2011,5.130378,3.7399,6.310185,5.120401
28/07/2011,5.130054,3.7422,6.292944,5.114936
29/07/2011,5.109015,3.7207,6.270777,5.098102
01/08/2011,5.100923,3.7282,6.267082,5.100944
02/08/2011,5.101246,3.6956,6.235679,5.102912
03/08/2011,5.129083,3.6884,6.217822,5.10641
04/08/2011,5.132967,3.7193,6.240605,5.120401
05/08/2011,5.082473,3.6932,6.155632,5.058751
08/08/2011,4.992489,3.5773,5.986917,4.947039
09/08/2011,5.038128,3.5998,6.017704,4.947039
10/08/2011,5.094449,3.6375,6.065733,4.996883
11/08/2011,5.21227,3.723,6.183956,5.092418
12/08/2011,5.21842,3.7421,6.194424,5.105535
15/08/2011,5.26503,3.7547,6.247994,5.151226
16/08/2011,5.215507,3.7383,6.20797,5.113624
17/08/2011,5.201588,3.7406,6.195656,5.084111
18/08/2011,5.122933,3.6882,6.114377,5.007814
19/08/2011,5.106749,3.6653,6.079895,4.980487
22/08/2011,5.044278,3.6198,6.014626,4.933922
23/08/2011,5.090889,3.6605,6.073122,4.99273
24/08/2011,5.109986,3.6646,6.074969,4.985297
25/08/2011,5.20612,3.7239,6.188882,5.07318
26/08/2011,5.209357,3.7261,6.178415,5.072087
29/08/2011,5.188965,3.6792,6.108835,5.035141
30/08/2011,5.155302,3.6546,6.084205,5.013717
31/08/2011,5.120991,3.6498,6.091594,5.009782
01/09/2011,5.075676,3.6232,6.06758,4.979176
02/09/2011,5.029065,3.574,6.003542,4.948351
05/09/2011,4.945879,3.5156,5.921032,4.868338
06/09/2011,4.90736,3.4765,5.863767,4.823085
07/09/2011,4.99961,3.5287,5.949356,4.898944
08/09/2011,4.946202,3.5126,5.925958,4.867026
09/09/2011,4.923868,3.4959,5.906254,4.848225
13/09/2011,4.867547,3.4673,5.846526,4.778487
14/09/2011,4.883408,3.4843,5.863767,4.799037
15/09/2011,4.900239,3.4898,5.866846,4.801223
16/09/2011,4.905095,3.4959,5.876698,4.821554
19/09/2011,4.815758,3.4539,5.805271,4.759249
20/09/2011,4.827734,3.4617,5.810197,4.763403
21/09/2011,4.940052,3.5239,5.914259,4.863966
22/09/2011,4.810579,3.4446,5.796651,4.743727
23/09/2011,4.770442,3.4186,5.748623,4.696288
26/09/2011,4.676898,3.3663,5.644561,4.604688
27/09/2011,4.6947,3.3826,5.672886,4.625019
28/09/2011,4.645824,3.3509,5.629783,4.579329
29/09/2011,4.576232,3.3021,5.579292,4.520959
30/09/2011,4.547101,3.3062,5.592838,4.525331
10/10/2011,4.492398,3.2856,5.568208,4.49079
11/10/2011,4.446435,3.277,5.558972,4.454062
12/10/2011,4.580117,3.3586,5.677196,4.564682
13/10/2011,4.607306,3.3971,5.714141,4.586762
14/10/2011,4.563285,3.3958,5.708599,4.570366
17/10/2011,4.60763,3.4044,5.738771,4.604469
18/10/2011,4.516675,3.3181,5.635941,4.524894
19/10/2011,4.490133,3.3146,5.632862,4.497348
20/10/2011,4.351596,3.2494,5.541115,4.396785
21/10/2011,4.31502,3.2242,5.525722,4.384761
24/10/2011,4.396265,3.2665,5.619931,4.446629
25/10/2011,4.508259,3.3247,5.689511,4.522707
26/10/2011,4.554222,3.3499,5.727687,4.564463
27/10/2011,4.555193,3.3588,5.748623,4.578017
28/10/2011,4.641616,3.4159,5.820049,4.652128
31/10/2011,4.668806,3.4297,5.815123,4.648192
01/11/2011,4.686285,3.4434,5.831133,4.659123
02/11/2011,4.781448,3.4803,5.901328,4.718805
03/11/2011,4.77724,3.4955,5.917337,4.739136
04/11/2011,4.797955,3.4973,5.924111,4.756626
07/11/2011,4.754258,3.4765,5.893323,4.719024
08/11/2011,4.706029,3.4706,5.887166,4.699348
09/11/2011,4.749079,3.4946,5.921648,4.73389
10/11/2011,4.699879,3.4757,5.869925,4.690385
11/11/2011,4.702469,3.4787,5.860689,4.68339
14/11/2011,4.785979,3.5406,5.945046,4.759249
15/11/2011,4.789863,3.5409,5.948741,4.755532
16/11/2011,4.693729,3.4721,5.839753,4.658467
17/11/2011,4.691464,3.4691,5.833596,4.657812
18/11/2011,4.608277,3.4075,5.753549,4.598567
21/11/2011,4.60148,3.4132,5.753549,4.588729
22/11/2011,4.617016,3.4276,5.753549,4.598785
23/11/2011,4.594035,3.4297,5.738771,4.601409
24/11/2011,4.633848,3.4332,5.751086,4.616275
25/11/2011,4.616045,3.4214,5.728919,4.613214
28/11/2011,4.627698,3.4323,5.739386,4.627643
29/11/2011,4.683048,3.4588,5.786183,4.671584
30/11/2011,4.56814,3.3835,5.697515,4.5649
01/12/2011,4.637732,3.4387,5.777563,4.640978
02/12/2011,4.571701,3.4116,5.738771,4.596162
05/12/2011,4.483983,3.3526,5.659955,4.523363
06/12/2011,4.477185,3.3403,5.6187,4.515712
07/12/2011,4.500491,3.355,5.635325,4.529485
08/12/2011,4.422807,3.3535,5.635941,4.519647
09/12/2011,4.362278,3.3361,5.600843,4.485324
12/12/2011,4.276178,3.3119,5.572519,4.44969
13/12/2011,4.194934,3.2525,5.493087,4.38345
14/12/2011,4.124047,3.2266,5.462916,4.341694
15/12/2011,4.048629,3.1859,5.400109,4.283761
16/12/2011,4.117573,3.2419,5.465378,4.363337
19/12/2011,4.12955,3.2387,5.460453,4.371207
20/12/2011,4.119839,3.2395,5.455841,4.3723
21/12/2011,4.045716,3.1863,5.399839,4.323986
22/12/2011,4.052513,3.1759,5.384027,4.332294
23/12/2011,4.078408,3.1934,5.394569,4.34869
26/12/2011,4.028884,3.1646,5.345815,4.30125
27/12/2011,3.940842,3.1192,5.275978,4.227359
28/12/2011,3.911387,3.1111,5.266095,4.194129
29/12/2011,3.919156,3.133,5.295743,4.188226
30/12/2011,3.987129,3.1803,5.358991,4.243973
04/01/2012,3.891643,3.1084,5.24633,4.154778
05/01/2012,3.771556,3.0716,5.194941,4.065365
06/01/2012,3.756019,3.0701,5.208776,4.050062
09/01/2012,3.853124,3.1412,5.321438,4.132698
10/01/2012,3.972563,3.2304,5.454523,4.24288
11/01/2012,3.975476,3.219,5.434758,4.231294
12/01/2012,3.94764,3.2114,5.415652,4.213367
13/01/2012,3.82108,3.1503,5.32012,4.131387
16/01/2012,3.668949,3.0758,5.220635,4.026014
17/01/2012,3.811045,3.1743,5.360309,4.154123
18/01/2012,3.707143,3.1115,5.261483,4.061648
19/01/2012,3.746632,3.1504,5.34252,4.120456
20/01/2012,3.840177,3.2033,5.429487,4.202874
30/01/2012,3.802953,3.1597,5.35965,4.153029
31/01/2012,3.797127,3.1617,5.360309,4.151062
01/02/2012,3.768967,3.142,5.33132,4.125484
02/02/2012,3.82464,3.1886,5.408404,4.19085
03/02/2012,3.875782,3.2221,5.448593,4.232387
06/02/2012,3.89844,3.2296,5.471653,4.24769
07/02/2012,3.846327,3.2021,5.407745,4.210088
08/02/2012,3.918832,3.2529,5.48483,4.274579
09/02/2012,3.949906,3.26,5.488124,4.283761
10/02/2012,3.98454,3.2709,5.494053,4.290101
13/02/2012,4.013024,3.2749,5.51843,4.303437
14/02/2012,4.016584,3.2678,5.498665,4.306497
15/02/2012,4.046687,3.2906,5.536219,4.332512
16/02/2012,4.028561,3.2744,5.515136,4.322456
17/02/2012,4.017232,3.2789,5.520407,4.318302
20/02/2012,4.026618,3.2774,5.514477,4.31546
21/02/2012,4.078084,3.2959,5.530948,4.345629
22/02/2012,4.159329,3.3382,5.574432,4.408153
23/02/2012,4.184899,3.345,5.585632,4.417772
24/02/2012,4.240573,3.3842,5.634386,4.472207
27/02/2012,4.252549,3.3937,5.658104,4.487729
28/02/2012,4.248018,3.3906,5.661398,4.476361
29/02/2012,4.193963,3.3642,5.617915,4.455811
01/03/2012,4.199142,3.3587,5.598809,4.447941
02/03/2012,4.275531,3.398,5.658763,4.492101
05/03/2012,4.239602,3.3824,5.619233,4.46543
06/03/2012,4.181986,3.3587,5.571796,4.414712
07/03/2012,4.153502,3.3441,5.561914,4.404655
08/03/2012,4.196228,3.3652,5.602762,4.43548
09/03/2012,4.257405,3.406,5.658104,4.479422
12/03/2012,4.283299,3.3992,5.656786,4.507623
13/03/2012,4.314049,3.4316,5.706199,4.547848
14/03/2012,4.195257,3.3649,5.608691,4.460839
15/03/2012,4.191697,3.3604,5.619233,4.474394
16/03/2012,4.24996,3.4083,5.698952,4.550472
19/03/2012,4.263554,3.4037,5.689069,4.542164
20/03/2012,4.186842,3.3747,5.621209,4.477891
21/03/2012,4.147352,3.3652,5.59815,4.456686
22/03/2012,4.157063,3.3709,5.596173,4.456249
23/03/2012,4.122752,3.345,5.56982,4.415367
26/03/2012,4.114013,3.3393,5.583655,4.420396
27/03/2012,4.097181,3.3259,5.538854,4.387166
28/03/2012,4.015937,3.269,5.431464,4.29185
29/03/2012,3.989395,3.2583,5.400498,4.275235
30/03/2012,3.996516,3.2656,5.408404,4.280263
05/04/2012,4.109481,3.308,5.48483,4.360058
06/04/2012,4.134081,3.316,5.509207,4.376891
09/04/2012,4.092002,3.2989,5.482194,4.354811
10/04/2012,4.1234,3.3109,5.509207,4.369896
11/04/2012,4.147352,3.3241,5.513818,4.383887
12/04/2012,4.210147,3.3631,5.585632,4.434387
13/04/2012,4.223741,3.3664,5.593538,4.440945
16/04/2012,4.233452,3.3661,5.582338,4.439852
17/04/2012,4.166126,3.3342,5.539513,4.396129
18/04/2012,4.251578,3.371,5.597491,4.455155
19/04/2012,4.235718,3.3661,5.575749,4.433294
20/04/2012,4.263554,3.3822,5.61528,4.445536
23/04/2012,4.215002,3.3555,5.585632,4.421489
24/04/2012,4.212736,3.3557,5.588267,4.405748
25/04/2012,4.277149,3.3721,5.596832,4.437666
26/04/2012,4.30531,3.3658,5.598809,4.429577
27/04/2012,4.307899,3.3712,5.604738,4.425205
02/05/2012,4.331852,3.4087,5.675234,4.484668
03/05/2012,4.346417,3.4166,5.700929,4.499753
04/05/2012,4.403709,3.4423,5.752318,4.534075
07/05/2012,4.422807,3.4477,5.769448,4.56337
08/05/2012,4.414391,3.4375,5.745071,4.550253
09/05/2012,4.345123,3.3965,5.671281,4.494725
10/05/2012,4.334117,3.393,5.673257,4.492539
11/05/2012,4.30531,3.3883,5.665351,4.48292
14/05/2012,4.293657,3.3759,5.633727,4.469365
15/05/2012,4.292686,3.3786,5.641633,4.461932
16/05/2012,4.22536,3.3456,5.590903,4.404437
17/05/2012,4.260965,3.3756,5.638998,4.432419
18/05/2012,4.195581,3.3458,5.570479,4.390227
21/05/2012,4.224713,3.3526,5.582996,4.420833
22/05/2012,4.291391,3.3974,5.644268,4.480952
23/05/2012,4.288802,3.3836,5.629115,4.496036
24/05/2012,4.245428,3.3422,5.568502,4.446411
25/05/2012,4.191373,3.312,5.531607,4.39919
28/05/2012,4.258699,3.338,5.573773,4.47811
29/05/2012,4.310812,3.3669,5.611326,4.526643
30/05/2012,4.311783,3.3617,5.596173,4.531452
31/05/2012,4.344799,3.3624,5.606715,4.543039
01/06/2012,4.372636,3.3722,5.63175,4.566212
04/06/2012,4.287507,3.3145,5.559278,4.499753
05/06/2012,4.288154,3.3154,5.584314,4.51921
06/06/2012,4.26582,3.3067,5.58102,4.514181
07/06/2012,4.266791,3.2937,5.570479,4.496692
08/06/2012,4.241868,3.2787,5.537537,4.478984
11/06/2012,4.301425,3.2978,5.573773,4.557249
12/06/2012,4.30272,3.2962,5.564549,4.565119
