date,acc_name_ch,nav_adj,acc_code
13/05/2016,兴全全球视野,5.784035,340006.OF
16/05/2016,兴全全球视野,5.84883,340006.OF
17/05/2016,兴全全球视野,5.859754,340006.OF
18/05/2016,兴全全球视野,5.68496,340006.OF
19/05/2016,兴全全球视野,5.707563,340006.OF
20/05/2016,兴全全球视野,5.76746,340006.OF
23/05/2016,兴全全球视野,5.876706,340006.OF
24/05/2016,兴全全球视野,5.830371,340006.OF
25/05/2016,兴全全球视野,5.801741,340006.OF
26/05/2016,兴全全球视野,5.824343,340006.OF
27/05/2016,兴全全球视野,5.817939,340006.OF
30/05/2016,兴全全球视野,5.82585,340006.OF
31/05/2016,兴全全球视野,6.034172,340006.OF
01/06/2016,兴全全球视野,6.099343,340006.OF
02/06/2016,兴全全球视野,6.118932,340006.OF
03/06/2016,兴全全球视野,6.163384,340006.OF
06/06/2016,兴全全球视野,6.205199,340006.OF
07/06/2016,兴全全球视野,6.211603,340006.OF
08/06/2016,兴全全球视野,6.170918,340006.OF
13/06/2016,兴全全球视野,5.929069,340006.OF
14/06/2016,兴全全球视野,5.943761,340006.OF
15/06/2016,兴全全球视野,6.137014,340006.OF
16/06/2016,兴全全球视野,6.125336,340006.OF
17/06/2016,兴全全球视野,6.185233,340006.OF
20/06/2016,兴全全球视野,6.244001,340006.OF
21/06/2016,兴全全球视野,6.183727,340006.OF
22/06/2016,兴全全球视野,6.236843,340006.OF
23/06/2016,兴全全球视野,6.177699,340006.OF
24/06/2016,兴全全球视野,6.131364,340006.OF
27/06/2016,兴全全球视野,6.260953,340006.OF
28/06/2016,兴全全球视野,6.283179,340006.OF
29/06/2016,兴全全球视野,6.286946,340006.OF
30/06/2016,兴全全球视野,6.277151,340006.OF
01/07/2016,兴全全球视野,6.272631,340006.OF
04/07/2016,兴全全球视野,6.363418,340006.OF
05/07/2016,兴全全球视野,6.363042,340006.OF
06/07/2016,兴全全球视野,6.364925,340006.OF
07/07/2016,兴全全球视野,6.425576,340006.OF
08/07/2016,兴全全球视野,6.398829,340006.OF
11/07/2016,兴全全球视野,6.369069,340006.OF
12/07/2016,兴全全球视野,6.412014,340006.OF
13/07/2016,兴全全球视野,6.472288,340006.OF
14/07/2016,兴全全球视野,6.470028,340006.OF
15/07/2016,兴全全球视野,6.45722,340006.OF
18/07/2016,兴全全球视野,6.404857,340006.OF
19/07/2016,兴全全球视野,6.427083,340006.OF
20/07/2016,兴全全球视野,6.419172,340006.OF
21/07/2016,兴全全球视野,6.425576,340006.OF
22/07/2016,兴全全球视野,6.369069,340006.OF
25/07/2016,兴全全球视野,6.386774,340006.OF
26/07/2016,兴全全球视野,6.472288,340006.OF
27/07/2016,兴全全球视野,6.329514,340006.OF
28/07/2016,兴全全球视野,6.321603,340006.OF
29/07/2016,兴全全球视野,6.295987,340006.OF
01/08/2016,兴全全球视野,6.222151,340006.OF
02/08/2016,兴全全球视野,6.284685,340006.OF
03/08/2016,兴全全球视野,6.306535,340006.OF
04/08/2016,兴全全球视野,6.339309,340006.OF
05/08/2016,兴全全球视野,6.320096,340006.OF
08/08/2016,兴全全球视野,6.375473,340006.OF
09/08/2016,兴全全球视野,6.438007,340006.OF
10/08/2016,兴全全球视野,6.410131,340006.OF
11/08/2016,兴全全球视野,6.353247,340006.OF
12/08/2016,兴全全球视野,6.414651,340006.OF
15/08/2016,兴全全球视野,6.531055,340006.OF
16/08/2016,兴全全球视野,6.522014,340006.OF
17/08/2016,兴全全球视野,6.548761,340006.OF
18/08/2016,兴全全球视野,6.526911,340006.OF
19/08/2016,兴全全球视野,6.543487,340006.OF
22/08/2016,兴全全球视野,6.525781,340006.OF
23/08/2016,兴全全球视野,6.527665,340006.OF
24/08/2016,兴全全球视野,6.534445,340006.OF
25/08/2016,兴全全球视野,6.51787,340006.OF
26/08/2016,兴全全球视野,6.562699,340006.OF
29/08/2016,兴全全球视野,6.563076,340006.OF
30/08/2016,兴全全球视野,6.576637,340006.OF
31/08/2016,兴全全球视野,6.547254,340006.OF
01/09/2016,兴全全球视野,6.512973,340006.OF
02/09/2016,兴全全球视野,6.492254,340006.OF
05/09/2016,兴全全球视野,6.501295,340006.OF
06/09/2016,兴全全球视野,6.587562,340006.OF
07/09/2016,兴全全球视野,6.621466,340006.OF
08/09/2016,兴全全球视野,6.607151,340006.OF
09/09/2016,兴全全球视野,6.602254,340006.OF
12/09/2016,兴全全球视野,6.476809,340006.OF
13/09/2016,兴全全球视野,6.501672,340006.OF
14/09/2016,兴全全球视野,6.470404,340006.OF
19/09/2016,兴全全球视野,6.559308,340006.OF
20/09/2016,兴全全球视野,6.564206,340006.OF
21/09/2016,兴全全球视野,6.591329,340006.OF
22/09/2016,兴全全球视野,6.610918,340006.OF
23/09/2016,兴全全球视野,6.609788,340006.OF
26/09/2016,兴全全球视野,6.506192,340006.OF
27/09/2016,兴全全球视野,6.560062,340006.OF
28/09/2016,兴全全球视野,6.574377,340006.OF
29/09/2016,兴全全球视野,6.599993,340006.OF
30/09/2016,兴全全球视野,6.639925,340006.OF
10/10/2016,兴全全球视野,6.768007,340006.OF
11/10/2016,兴全全球视野,6.789479,340006.OF
12/10/2016,兴全全球视野,6.783452,340006.OF
13/10/2016,兴全全球视野,6.779685,340006.OF
14/10/2016,兴全全球视野,6.754069,340006.OF
17/10/2016,兴全全球视野,6.725438,340006.OF
18/10/2016,兴全全球视野,6.809068,340006.OF
19/10/2016,兴全全球视野,6.777048,340006.OF
20/10/2016,兴全全球视野,6.784205,340006.OF
21/10/2016,兴全全球视野,6.756705,340006.OF
24/10/2016,兴全全球视野,6.810952,340006.OF
25/10/2016,兴全全球视野,6.813589,340006.OF
26/10/2016,兴全全球视野,6.784582,340006.OF
27/10/2016,兴全全球视野,6.76763,340006.OF
28/10/2016,兴全全球视野,6.741637,340006.OF
31/10/2016,兴全全球视野,6.723178,340006.OF
01/11/2016,兴全全球视野,6.757082,340006.OF
02/11/2016,兴全全球视野,6.723932,340006.OF
03/11/2016,兴全全球视野,6.73787,340006.OF
04/11/2016,兴全全球视野,6.695301,340006.OF
07/11/2016,兴全全球视野,6.642185,340006.OF
08/11/2016,兴全全球视野,6.705473,340006.OF
09/11/2016,兴全全球视野,6.672699,340006.OF
10/11/2016,兴全全球视野,6.721671,340006.OF
11/11/2016,兴全全球视野,6.703589,340006.OF
14/11/2016,兴全全球视野,6.724308,340006.OF
15/11/2016,兴全全球视野,6.732596,340006.OF
16/11/2016,兴全全球视野,6.758966,340006.OF
17/11/2016,兴全全球视野,6.71376,340006.OF
18/11/2016,兴全全球视野,6.683623,340006.OF
21/11/2016,兴全全球视野,6.687391,340006.OF
22/11/2016,兴全全球视野,6.730712,340006.OF
23/11/2016,兴全全球视野,6.722048,340006.OF
24/11/2016,兴全全球视野,6.702836,340006.OF
25/11/2016,兴全全球视野,6.760096,340006.OF
28/11/2016,兴全全球视野,6.755575,340006.OF
29/11/2016,兴全全球视野,6.721295,340006.OF
30/11/2016,兴全全球视野,6.670438,340006.OF
01/12/2016,兴全全球视野,6.696055,340006.OF
02/12/2016,兴全全球视野,6.638795,340006.OF
05/12/2016,兴全全球视野,6.621843,340006.OF
06/12/2016,兴全全球视野,6.611671,340006.OF
07/12/2016,兴全全球视野,6.645575,340006.OF
08/12/2016,兴全全球视野,6.599993,340006.OF
09/12/2016,兴全全球视野,6.550644,340006.OF
12/12/2016,兴全全球视野,6.320096,340006.OF
13/12/2016,兴全全球视野,6.335918,340006.OF
14/12/2016,兴全全球视野,6.253795,340006.OF
15/12/2016,兴全全球视野,6.250028,340006.OF
16/12/2016,兴全全球视野,6.340062,340006.OF
19/12/2016,兴全全球视野,6.315953,340006.OF
20/12/2016,兴全全球视野,6.305028,340006.OF
21/12/2016,兴全全球视野,6.337802,340006.OF
22/12/2016,兴全全球视野,6.332905,340006.OF
23/12/2016,兴全全球视野,6.298624,340006.OF
26/12/2016,兴全全球视野,6.301261,340006.OF
27/12/2016,兴全全球视野,6.29448,340006.OF
28/12/2016,兴全全球视野,6.277905,340006.OF
29/12/2016,兴全全球视野,6.282425,340006.OF
30/12/2016,兴全全球视野,6.314446,340006.OF
03/01/2017,兴全全球视野,6.335542,340006.OF
04/01/2017,兴全全球视野,6.37472,340006.OF
05/01/2017,兴全全球视野,6.378863,340006.OF
06/01/2017,兴全全球视野,6.345713,340006.OF
09/01/2017,兴全全球视野,6.345713,340006.OF
10/01/2017,兴全全球视野,6.328384,340006.OF
11/01/2017,兴全全球视野,6.262083,340006.OF
12/01/2017,兴全全球视野,6.224788,340006.OF
13/01/2017,兴全全球视野,6.124206,340006.OF
16/01/2017,兴全全球视野,5.986706,340006.OF
17/01/2017,兴全全球视野,6.026638,340006.OF
18/01/2017,兴全全球视野,6.028521,340006.OF
19/01/2017,兴全全球视野,5.999138,340006.OF
20/01/2017,兴全全球视野,6.074857,340006.OF
23/01/2017,兴全全球视野,6.093316,340006.OF
24/01/2017,兴全全球视野,6.064686,340006.OF
25/01/2017,兴全全球视野,6.096706,340006.OF
26/01/2017,兴全全球视野,6.137768,340006.OF
03/02/2017,兴全全球视野,6.112528,340006.OF
06/02/2017,兴全全球视野,6.163007,340006.OF
07/02/2017,兴全全球视野,6.141535,340006.OF
08/02/2017,兴全全球视野,6.158864,340006.OF
09/02/2017,兴全全球视野,6.183727,340006.OF
10/02/2017,兴全全球视野,6.161877,340006.OF
13/02/2017,兴全全球视野,6.207836,340006.OF
14/02/2017,兴全全球视野,6.221775,340006.OF
15/02/2017,兴全全球视野,6.172802,340006.OF
16/02/2017,兴全全球视野,6.180336,340006.OF
17/02/2017,兴全全球视野,6.146809,340006.OF
20/02/2017,兴全全球视野,6.195028,340006.OF
21/02/2017,兴全全球视野,6.231569,340006.OF
22/02/2017,兴全全球视野,6.232699,340006.OF
23/02/2017,兴全全球视野,6.285816,340006.OF
24/02/2017,兴全全球视野,6.323863,340006.OF
27/02/2017,兴全全球视野,6.303898,340006.OF
28/02/2017,兴全全球视野,6.29109,340006.OF
01/03/2017,兴全全球视野,6.29561,340006.OF
02/03/2017,兴全全球视野,6.26698,340006.OF
03/03/2017,兴全全球视野,6.292973,340006.OF
06/03/2017,兴全全球视野,6.330644,340006.OF
07/03/2017,兴全全球视野,6.374343,340006.OF
08/03/2017,兴全全球视野,6.369069,340006.OF
09/03/2017,兴全全球视野,6.331021,340006.OF
10/03/2017,兴全全球视野,6.329137,340006.OF
13/03/2017,兴全全球视野,6.366432,340006.OF
14/03/2017,兴全全球视野,6.332528,340006.OF
15/03/2017,兴全全球视野,6.312562,340006.OF
16/03/2017,兴全全球视野,6.344583,340006.OF
17/03/2017,兴全全球视野,6.285062,340006.OF
20/03/2017,兴全全球视野,6.307665,340006.OF
21/03/2017,兴全全球视野,6.317083,340006.OF
22/03/2017,兴全全球视野,6.32311,340006.OF
23/03/2017,兴全全球视野,6.32311,340006.OF
24/03/2017,兴全全球视野,6.365678,340006.OF
27/03/2017,兴全全球视野,6.319343,340006.OF
28/03/2017,兴全全球视野,6.303521,340006.OF
29/03/2017,兴全全球视野,6.247014,340006.OF
30/03/2017,兴全全球视野,6.140028,340006.OF
31/03/2017,兴全全球视野,6.119686,340006.OF
05/04/2017,兴全全球视野,6.195781,340006.OF
06/04/2017,兴全全球视野,6.21085,340006.OF
07/04/2017,兴全全球视野,6.219514,340006.OF
10/04/2017,兴全全球视野,6.18222,340006.OF
11/04/2017,兴全全球视野,6.221775,340006.OF
12/04/2017,兴全全球视野,6.21085,340006.OF
13/04/2017,兴全全球视野,6.237596,340006.OF
14/04/2017,兴全全球视野,6.168281,340006.OF
17/04/2017,兴全全球视野,6.124583,340006.OF
18/04/2017,兴全全球视野,6.072973,340006.OF
19/04/2017,兴全全球视野,6.047734,340006.OF
20/04/2017,兴全全球视野,6.056398,340006.OF
21/04/2017,兴全全球视野,6.068076,340006.OF
24/04/2017,兴全全球视野,6.01948,340006.OF
25/04/2017,兴全全球视野,6.019104,340006.OF
26/04/2017,兴全全球视野,5.985576,340006.OF
27/04/2017,兴全全球视野,5.976912,340006.OF
28/04/2017,兴全全球视野,6.004788,340006.OF
02/05/2017,兴全全球视野,5.979925,340006.OF
03/05/2017,兴全全球视野,5.955439,340006.OF
04/05/2017,兴全全球视野,5.939617,340006.OF
05/05/2017,兴全全球视野,5.905336,340006.OF
08/05/2017,兴全全球视野,5.866158,340006.OF
09/05/2017,兴全全球视野,5.862015,340006.OF
10/05/2017,兴全全球视野,5.784412,340006.OF
11/05/2017,兴全全球视野,5.76746,340006.OF
12/05/2017,兴全全球视野,5.768213,340006.OF
15/05/2017,兴全全球视野,5.804754,340006.OF
16/05/2017,兴全全球视野,5.914001,340006.OF
17/05/2017,兴全全球视野,5.895542,340006.OF
18/05/2017,兴全全球视野,5.889138,340006.OF
19/05/2017,兴全全球视野,5.850713,340006.OF
22/05/2017,兴全全球视野,5.794583,340006.OF
23/05/2017,兴全全球视野,5.714344,340006.OF
24/05/2017,兴全全球视野,5.731296,340006.OF
25/05/2017,兴全全球视野,5.841672,340006.OF
26/05/2017,兴全全球视野,5.864275,340006.OF
31/05/2017,兴全全球视野,5.774994,340006.OF
01/06/2017,兴全全球视野,5.593796,340006.OF
02/06/2017,兴全全球视野,5.595679,340006.OF
05/06/2017,兴全全球视野,5.66085,340006.OF
06/06/2017,兴全全球视野,5.664994,340006.OF
07/06/2017,兴全全球视野,5.82133,340006.OF
08/06/2017,兴全全球视野,5.831124,340006.OF
09/06/2017,兴全全球视野,5.855234,340006.OF
12/06/2017,兴全全球视野,5.800234,340006.OF
13/06/2017,兴全全球视野,5.875953,340006.OF
14/06/2017,兴全全球视野,5.846193,340006.OF
15/06/2017,兴全全球视野,5.920028,340006.OF
16/06/2017,兴全全球视野,5.90948,340006.OF
19/06/2017,兴全全球视野,5.911364,340006.OF
20/06/2017,兴全全球视野,5.9027,340006.OF
21/06/2017,兴全全球视野,5.911741,340006.OF
22/06/2017,兴全全球视野,5.855234,340006.OF
23/06/2017,兴全全球视野,5.874823,340006.OF
26/06/2017,兴全全球视野,5.975028,340006.OF
27/06/2017,兴全全球视野,5.956946,340006.OF
28/06/2017,兴全全球视野,5.939994,340006.OF
29/06/2017,兴全全球视野,5.956569,340006.OF
30/06/2017,兴全全球视野,5.943008,340006.OF
03/07/2017,兴全全球视野,5.977288,340006.OF
04/07/2017,兴全全球视野,5.974275,340006.OF
05/07/2017,兴全全球视野,5.93811,340006.OF
06/07/2017,兴全全球视野,5.888008,340006.OF
07/07/2017,兴全全球视野,5.859378,340006.OF
10/07/2017,兴全全球视野,5.794583,340006.OF
11/07/2017,兴全全球视野,5.740713,340006.OF
12/07/2017,兴全全球视野,5.726022,340006.OF
13/07/2017,兴全全球视野,5.717734,340006.OF
14/07/2017,兴全全球视野,5.735816,340006.OF
17/07/2017,兴全全球视野,5.504138,340006.OF
18/07/2017,兴全全球视野,5.508659,340006.OF
19/07/2017,兴全全球视野,5.560645,340006.OF
20/07/2017,兴全全球视野,5.596056,340006.OF
21/07/2017,兴全全球视野,5.575714,340006.OF
24/07/2017,兴全全球视野,5.553864,340006.OF
25/07/2017,兴全全球视野,5.565166,340006.OF
26/07/2017,兴全全球视野,5.558385,340006.OF
27/07/2017,兴全全球视野,5.698522,340006.OF
28/07/2017,兴全全球视野,5.7377,340006.OF
31/07/2017,兴全全球视野,5.76972,340006.OF
01/08/2017,兴全全球视野,5.775371,340006.OF
02/08/2017,兴全全球视野,5.710953,340006.OF
03/08/2017,兴全全球视野,5.719618,340006.OF
04/08/2017,兴全全球视野,5.683453,340006.OF
07/08/2017,兴全全球视野,5.73883,340006.OF
08/08/2017,兴全全球视野,5.754275,340006.OF
09/08/2017,兴全全球视野,5.785542,340006.OF
10/08/2017,兴全全球视野,5.752391,340006.OF
11/08/2017,兴全全球视野,5.703042,340006.OF
14/08/2017,兴全全球视野,5.828487,340006.OF
15/08/2017,兴全全球视野,5.838658,340006.OF
16/08/2017,兴全全球视野,5.893658,340006.OF
17/08/2017,兴全全球视野,5.948658,340006.OF
18/08/2017,兴全全球视野,5.915508,340006.OF
21/08/2017,兴全全球视野,5.905336,340006.OF
22/08/2017,兴全全球视野,5.858248,340006.OF
23/08/2017,兴全全球视野,5.8202,340006.OF
24/08/2017,兴全全球视野,5.788933,340006.OF
25/08/2017,兴全全球视野,5.82585,340006.OF
28/08/2017,兴全全球视野,5.856741,340006.OF
29/08/2017,兴全全球视野,5.815679,340006.OF
30/08/2017,兴全全球视野,5.831501,340006.OF
31/08/2017,兴全全球视野,5.82472,340006.OF
01/09/2017,兴全全球视野,5.846946,340006.OF
04/09/2017,兴全全球视野,5.909104,340006.OF
05/09/2017,兴全全球视野,5.897802,340006.OF
06/09/2017,兴全全球视野,5.915884,340006.OF
07/09/2017,兴全全球视野,5.914001,340006.OF
08/09/2017,兴全全球视野,5.895542,340006.OF
11/09/2017,兴全全球视野,5.921535,340006.OF
12/09/2017,兴全全球视野,5.944515,340006.OF
13/09/2017,兴全全球视野,5.973145,340006.OF
14/09/2017,兴全全球视野,5.946021,340006.OF
15/09/2017,兴全全球视野,5.897049,340006.OF
18/09/2017,兴全全球视野,5.942631,340006.OF
19/09/2017,兴全全球视野,5.901569,340006.OF
20/09/2017,兴全全球视野,5.93585,340006.OF
21/09/2017,兴全全球视野,5.904583,340006.OF
22/09/2017,兴全全球视野,5.886878,340006.OF
25/09/2017,兴全全球视野,5.815302,340006.OF
26/09/2017,兴全全球视野,5.810782,340006.OF
27/09/2017,兴全全球视野,5.831124,340006.OF
28/09/2017,兴全全球视野,5.830748,340006.OF
29/09/2017,兴全全球视野,5.8477,340006.OF
09/10/2017,兴全全球视野,5.909857,340006.OF
10/10/2017,兴全全球视野,5.96222,340006.OF
11/10/2017,兴全全球视野,5.973145,340006.OF
12/10/2017,兴全全球视野,5.996878,340006.OF
13/10/2017,兴全全球视野,6.001021,340006.OF
16/10/2017,兴全全球视野,5.920405,340006.OF
17/10/2017,兴全全球视野,5.905336,340006.OF
18/10/2017,兴全全球视野,5.95883,340006.OF
19/10/2017,兴全全球视野,5.949412,340006.OF
20/10/2017,兴全全球视野,5.938864,340006.OF
23/10/2017,兴全全球视野,5.965987,340006.OF
24/10/2017,兴全全球视野,5.996878,340006.OF
25/10/2017,兴全全球视野,6.07674,340006.OF
26/10/2017,兴全全球视野,6.048864,340006.OF
27/10/2017,兴全全球视野,6.070336,340006.OF
30/10/2017,兴全全球视野,6.035302,340006.OF
31/10/2017,兴全全球视野,6.02174,340006.OF
01/11/2017,兴全全球视野,5.975405,340006.OF
02/11/2017,兴全全球视野,5.998008,340006.OF
03/11/2017,兴全全球视野,6.035302,340006.OF
06/11/2017,兴全全球视野,6.18674,340006.OF
07/11/2017,兴全全球视野,6.214994,340006.OF
08/11/2017,兴全全球视野,6.204822,340006.OF
09/11/2017,兴全全球视野,6.283932,340006.OF
10/11/2017,兴全全球视野,6.429343,340006.OF
13/11/2017,兴全全球视野,6.423692,340006.OF
14/11/2017,兴全全球视野,6.331774,340006.OF
15/11/2017,兴全全球视野,6.302768,340006.OF
16/11/2017,兴全全球视野,6.427836,340006.OF
17/11/2017,兴全全球视野,6.371329,340006.OF
20/11/2017,兴全全球视野,6.456466,340006.OF
21/11/2017,兴全全球视野,6.54311,340006.OF
22/11/2017,兴全全球视野,6.48924,340006.OF
23/11/2017,兴全全球视野,6.231946,340006.OF
24/11/2017,兴全全球视野,6.202186,340006.OF
27/11/2017,兴全全球视野,6.102734,340006.OF
28/11/2017,兴全全球视野,6.18674,340006.OF
29/11/2017,兴全全球视野,6.182973,340006.OF
30/11/2017,兴全全球视野,6.081261,340006.OF
01/12/2017,兴全全球视野,6.163384,340006.OF
04/12/2017,兴全全球视野,6.211603,340006.OF
05/12/2017,兴全全球视野,6.176946,340006.OF
06/12/2017,兴全全球视野,6.175062,340006.OF
07/12/2017,兴全全球视野,6.104617,340006.OF
08/12/2017,兴全全球视野,6.191261,340006.OF
11/12/2017,兴全全球视野,6.277905,340006.OF
12/12/2017,兴全全球视野,6.249651,340006.OF
13/12/2017,兴全全球视野,6.309925,340006.OF
14/12/2017,兴全全球视野,6.275644,340006.OF
15/12/2017,兴全全球视野,6.221775,340006.OF
18/12/2017,兴全全球视野,6.187117,340006.OF
19/12/2017,兴全全球视野,6.276021,340006.OF
20/12/2017,兴全全球视野,6.265096,340006.OF
21/12/2017,兴全全球视野,6.358898,340006.OF
22/12/2017,兴全全球视野,6.317083,340006.OF
25/12/2017,兴全全球视野,6.252288,340006.OF
26/12/2017,兴全全球视野,6.253042,340006.OF
27/12/2017,兴全全球视野,6.174686,340006.OF
28/12/2017,兴全全球视野,6.221021,340006.OF
29/12/2017,兴全全球视野,6.268487,340006.OF
02/01/2018,兴全全球视野,6.323863,340006.OF
03/01/2018,兴全全球视野,6.371706,340006.OF
04/01/2018,兴全全球视野,6.409754,340006.OF
05/01/2018,兴全全球视野,6.415028,340006.OF
08/01/2018,兴全全球视野,6.447048,340006.OF
09/01/2018,兴全全球视野,6.54198,340006.OF
10/01/2018,兴全全球视野,6.582288,340006.OF
11/01/2018,兴全全球视野,6.598486,340006.OF
12/01/2018,兴全全球视野,6.624856,340006.OF
15/01/2018,兴全全球视野,6.617322,340006.OF
16/01/2018,兴全全球视野,6.68626,340006.OF
17/01/2018,兴全全球视野,6.6015,340006.OF
18/01/2018,兴全全球视野,6.572493,340006.OF
19/01/2018,兴全全球视野,6.506192,340006.OF
22/01/2018,兴全全球视野,6.67948,340006.OF
23/01/2018,兴全全球视野,6.693418,340006.OF
24/01/2018,兴全全球视野,6.713007,340006.OF
25/01/2018,兴全全球视野,6.601123,340006.OF
26/01/2018,兴全全球视野,6.604137,340006.OF
29/01/2018,兴全全球视野,6.481706,340006.OF
30/01/2018,兴全全球视野,6.445165,340006.OF
31/01/2018,兴全全球视野,6.473418,340006.OF
01/02/2018,兴全全球视野,6.386774,340006.OF
02/02/2018,兴全全球视野,6.43424,340006.OF
05/02/2018,兴全全球视野,6.407117,340006.OF
06/02/2018,兴全全球视野,6.167151,340006.OF
07/02/2018,兴全全球视野,5.970131,340006.OF
08/02/2018,兴全全球视野,5.967494,340006.OF
09/02/2018,兴全全球视野,5.706433,340006.OF
12/02/2018,兴全全球视野,5.87859,340006.OF
13/02/2018,兴全全球视野,5.96109,340006.OF
14/02/2018,兴全全球视野,5.987836,340006.OF
22/02/2018,兴全全球视野,6.160747,340006.OF
23/02/2018,兴全全球视野,6.199172,340006.OF
26/02/2018,兴全全球视野,6.244754,340006.OF
27/02/2018,兴全全球视野,6.195028,340006.OF
28/02/2018,兴全全球视野,6.15924,340006.OF
01/03/2018,兴全全球视野,6.201055,340006.OF
02/03/2018,兴全全球视野,6.177699,340006.OF
05/03/2018,兴全全球视野,6.210096,340006.OF
06/03/2018,兴全全球视野,6.299754,340006.OF
07/03/2018,兴全全球视野,6.26698,340006.OF
08/03/2018,兴全全球视野,6.353624,340006.OF
09/03/2018,兴全全球视野,6.425576,340006.OF
12/03/2018,兴全全球视野,6.440267,340006.OF
13/03/2018,兴全全球视野,6.37472,340006.OF
14/03/2018,兴全全球视野,6.306158,340006.OF
15/03/2018,兴全全球视野,6.349857,340006.OF
16/03/2018,兴全全球视野,6.29335,340006.OF
19/03/2018,兴全全球视野,6.34835,340006.OF
20/03/2018,兴全全球视野,6.361158,340006.OF
21/03/2018,兴全全球视野,6.320096,340006.OF
22/03/2018,兴全全球视野,6.221021,340006.OF
23/03/2018,兴全全球视野,6.034172,340006.OF
26/03/2018,兴全全球视野,6.06996,340006.OF
27/03/2018,兴全全球视野,6.123453,340006.OF
28/03/2018,兴全全球视野,5.991227,340006.OF
29/03/2018,兴全全球视野,6.075987,340006.OF
30/03/2018,兴全全球视野,6.137014,340006.OF
02/04/2018,兴全全球视野,6.149069,340006.OF
03/04/2018,兴全全球视野,6.088419,340006.OF
04/04/2018,兴全全球视野,6.04133,340006.OF
09/04/2018,兴全全球视野,6.031158,340006.OF
10/04/2018,兴全全球视野,6.131364,340006.OF
11/04/2018,兴全全球视野,6.21198,340006.OF
12/04/2018,兴全全球视野,6.207836,340006.OF
13/04/2018,兴全全球视野,6.147939,340006.OF
16/04/2018,兴全全球视野,6.111398,340006.OF
17/04/2018,兴全全球视野,5.978419,340006.OF
18/04/2018,兴全全球视野,6.036056,340006.OF
19/04/2018,兴全全球视野,6.072597,340006.OF
20/04/2018,兴全全球视野,6.009309,340006.OF
23/04/2018,兴全全球视野,5.90609,340006.OF
24/04/2018,兴全全球视野,6.10424,340006.OF
25/04/2018,兴全全球视野,6.169788,340006.OF
26/04/2018,兴全全球视野,6.039446,340006.OF
27/04/2018,兴全全球视野,6.071843,340006.OF
02/05/2018,兴全全球视野,6.126466,340006.OF
03/05/2018,兴全全球视野,6.154343,340006.OF
04/05/2018,兴全全球视野,6.177699,340006.OF
07/05/2018,兴全全球视野,6.339309,340006.OF
08/05/2018,兴全全球视野,6.359651,340006.OF
09/05/2018,兴全全球视野,6.361158,340006.OF
10/05/2018,兴全全球视野,6.409754,340006.OF
11/05/2018,兴全全球视野,6.328384,340006.OF
14/05/2018,兴全全球视野,6.358898,340006.OF
15/05/2018,兴全全球视野,6.455336,340006.OF
16/05/2018,兴全全球视野,6.444411,340006.OF
17/05/2018,兴全全球视野,6.339685,340006.OF
18/05/2018,兴全全球视野,6.381877,340006.OF
21/05/2018,兴全全球视野,6.433863,340006.OF
22/05/2018,兴全全球视野,6.460987,340006.OF
23/05/2018,兴全全球视野,6.365678,340006.OF
24/05/2018,兴全全球视野,6.339685,340006.OF
25/05/2018,兴全全球视野,6.304274,340006.OF
28/05/2018,兴全全球视野,6.371706,340006.OF
29/05/2018,兴全全球视野,6.262459,340006.OF
30/05/2018,兴全全球视野,6.147939,340006.OF
31/05/2018,兴全全球视野,6.257562,340006.OF
01/06/2018,兴全全球视野,6.150953,340006.OF
04/06/2018,兴全全球视野,6.208966,340006.OF
05/06/2018,兴全全球视野,6.353247,340006.OF
06/06/2018,兴全全球视野,6.366055,340006.OF
07/06/2018,兴全全球视野,6.335918,340006.OF
08/06/2018,兴全全球视野,6.336672,340006.OF
11/06/2018,兴全全球视野,6.273384,340006.OF
12/06/2018,兴全全球视野,6.37472,340006.OF
13/06/2018,兴全全球视野,6.301261,340006.OF
14/06/2018,兴全全球视野,6.256055,340006.OF
15/06/2018,兴全全球视野,6.211603,340006.OF
19/06/2018,兴全全球视野,5.934343,340006.OF
20/06/2018,兴全全球视野,6.006672,340006.OF
21/06/2018,兴全全球视野,5.961843,340006.OF
22/06/2018,兴全全球视野,6.011946,340006.OF
25/06/2018,兴全全球视野,5.919652,340006.OF
26/06/2018,兴全全球视野,5.910987,340006.OF
27/06/2018,兴全全球视野,5.776501,340006.OF
28/06/2018,兴全全球视野,5.722254,340006.OF
29/06/2018,兴全全球视野,5.994617,340006.OF
02/07/2018,兴全全球视野,5.842049,340006.OF
03/07/2018,兴全全球视野,5.839035,340006.OF
04/07/2018,兴全全球视野,5.726398,340006.OF
05/07/2018,兴全全球视野,5.606604,340006.OF
06/07/2018,兴全全球视野,5.613385,340006.OF
09/07/2018,兴全全球视野,5.856364,340006.OF
10/07/2018,兴全全球视野,5.882357,340006.OF
11/07/2018,兴全全球视野,5.824343,340006.OF
12/07/2018,兴全全球视野,5.974651,340006.OF
13/07/2018,兴全全球视野,6.033042,340006.OF
16/07/2018,兴全全球视野,6.02174,340006.OF
17/07/2018,兴全全球视野,6.003658,340006.OF
18/07/2018,兴全全球视野,5.914378,340006.OF
19/07/2018,兴全全球视野,5.846946,340006.OF
20/07/2018,兴全全球视野,5.926432,340006.OF
23/07/2018,兴全全球视野,5.900063,340006.OF
24/07/2018,兴全全球视野,5.936604,340006.OF
