date,acc_name_ch,nav_adj,acc_code
03/05/2011,富国天惠,5.07341,161005.OF
04/05/2011,富国天惠,5.007702,161005.OF
05/05/2011,富国天惠,5.031655,161005.OF
06/05/2011,富国天惠,5.059168,161005.OF
09/05/2011,富国天惠,5.072762,161005.OF
10/05/2011,富国天惠,5.080207,161005.OF
11/05/2011,富国天惠,5.089594,161005.OF
12/05/2011,富国天惠,5.065641,161005.OF
13/05/2011,富国天惠,5.078265,161005.OF
16/05/2011,富国天惠,5.063376,161005.OF
17/05/2011,富国天惠,5.037481,161005.OF
18/05/2011,富国天惠,5.076323,161005.OF
19/05/2011,富国天惠,5.07341,161005.OF
20/05/2011,富国天惠,5.065318,161005.OF
23/05/2011,富国天惠,4.949439,161005.OF
24/05/2011,富国天惠,4.958179,161005.OF
25/05/2011,富国天惠,4.91966,161005.OF
26/05/2011,富国天惠,4.888263,161005.OF
27/05/2011,富国天惠,4.850068,161005.OF
30/05/2011,富国天惠,4.834532,161005.OF
31/05/2011,富国天惠,4.868195,161005.OF
01/06/2011,富国天惠,4.908979,161005.OF
02/06/2011,富国天惠,4.841005,161005.OF
03/06/2011,富国天惠,4.915776,161005.OF
07/06/2011,富国天惠,4.931637,161005.OF
08/06/2011,富国天惠,4.967889,161005.OF
09/06/2011,富国天惠,4.877905,161005.OF
10/06/2011,富国天惠,4.886645,161005.OF
13/06/2011,富国天惠,4.874992,161005.OF
14/06/2011,富国天惠,4.921926,161005.OF
15/06/2011,富国天惠,4.881789,161005.OF
16/06/2011,富国天惠,4.812521,161005.OF
17/06/2011,富国天惠,4.762998,161005.OF
20/06/2011,富国天惠,4.719624,161005.OF
21/06/2011,富国天惠,4.760084,161005.OF
22/06/2011,富国天惠,4.750374,161005.OF
23/06/2011,富国天惠,4.825468,161005.OF
24/06/2011,富国天惠,4.919984,161005.OF
27/06/2011,富国天惠,4.953971,161005.OF
28/06/2011,富国天惠,4.953647,161005.OF
29/06/2011,富国天惠,4.908979,161005.OF
30/06/2011,富国天惠,4.972421,161005.OF
01/07/2011,富国天惠,4.994755,161005.OF
04/07/2011,富国天惠,5.087328,161005.OF
05/07/2011,富国天惠,5.102218,161005.OF
06/07/2011,富国天惠,5.100923,161005.OF
07/07/2011,富国天惠,5.132967,161005.OF
08/07/2011,富国天惠,5.145915,161005.OF
11/07/2011,富国天惠,5.175046,161005.OF
12/07/2011,富国天惠,5.120667,161005.OF
13/07/2011,富国天惠,5.190907,161005.OF
14/07/2011,富国天惠,5.199646,161005.OF
15/07/2011,富国天惠,5.241401,161005.OF
18/07/2011,富国天惠,5.230396,161005.OF
19/07/2011,富国天惠,5.181196,161005.OF
20/07/2011,富国天惠,5.186699,161005.OF
21/07/2011,富国天惠,5.164041,161005.OF
22/07/2011,富国天惠,5.177636,161005.OF
25/07/2011,富国天惠,5.055283,161005.OF
26/07/2011,富国天惠,5.054312,161005.OF
27/07/2011,富国天惠,5.130378,161005.OF
28/07/2011,富国天惠,5.130054,161005.OF
29/07/2011,富国天惠,5.109015,161005.OF
01/08/2011,富国天惠,5.100923,161005.OF
02/08/2011,富国天惠,5.101246,161005.OF
03/08/2011,富国天惠,5.129083,161005.OF
04/08/2011,富国天惠,5.132967,161005.OF
05/08/2011,富国天惠,5.082473,161005.OF
08/08/2011,富国天惠,4.992489,161005.OF
09/08/2011,富国天惠,5.038128,161005.OF
10/08/2011,富国天惠,5.094449,161005.OF
11/08/2011,富国天惠,5.21227,161005.OF
12/08/2011,富国天惠,5.21842,161005.OF
15/08/2011,富国天惠,5.26503,161005.OF
16/08/2011,富国天惠,5.215507,161005.OF
17/08/2011,富国天惠,5.201588,161005.OF
18/08/2011,富国天惠,5.122933,161005.OF
19/08/2011,富国天惠,5.106749,161005.OF
22/08/2011,富国天惠,5.044278,161005.OF
23/08/2011,富国天惠,5.090889,161005.OF
24/08/2011,富国天惠,5.109986,161005.OF
25/08/2011,富国天惠,5.20612,161005.OF
26/08/2011,富国天惠,5.209357,161005.OF
29/08/2011,富国天惠,5.188965,161005.OF
30/08/2011,富国天惠,5.155302,161005.OF
31/08/2011,富国天惠,5.120991,161005.OF
01/09/2011,富国天惠,5.075676,161005.OF
02/09/2011,富国天惠,5.029065,161005.OF
05/09/2011,富国天惠,4.945879,161005.OF
06/09/2011,富国天惠,4.90736,161005.OF
07/09/2011,富国天惠,4.99961,161005.OF
08/09/2011,富国天惠,4.946202,161005.OF
09/09/2011,富国天惠,4.923868,161005.OF
13/09/2011,富国天惠,4.867547,161005.OF
14/09/2011,富国天惠,4.883408,161005.OF
15/09/2011,富国天惠,4.900239,161005.OF
16/09/2011,富国天惠,4.905095,161005.OF
19/09/2011,富国天惠,4.815758,161005.OF
20/09/2011,富国天惠,4.827734,161005.OF
21/09/2011,富国天惠,4.940052,161005.OF
22/09/2011,富国天惠,4.810579,161005.OF
23/09/2011,富国天惠,4.770442,161005.OF
26/09/2011,富国天惠,4.676898,161005.OF
27/09/2011,富国天惠,4.6947,161005.OF
28/09/2011,富国天惠,4.645824,161005.OF
29/09/2011,富国天惠,4.576232,161005.OF
30/09/2011,富国天惠,4.547101,161005.OF
10/10/2011,富国天惠,4.492398,161005.OF
11/10/2011,富国天惠,4.446435,161005.OF
12/10/2011,富国天惠,4.580117,161005.OF
13/10/2011,富国天惠,4.607306,161005.OF
14/10/2011,富国天惠,4.563285,161005.OF
17/10/2011,富国天惠,4.60763,161005.OF
18/10/2011,富国天惠,4.516675,161005.OF
19/10/2011,富国天惠,4.490133,161005.OF
20/10/2011,富国天惠,4.351596,161005.OF
21/10/2011,富国天惠,4.31502,161005.OF
24/10/2011,富国天惠,4.396265,161005.OF
25/10/2011,富国天惠,4.508259,161005.OF
26/10/2011,富国天惠,4.554222,161005.OF
27/10/2011,富国天惠,4.555193,161005.OF
28/10/2011,富国天惠,4.641616,161005.OF
31/10/2011,富国天惠,4.668806,161005.OF
01/11/2011,富国天惠,4.686285,161005.OF
02/11/2011,富国天惠,4.781448,161005.OF
03/11/2011,富国天惠,4.77724,161005.OF
04/11/2011,富国天惠,4.797955,161005.OF
07/11/2011,富国天惠,4.754258,161005.OF
08/11/2011,富国天惠,4.706029,161005.OF
09/11/2011,富国天惠,4.749079,161005.OF
10/11/2011,富国天惠,4.699879,161005.OF
11/11/2011,富国天惠,4.702469,161005.OF
14/11/2011,富国天惠,4.785979,161005.OF
15/11/2011,富国天惠,4.789863,161005.OF
16/11/2011,富国天惠,4.693729,161005.OF
17/11/2011,富国天惠,4.691464,161005.OF
18/11/2011,富国天惠,4.608277,161005.OF
21/11/2011,富国天惠,4.60148,161005.OF
22/11/2011,富国天惠,4.617016,161005.OF
23/11/2011,富国天惠,4.594035,161005.OF
24/11/2011,富国天惠,4.633848,161005.OF
25/11/2011,富国天惠,4.616045,161005.OF
28/11/2011,富国天惠,4.627698,161005.OF
29/11/2011,富国天惠,4.683048,161005.OF
30/11/2011,富国天惠,4.56814,161005.OF
01/12/2011,富国天惠,4.637732,161005.OF
02/12/2011,富国天惠,4.571701,161005.OF
05/12/2011,富国天惠,4.483983,161005.OF
06/12/2011,富国天惠,4.477185,161005.OF
07/12/2011,富国天惠,4.500491,161005.OF
08/12/2011,富国天惠,4.422807,161005.OF
09/12/2011,富国天惠,4.362278,161005.OF
12/12/2011,富国天惠,4.276178,161005.OF
13/12/2011,富国天惠,4.194934,161005.OF
14/12/2011,富国天惠,4.124047,161005.OF
15/12/2011,富国天惠,4.048629,161005.OF
16/12/2011,富国天惠,4.117573,161005.OF
19/12/2011,富国天惠,4.12955,161005.OF
20/12/2011,富国天惠,4.119839,161005.OF
21/12/2011,富国天惠,4.045716,161005.OF
22/12/2011,富国天惠,4.052513,161005.OF
23/12/2011,富国天惠,4.078408,161005.OF
26/12/2011,富国天惠,4.028884,161005.OF
27/12/2011,富国天惠,3.940842,161005.OF
28/12/2011,富国天惠,3.911387,161005.OF
29/12/2011,富国天惠,3.919156,161005.OF
30/12/2011,富国天惠,3.987129,161005.OF
04/01/2012,富国天惠,3.891643,161005.OF
05/01/2012,富国天惠,3.771556,161005.OF
06/01/2012,富国天惠,3.756019,161005.OF
09/01/2012,富国天惠,3.853124,161005.OF
10/01/2012,富国天惠,3.972563,161005.OF
11/01/2012,富国天惠,3.975476,161005.OF
12/01/2012,富国天惠,3.94764,161005.OF
13/01/2012,富国天惠,3.82108,161005.OF
16/01/2012,富国天惠,3.668949,161005.OF
17/01/2012,富国天惠,3.811045,161005.OF
18/01/2012,富国天惠,3.707143,161005.OF
19/01/2012,富国天惠,3.746632,161005.OF
20/01/2012,富国天惠,3.840177,161005.OF
30/01/2012,富国天惠,3.802953,161005.OF
31/01/2012,富国天惠,3.797127,161005.OF
01/02/2012,富国天惠,3.768967,161005.OF
02/02/2012,富国天惠,3.82464,161005.OF
03/02/2012,富国天惠,3.875782,161005.OF
06/02/2012,富国天惠,3.89844,161005.OF
07/02/2012,富国天惠,3.846327,161005.OF
08/02/2012,富国天惠,3.918832,161005.OF
09/02/2012,富国天惠,3.949906,161005.OF
10/02/2012,富国天惠,3.98454,161005.OF
13/02/2012,富国天惠,4.013024,161005.OF
14/02/2012,富国天惠,4.016584,161005.OF
15/02/2012,富国天惠,4.046687,161005.OF
16/02/2012,富国天惠,4.028561,161005.OF
17/02/2012,富国天惠,4.017232,161005.OF
20/02/2012,富国天惠,4.026618,161005.OF
21/02/2012,富国天惠,4.078084,161005.OF
22/02/2012,富国天惠,4.159329,161005.OF
23/02/2012,富国天惠,4.184899,161005.OF
24/02/2012,富国天惠,4.240573,161005.OF
27/02/2012,富国天惠,4.252549,161005.OF
28/02/2012,富国天惠,4.248018,161005.OF
29/02/2012,富国天惠,4.193963,161005.OF
01/03/2012,富国天惠,4.199142,161005.OF
02/03/2012,富国天惠,4.275531,161005.OF
05/03/2012,富国天惠,4.239602,161005.OF
06/03/2012,富国天惠,4.181986,161005.OF
07/03/2012,富国天惠,4.153502,161005.OF
08/03/2012,富国天惠,4.196228,161005.OF
09/03/2012,富国天惠,4.257405,161005.OF
12/03/2012,富国天惠,4.283299,161005.OF
13/03/2012,富国天惠,4.314049,161005.OF
14/03/2012,富国天惠,4.195257,161005.OF
15/03/2012,富国天惠,4.191697,161005.OF
16/03/2012,富国天惠,4.24996,161005.OF
19/03/2012,富国天惠,4.263554,161005.OF
20/03/2012,富国天惠,4.186842,161005.OF
21/03/2012,富国天惠,4.147352,161005.OF
22/03/2012,富国天惠,4.157063,161005.OF
23/03/2012,富国天惠,4.122752,161005.OF
26/03/2012,富国天惠,4.114013,161005.OF
27/03/2012,富国天惠,4.097181,161005.OF
28/03/2012,富国天惠,4.015937,161005.OF
29/03/2012,富国天惠,3.989395,161005.OF
30/03/2012,富国天惠,3.996516,161005.OF
05/04/2012,富国天惠,4.109481,161005.OF
06/04/2012,富国天惠,4.134081,161005.OF
09/04/2012,富国天惠,4.092002,161005.OF
10/04/2012,富国天惠,4.1234,161005.OF
11/04/2012,富国天惠,4.147352,161005.OF
12/04/2012,富国天惠,4.210147,161005.OF
13/04/2012,富国天惠,4.223741,161005.OF
16/04/2012,富国天惠,4.233452,161005.OF
17/04/2012,富国天惠,4.166126,161005.OF
18/04/2012,富国天惠,4.251578,161005.OF
19/04/2012,富国天惠,4.235718,161005.OF
20/04/2012,富国天惠,4.263554,161005.OF
23/04/2012,富国天惠,4.215002,161005.OF
24/04/2012,富国天惠,4.212736,161005.OF
25/04/2012,富国天惠,4.277149,161005.OF
26/04/2012,富国天惠,4.30531,161005.OF
27/04/2012,富国天惠,4.307899,161005.OF
02/05/2012,富国天惠,4.331852,161005.OF
03/05/2012,富国天惠,4.346417,161005.OF
04/05/2012,富国天惠,4.403709,161005.OF
07/05/2012,富国天惠,4.422807,161005.OF
08/05/2012,富国天惠,4.414391,161005.OF
09/05/2012,富国天惠,4.345123,161005.OF
10/05/2012,富国天惠,4.334117,161005.OF
11/05/2012,富国天惠,4.30531,161005.OF
14/05/2012,富国天惠,4.293657,161005.OF
15/05/2012,富国天惠,4.292686,161005.OF
16/05/2012,富国天惠,4.22536,161005.OF
17/05/2012,富国天惠,4.260965,161005.OF
18/05/2012,富国天惠,4.195581,161005.OF
21/05/2012,富国天惠,4.224713,161005.OF
22/05/2012,富国天惠,4.291391,161005.OF
23/05/2012,富国天惠,4.288802,161005.OF
24/05/2012,富国天惠,4.245428,161005.OF
25/05/2012,富国天惠,4.191373,161005.OF
28/05/2012,富国天惠,4.258699,161005.OF
29/05/2012,富国天惠,4.310812,161005.OF
30/05/2012,富国天惠,4.311783,161005.OF
31/05/2012,富国天惠,4.344799,161005.OF
01/06/2012,富国天惠,4.372636,161005.OF
04/06/2012,富国天惠,4.287507,161005.OF
05/06/2012,富国天惠,4.288154,161005.OF
06/06/2012,富国天惠,4.26582,161005.OF
07/06/2012,富国天惠,4.266791,161005.OF
08/06/2012,富国天惠,4.241868,161005.OF
11/06/2012,富国天惠,4.301425,161005.OF
12/06/2012,富国天惠,4.30272,161005.OF
13/06/2012,富国天惠,4.396912,161005.OF
14/06/2012,富国天惠,4.387849,161005.OF
15/06/2012,富国天惠,4.360336,161005.OF
18/06/2012,富国天惠,4.406622,161005.OF
19/06/2012,富国天惠,4.36422,161005.OF
20/06/2012,富国天惠,4.340267,161005.OF
21/06/2012,富国天惠,4.309841,161005.OF
25/06/2012,富国天惠,4.227626,161005.OF
26/06/2012,富国天惠,4.234747,161005.OF
27/06/2012,富国天惠,4.234747,161005.OF
28/06/2012,富国天惠,4.179073,161005.OF
29/06/2012,富国天惠,4.233776,161005.OF
02/07/2012,富国天惠,4.272618,161005.OF
03/07/2012,富国天惠,4.31502,161005.OF
04/07/2012,富国天惠,4.310812,161005.OF
05/07/2012,富国天惠,4.255786,161005.OF
06/07/2012,富国天惠,4.330233,161005.OF
09/07/2012,富国天惠,4.252226,161005.OF
10/07/2012,富国天惠,4.191049,161005.OF
11/07/2012,富国天惠,4.229568,161005.OF
12/07/2012,富国天惠,4.285565,161005.OF
13/07/2012,富国天惠,4.282004,161005.OF
16/07/2012,富国天惠,4.159976,161005.OF
17/07/2012,富国天惠,4.150265,161005.OF
18/07/2012,富国天惠,4.138936,161005.OF
19/07/2012,富国天惠,4.156415,161005.OF
20/07/2012,富国天惠,4.124694,161005.OF
23/07/2012,富国天惠,4.100418,161005.OF
24/07/2012,富国天惠,4.150265,161005.OF
25/07/2012,富国天惠,4.136671,161005.OF
26/07/2012,富国天惠,4.099123,161005.OF
27/07/2012,富国天惠,4.105597,161005.OF
30/07/2012,富国天惠,4.076466,161005.OF
31/07/2012,富国天惠,4.050895,161005.OF
01/08/2012,富国天惠,4.088442,161005.OF
02/08/2012,富国天惠,4.019821,161005.OF
03/08/2012,富国天惠,4.049276,161005.OF
06/08/2012,富国天惠,4.107539,161005.OF
07/08/2012,富国天惠,4.121134,161005.OF
08/08/2012,富国天惠,4.121458,161005.OF
09/08/2012,富国天惠,4.172923,161005.OF
10/08/2012,富国天惠,4.148323,161005.OF
13/08/2012,富国天惠,4.088118,161005.OF
14/08/2012,富国天惠,4.110129,161005.OF
15/08/2012,富国天惠,4.085529,161005.OF
16/08/2012,富国天惠,4.063842,161005.OF
17/08/2012,富国天惠,4.054779,161005.OF
20/08/2012,富国天惠,4.055103,161005.OF
21/08/2012,富国天惠,4.105273,161005.OF
22/08/2012,富国天惠,4.056397,161005.OF
23/08/2012,富国天惠,4.044745,161005.OF
24/08/2012,富国天惠,4.011082,161005.OF
27/08/2012,富国天惠,3.967061,161005.OF
28/08/2012,富国天惠,3.948287,161005.OF
29/08/2012,富国天惠,3.932427,161005.OF
30/08/2012,富国天惠,3.905885,161005.OF
31/08/2012,富国天惠,3.908474,161005.OF
03/09/2012,富国天惠,3.968355,161005.OF
04/09/2012,富国天惠,3.954113,161005.OF
05/09/2012,富国天惠,3.9758,161005.OF
06/09/2012,富国天惠,3.975153,161005.OF
07/09/2012,富国天惠,4.111747,161005.OF
10/09/2012,富国天惠,4.137965,161005.OF
11/09/2012,富国天惠,4.118868,161005.OF
12/09/2012,富国天惠,4.130521,161005.OF
13/09/2012,富国天惠,4.089089,161005.OF
14/09/2012,富国天惠,4.098152,161005.OF
17/09/2012,富国天惠,3.989071,161005.OF
18/09/2012,富国天惠,3.958645,161005.OF
19/09/2012,富国天惠,3.983569,161005.OF
20/09/2012,富国天惠,3.914948,161005.OF
21/09/2012,富国天惠,3.930161,161005.OF
24/09/2012,富国天惠,3.972887,161005.OF
25/09/2012,富国天惠,3.960911,161005.OF
26/09/2012,富国天惠,3.898116,161005.OF
27/09/2012,富国天惠,3.977742,161005.OF
28/09/2012,富国天惠,4.055103,161005.OF
08/10/2012,富国天惠,4.007521,161005.OF
09/10/2012,富国天惠,4.114013,161005.OF
10/10/2012,富国天惠,4.122429,161005.OF
11/10/2012,富国天惠,4.087795,161005.OF
12/10/2012,富国天惠,4.092326,161005.OF
15/10/2012,富国天惠,4.081968,161005.OF
16/10/2012,富国天惠,4.084558,161005.OF
17/10/2012,富国天惠,4.075818,161005.OF
18/10/2012,富国天惠,4.157063,161005.OF
19/10/2012,富国天惠,4.160623,161005.OF
22/10/2012,富国天惠,4.168392,161005.OF
23/10/2012,富国天惠,4.095887,161005.OF
24/10/2012,富国天惠,4.077113,161005.OF
25/10/2012,富国天惠,4.000076,161005.OF
26/10/2012,富国天惠,3.931456,161005.OF
29/10/2012,富国天惠,3.920127,161005.OF
30/10/2012,富国天惠,3.931779,161005.OF
31/10/2012,富国天惠,3.956703,161005.OF
01/11/2012,富国天惠,4.019497,161005.OF
02/11/2012,富国天惠,4.036976,161005.OF
05/11/2012,富国天惠,4.000076,161005.OF
06/11/2012,富国天惠,3.976771,161005.OF
07/11/2012,富国天惠,3.971916,161005.OF
08/11/2012,富国天惠,3.912682,161005.OF
09/11/2012,富国天惠,3.915919,161005.OF
12/11/2012,富国天惠,3.887758,161005.OF
13/11/2012,富国天惠,3.824964,161005.OF
14/11/2012,富国天惠,3.829819,161005.OF
15/11/2012,富国天惠,3.778677,161005.OF
16/11/2012,富国天惠,3.752135,161005.OF
19/11/2012,富国天惠,3.72883,161005.OF
